cell_type	contrast	pathway_name	pathway_source	tier	NES	pvalue	padj_bh	leading_edge_genes	leading_edge_size	n_set_genes	n_panel_genes	dataset
Endothelial	MBRT_vs_Ctrl	HALLMARK_DNA_REPAIR	MSigDB_Hallmark	exploratory	0.636394580265333	0.897029702970297	0.993890020366599	Trp53,Npr2	2	150	5	Mutter_02
Endothelial	MBRT_vs_Ctrl	HALLMARK_FATTY_ACID_METABOLISM	MSigDB_Hallmark	exploratory	0.646910810676956	0.931428571428571	0.993890020366599	Ldha,Fasn,Glul,Cd36	4	157	11	Mutter_02
Endothelial	MBRT_vs_Ctrl	HALLMARK_GLYCOLYSIS	MSigDB_Hallmark	exploratory	0.695648410088733	0.889105058365759	0.993890020366599	Ldha,Col5a1	2	200	18	Mutter_02
Endothelial	MBRT_vs_Ctrl	HALLMARK_MITOTIC_SPINDLE	MSigDB_Hallmark	exploratory	0.51274790413394	0.990476190476191	0.993890020366599	Plekhg2,Cenpf,Abl1	3	199	11	Mutter_02
Endothelial	MBRT_vs_Ctrl	HALLMARK_PI3K_AKT_MTOR_SIGNALING	MSigDB_Hallmark	exploratory	0.62466893782553	0.941520467836257	0.993890020366599	Pfn1,Akt1,Rac1,Fasl,Tnfrsf1a,Hsp90b1,Cdkn1a,Sfn,Il2rg,Egfr,Arf1,Slc2a1,Ddit3,Sqstm1,Smad2,Cxcr4	16	105	16	Mutter_02
Endothelial	MBRT_vs_Ctrl	HALLMARK_WNT_BETA_CATENIN_SIGNALING	MSigDB_Hallmark	exploratory	-0.533005625783895	0.981632653061224	0.993890020366599	Tcf7	1	42	15	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_G2M_CHECKPOINT	MSigDB_Hallmark	exploratory	-2.23457637118897	8.76900749708517e-06	0.000455988389848429	Top2a,Mki67,Nusap1,Stmn1,Pttg1,Ccnd1,Ube2c,Birc5	8	198	23	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_E2F_TARGETS	MSigDB_Hallmark	exploratory	-1.97156063462651	0.000489310925798667	0.00848138938051024	Hmgb2,Top2a,Mki67,Stmn1,Pcna,Dnmt1,Pttg1,Tubb5,Birc5	9	200	20	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	MSigDB_Hallmark	exploratory	-1.81559478835136	0.000469039895358066	0.00848138938051024	Col5a3,Col5a1,Tpm2,Igfbp3,Col16a1,Acta2,Serpinh1,Col1a2,Col6a2,Lgals1,Col1a1,Col12a1,Mfap5,Col3a1,Col6a3,Tpm1,Pdgfrb,Myl9,Mgp,Dst,Itgb1,Dcn,Col4a1,Itga5,Cald1,Areg,Emp3,Cdh11,Vim,Lum,Bgn,Mmp14,Tagln,Snai2,Gadd45b	35	206	72	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_GLYCOLYSIS	MSigDB_Hallmark	exploratory	-1.88264357222561	0.00193366558500745	0.0251376526050969	Stmn1,Col5a1,Ppia,Ldha,Igfbp3,Sod1,Mif,Dcn,Ier3	9	200	18	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_FATTY_ACID_METABOLISM	MSigDB_Hallmark	exploratory	-1.7668633899904	0.00581284996785044	0.0604536396656446	Ldha,S100a10,Hsp90aa1,Lgals1,Mif	5	157	11	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_UV_RESPONSE_DN	MSigDB_Hallmark	exploratory	-1.64760221750153	0.00865685481067307	0.0750260750258332	Ica1,Ldlr,Nfkb1,Col1a2,Col1a1,Anxa2,Igfbp5,Adgrl2,Col3a1,Pdgfrb,Fyn,Cav1	12	144	32	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_MITOTIC_SPINDLE	MSigDB_Hallmark	exploratory	-1.69063558954989	0.0104238679574204	0.0774344476836946	Top2a,Nusap1,Birc5,Ezr,Dst,Plekhg2	6	199	11	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_INFLAMMATORY_RESPONSE	MSigDB_Hallmark	exploratory	1.47684043707753	0.0128953325851689	0.0838196618035981	Cdkn1a,Csf3r,Olr1,Il1b,Cxcl5,Ccl20,Cd55,Ptger4,Tnfsf9,Best1,Itgb8,Nod2,Msr1,Il10ra,Cxcl9,Il18r1,Il1a,Ccrl2,Cd14,Lif,Il15ra,Ifitm1,Clec5a,Inhba,Cd40,Cxcr6,Timp1,Tnfrsf1b,Il12b,Il18,Tlr1	31	201	86	Mutter_02
Endothelial	MBRT_vs_SBRT	DNA_Damage_Repair	project	primary	1.65404870554347	0.0198946873197702	0.103452374062805	Cdkn1a,Bax,Chek2	3	18	10	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_PEROXISOME	MSigDB_Hallmark	exploratory	-1.57777775119154	0.0181299769517348	0.103452374062805	Top2a,Sod1,Msh2	3	102	4	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_MYC_TARGETS_V1	MSigDB_Hallmark	exploratory	-1.62628245809779	0.0323781262474282	0.140305213738856	Pcna,Ppia,Ldha,Rack1,Hsp90ab1,Ptges3,Myc	7	201	9	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_TNFA_SIGNALING_VIA_NFKB	MSigDB_Hallmark	exploratory	1.46175421912344	0.0309057525264183	0.140305213738856	Cdkn1a,Olr1,Cd83,Il1b,Cd80,Csf2,Cxcl5,Ccl20,Il23a,Ptgs2,Cxcl2,Ptger4,Tnfsf9	13	199	76	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	1.3140146767146	0.0568275047600857	0.214450676344441	Il2,Itk,Il1b,Fgr,Cd80,Ccr2,Ccl11,Cd8b1,Itgal,H2-DMb1,Ifng,H2-Q10,Fas,H2-Ob,Cd28,H2-T23,Cxcl9,Cd3g,Irf4,Lif,H2-Aa,Cd40lg,Il12rb1,Cd3e,Inhba,Cd40,Inhbb,Ltb,Timp1,Il12b,Il18,Tlr1,Cd86,Gzma,Il2ra,Cd8a,Tlr2,Tgfb2	38	201	102	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_KRAS_SIGNALING_DN	MSigDB_Hallmark	exploratory	1.46678881930246	0.0577367205542725	0.214450676344441	Tcl1,Cd80,Ifng,Ryr2,Celsr2,Cntfr,Cd40lg,Il12b,Ifi44l,Tgfb2	10	202	19	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	-1.46297345272028	0.072041166380789	0.220361214811825	Ccnd1,Krt8,Akt1,Myl12a,Krt19	5	112	17	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_INTERFERON_GAMMA_RESPONSE	MSigDB_Hallmark	exploratory	1.33929363479625	0.0678391959798995	0.220361214811825	Cdkn1a,Ido1,Ptgs2,Oas2,H2-Q10,Cd274,Fas,Klrk1,Il10ra,Cxcl9,Irf4,Mt2,Lgals3bp,H2-Aa,Il15ra,Cd40,Ifi44l,Cd86,Vcam1,Gzma,Ciita,H2-Eb1,Tnfaip6,Cxcl10,Ifitm2,Ccl5	26	205	65	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_PROTEIN_SECRETION	MSigDB_Hallmark	exploratory	-1.49522751530694	0.0674157303370787	0.220361214811825	Ica1,Sod1,Krt18,Arf1,Dst	5	96	9	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_MTORC1_SIGNALING	MSigDB_Hallmark	exploratory	-1.42100213001512	0.0833333333333333	0.228070175438597	Ldlr,Ppia,Ldha,Serpinh1,Igfbp5,Xbp1,Hsp90b1	7	201	14	Mutter_02
Endothelial	MBRT_vs_SBRT	TypeII_interferon	project	primary	1.45252331118316	0.0817610062893082	0.228070175438597	Cxcl9,H2-Aa,Ciita,H2-Eb1,H2-Ab1,Cxcl10	6	17	8	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_IL6_JAK_STAT3_SIGNALING	MSigDB_Hallmark	exploratory	1.31446954488978	0.0921052631578947	0.234410217881292	Csf3r,Il17rb,Acvrl1,Il1b,Csf2,Pdgfc,Cxcl2,Reg1,Tnfrsf21,Fas,Cxcl9,Il18r1,Cd14,Cntfr,Il12rb1,Il15ra,Il13ra1,Ltb,Tnfrsf1b	19	88	56	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_MYOGENESIS	MSigDB_Hallmark	exploratory	-1.32097104516804	0.0991735537190083	0.234410217881292	Tpm2,Igfbp3,Clu,Cfd,Col6a2,Col1a1,Col15a1,Col3a1,Col6a3	9	201	38	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_WNT_BETA_CATENIN_SIGNALING	MSigDB_Hallmark	exploratory	-1.3676019646005	0.0952380952380952	0.234410217881292	Ctnnb1,Rbpj,Hey1,Jag1,Trp53,Tcf7	6	42	15	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	1.27789855392775	0.170212765957447	0.373563218390805	Efna5,Hspb1,Gata3	3	44	10	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	-1.22178648795248	0.172413793103448	0.373563218390805	Hmgb2,Top2a,Ccnd1,Clu,Ifngr1,Sod1,Ctnnb1,Lmna,Krt18,Rela,Pdgfrb,Gpx1,Casp3,Dcn,Ptk2,Ier3,Anxa1,Cav1,Cd2	19	160	64	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	-1.24126687968506	0.186691312384473	0.388317929759704	Ldlr,Clu,Ctnnb1,Jag1	4	75	13	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	-1.21321552579735	0.203305785123967	0.396364702433304	Actg2,Col16a1,Vwf,Pfn1,Itga9,Pecam1,Src,Myl9,Cd276,Itgb1,Ptk2	11	199	38	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_KRAS_SIGNALING_UP	MSigDB_Hallmark	exploratory	1.17761925424965	0.205804749340369	0.396364702433304	Il1b,Fgf9,Csf2,Itga2,Ccl20,Cidea,Il33,Ptgs2	8	203	49	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_PANCREAS_BETA_CELLS	MSigDB_Hallmark	exploratory	1.21952952245397	0.244769874476987	0.432432432432432	Gcg,Iapp	2	40	4	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	MSigDB_Hallmark	exploratory	-1.21197246856849	0.240079365079365	0.432432432432432	Xbp1,Hsp90b1,Atf3	3	113	6	Mutter_02
Endothelial	MBRT_vs_SBRT	TypeI_interferon	project	primary	1.1996723451333	0.24948024948025	0.432432432432432	Mx1,Oas2,Ifitm1	3	19	7	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_COAGULATION	MSigDB_Hallmark	exploratory	-1.11994676525966	0.28034188034188	0.460461285008237	Clu,Cfd,Vwf,Pdgfb,Rac1,Pecam1,Apoc1,Fyn,Anxa1	9	139	28	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_ESTROGEN_RESPONSE_EARLY	MSigDB_Hallmark	exploratory	-1.12619484543538	0.2833607907743	0.460461285008237	Ccnd1,Krt8,Krt18,Krt19,Krt15,Xbp1	6	200	33	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_HYPOXIA	MSigDB_Hallmark	exploratory	-1.09838407150243	0.313114754098361	0.471080139372822	Col5a1,Ldha,Igfbp3,Pdgfb,Anxa2,Rbpj,S100a4,Mif,Dcn,Ier3,Cav1	11	200	39	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_NOTCH_SIGNALING	MSigDB_Hallmark	exploratory	-1.11758709296288	0.317073170731707	0.471080139372822	Ccnd1,Jag1,Notch3,Dll1,Notch1,Wnt5a	6	32	12	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_PI3K_AKT_MTOR_SIGNALING	MSigDB_Hallmark	exploratory	-1.11240311849004	0.310834813499112	0.471080139372822	Akt1,Pfn1,Tnfrsf1a,Rac1,Arf1,Hsp90b1	6	105	16	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_COMPLEMENT	MSigDB_Hallmark	exploratory	-1.0800708978346	0.338815789473684	0.489400584795322	Calm1,Gzmb,Clu,Pdgfb,Pfn1,Calm3,Hspa1a,Src,Dusp5,Casp3,Apoc1,Fyn	12	196	42	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_XENOBIOTIC_METABOLISM	MSigDB_Hallmark	exploratory	1.06232596007522	0.374429223744292	0.526224854991978	Reg1,Fas,Crp,Hsd17b2,Mt2,Vtn,Igf1,Apoe,Tgfb2	9	203	20	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	MSigDB_Hallmark	exploratory	-1.06018931331305	0.422779922779923	0.578540946962	Sod1,Fes	2	48	5	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	-0.983538553580099	0.486111111111111	0.633418367346939	Sod1	1	112	6	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_P53_PATHWAY	MSigDB_Hallmark	exploratory	0.982393520193743	0.487244897959184	0.633418367346939	Cdkn1a,Bax,Serpinb5	3	199	39	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	-0.932762506771591	0.548330404217926	0.678885262365052	Ifngr1,Sod1,Col15a1,Col4a1,Stat5a,Fabp4,Fzd4,Sorbs1	8	200	19	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_UV_RESPONSE_UP	MSigDB_Hallmark	exploratory	0.939351076130579	0.546318289786223	0.678885262365052	Epcam,H2-Q2,H2-Q1,Fgf18,Gpx3,Fos	6	158	24	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_HEME_METABOLISM	MSigDB_Hallmark	exploratory	0.889890572532262	0.604989604989605	0.731615336266499	Lamp2,Epor,Myl4,Nr3c1	4	194	7	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_OXIDATIVE_PHOSPHORYLATION	MSigDB_Hallmark	exploratory	-0.876945751180123	0.631679389312977	0.746530187369882	Ldha,Glud1,Atp5e	3	199	4	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_DNA_REPAIR	MSigDB_Hallmark	exploratory	-0.851111514669675	0.662162162162162	0.765165165165165	Pcna,Trp53	2	150	5	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_ESTROGEN_RESPONSE_LATE	MSigDB_Hallmark	exploratory	-0.742084039160501	0.843434343434343	0.948328267477204	Top2a,Ccnd1,Krt19,Xbp1	4	206	35	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_HEDGEHOG_SIGNALING	MSigDB_Hallmark	exploratory	-0.66986936604029	0.857142857142857	0.948328267477204	Hey1	1	36	5	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	-0.649485135732333	0.913884007029877	0.9900410076157	S100a4,Col3a1,Fgfr1,Jag1	4	36	19	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_SPERMATOGENESIS	MSigDB_Hallmark	exploratory	0.597894030962658	0.939759036144578	0.997295303663634	Scg5,Ace	2	135	6	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_IL2_STAT5_SIGNALING	MSigDB_Hallmark	exploratory	0.5563124130445	0.997347480106101	0.997347480106101	Cd83,Csf2,Il1rl1,Tnfrsf18,Bcl2l1,Tnfrsf21,Il10ra,Il18r1,Irf4,Lif,Muc1,Itgav,Ltb,Tnfrsf1b,Cd86,Cst7,Il2ra,Rora,Bmp2,Cxcl10,Il1r2,Spp1,Tnfsf10	23	199	58	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_INTERFERON_ALPHA_RESPONSE	MSigDB_Hallmark	exploratory	0.50730711952133	0.990521327014218	0.997347480106101	H2-Q10,Lgals3bp,Ccrl2,Ifitm1,Ifi44l,Cxcl10,Ifitm2,Il7	8	100	23	Mutter_02
Endothelial	MBRT_vs_SBRT	HALLMARK_TGF_BETA_SIGNALING	MSigDB_Hallmark	exploratory	-0.502593124329344	0.981684981684982	0.997347480106101	Ctnnb1,Hdac1,Eng,Ifngr2,Tgfbr1,Bmpr2	6	54	15	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	MSigDB_Hallmark	exploratory	2.3763629403254	1.59003743401009e-09	8.26819465685246e-08	Col5a3,Col5a1,Acta2,Serpinh1,Col1a1,Myl9,Col6a3,Col12a1,Col1a2,Tpm2,Pdgfrb,Mfap5,Col6a2,Igfbp3,Bgn,Col4a1,Cald1,Wnt5a,Itgb1,Col3a1,Mmp14,Col5a2,Tpm1,Lgals1,Col16a1,Itga5,Snai2,Tgfb1,Cxcl3,Dcn,Gadd45b,Tagln,Timp1,Mgp	34	206	72	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_UV_RESPONSE_DN	MSigDB_Hallmark	exploratory	1.98102139397296	0.000239605794397815	0.00622975065434319	Col1a1,Col1a2,Ica1,Ldlr,Pdgfrb,Fyn,Anxa2,Nfkb1,Col3a1,Igfbp5,Col5a2,Adgrl2,Snai2,Igf1r,Cav1,Tgfbr2,Myc,Rxra	18	144	32	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_G2M_CHECKPOINT	MSigDB_Hallmark	exploratory	1.81594383432373	0.00178167840018027	0.0231618192023435	Mki67,Top2a,Nusap1,Stmn1,Ccnd1,Pttg1,Ube2c,Birc5,Tgfb1,Abl1,Hif1a,Myc,Ezh2	13	198	23	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_INTERFERON_GAMMA_RESPONSE	MSigDB_Hallmark	exploratory	-1.7800763918289	0.00154118556929572	0.0231618192023435	Cdkn1a,Ciita,Ido1,Fpr1,Oas2,H2-Aa,Cd40,Ptgs2,Klrk1,Cmklr1,H2-Eb1,Cd86,Il2rb,Irf4,Ifi27,Cd274,Oas3,Ifitm2,H2-M3,H2-DMa,Ifi44l,Cd38	22	205	65	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_KRAS_SIGNALING_DN	MSigDB_Hallmark	exploratory	-1.82658133798429	0.00307838303187116	0.0296675239137235	Il12b,Cntfr,Tcl1,Fgfr3,Krt15,Ifng,Ifi44l,Krt1,Ryr2,Krt4,Cd80	11	202	19	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_NOTCH_SIGNALING	MSigDB_Hallmark	exploratory	1.8518551405063	0.00342317583619887	0.0296675239137235	Notch3,Ccnd1,Wnt5a,Jag1	4	32	12	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_E2F_TARGETS	MSigDB_Hallmark	exploratory	1.81027888674322	0.00409682937746007	0.0304335896611319	Mki67,Top2a,Hmgb2,Stmn1,Pttg1,Dnmt1,Pcna,Trp53,Birc5	9	200	20	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_GLYCOLYSIS	MSigDB_Hallmark	exploratory	1.6642069500103	0.010512471169636	0.068331062602634	Ldha,Col5a1,Stmn1,Ppia,Igfbp3	5	200	18	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	-1.42947085777437	0.0237065103028174	0.112067139613318	H2-DMb1,Il12b,Tlr1,Fgr,Ccr2,Itk,H2-Aa,Cd40,Il12rb1,Cd8b1,Cd3g,H2-T23,Itgb2,Lif,Cd86,Ifng,Il2,Cd28,Ltb,Itgal,Il2rb,Irf4,Tlr2,Ccr1,Cd3e,H2-M3,H2-Ob,H2-DMa,Il2ra	29	201	102	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_MYOGENESIS	MSigDB_Hallmark	exploratory	1.5617999807015	0.0229510970170026	0.112067139613318	Col15a1,Col1a1,Col6a3,Tpm2,Sorbs1,Col6a2,Igfbp3,Igfbp7,Itgb1,Col3a1,Tgfb1,Gadd45b,Tagln,Myh11,Cfd,Apod	16	201	38	Mutter_02
Endothelial	SBRT_vs_Ctrl	TypeII_interferon	project	primary	-1.68785126541501	0.0202943798905597	0.112067139613318	Ciita,H2-Aa,H2-Eb1,H2-Ab1	4	17	8	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_KRAS_SIGNALING_UP	MSigDB_Hallmark	exploratory	-1.5081516368962	0.0271828493260272	0.117792347079451	Cidea,Ptgs2,Bmp2,Il33,Cmklr1,Csf2,Itgb2,Lif,Pdcd1lg2,Scg5,Itga2,Sox9,Slpi,Spry2,Spp1,Ccl20,Cxcr4	17	203	49	Mutter_02
Endothelial	SBRT_vs_Ctrl	DNA_Damage_Repair	project	primary	-1.55746784863254	0.045368897591567	0.158439975624619	Cdkn1a,Bax	2	18	10	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_PEROXISOME	MSigDB_Hallmark	exploratory	1.50591462102113	0.0457038391224863	0.158439975624619	Top2a	1	102	4	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	MSigDB_Hallmark	exploratory	1.55893662301296	0.0445571387884345	0.158439975624619	Xbp1,Hsp90b1,Ccl2	3	113	6	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_MITOTIC_SPINDLE	MSigDB_Hallmark	exploratory	1.53006038936977	0.0609852972615125	0.198202216099916	Top2a,Nusap1,Plekhg2,Birc5,Abl1	5	199	11	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_IL6_JAK_STAT3_SIGNALING	MSigDB_Hallmark	exploratory	-1.27747746879829	0.0888888888888889	0.24327485380117	Il17rb,Acvrl1,Cntfr,Pdgfc,Acvr1b,Il12rb1,Csf3r,Csf2,Ltb,Tlr2,Il18r1,Ccr1,Il2ra,Cd14,Tnfrsf21,Cd38,Fas,Tnfrsf1b	18	88	56	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_MTORC1_SIGNALING	MSigDB_Hallmark	exploratory	1.40705009578534	0.088695652173913	0.24327485380117	Ldha,Serpinh1,Xbp1,Ldlr,Ppia,Igfbp5,Hsp90b1	7	201	14	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_MYC_TARGETS_V1	MSigDB_Hallmark	exploratory	1.44768961675733	0.0816696914700544	0.24327485380117	Ldha,Ppia,Pcna	3	201	9	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	1.33574939657799	0.118965517241379	0.281191222570533	Col15a1,Fabp4,Sorbs1,Col4a1,Stat5a	5	200	19	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_HYPOXIA	MSigDB_Hallmark	exploratory	1.31288494691014	0.11620294599018	0.281191222570533	Ldha,Col5a1,Pdgfb,Anxa2,Igfbp3,Bgn,Cav1,Dcn,Efna1,Ackr3,Vhl,Ier3,Nr3c1,Ets1,Mif,Tgfb3,Btg1,Rbpj	18	200	39	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_WNT_BETA_CATENIN_SIGNALING	MSigDB_Hallmark	exploratory	1.36068452683121	0.109565217391304	0.281191222570533	Ctnnb1,Trp53,Jag1,Hey1	4	42	15	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_TNFA_SIGNALING_VIA_NFKB	MSigDB_Hallmark	exploratory	-1.19256043869209	0.126126126126126	0.285154719937329	Cdkn1a,Ccrl2,Clcf1,Il12b,Il23a,Cd83,Ptgs2,Bmp2,Olr1,Smad3,Csf2,Lif	12	199	76	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_INFLAMMATORY_RESPONSE	MSigDB_Hallmark	exploratory	-1.16395301755419	0.148484848484848	0.308848484848485	Cdkn1a,Ccrl2,Il12b,Fpr1,Tlr1,Acvr1b,Cd40,Csf3r,Olr1,Cmklr1,Lif,Il2rb,Tlr2,Ptger4,Ccl20,Il18r1,Clec5a,Best1,Tnfsf9,Cd14	20	201	86	Mutter_02
Endothelial	SBRT_vs_Ctrl	TypeI_interferon	project	primary	-1.35045469373495	0.143478260869565	0.308848484848485	Oas2,Mx1	2	19	7	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	-1.27690548695992	0.176211453744493	0.352422907488987	Efna5,Il2rb,Gata3	3	44	10	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_FATTY_ACID_METABOLISM	MSigDB_Hallmark	exploratory	1.25450060615984	0.203636363636364	0.392188552188552	Ldha,S100a10,Lgals1,Hsp90aa1,Glul,Mif,Fasn	7	157	11	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_COMPLEMENT	MSigDB_Hallmark	exploratory	1.17311454559783	0.231017770597738	0.429033002538657	Calm1,Pdgfb,Gzmb,Pfn1,Fyn,Calm3	6	196	42	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_COAGULATION	MSigDB_Hallmark	exploratory	1.15887534667413	0.255536626916525	0.458203606884803	Pdgfb,Vwf,Fyn,Rac1,Mmp14,Pf4,Pecam1,Timp1,Cfd,Anxa1	10	139	28	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	1.12386700454861	0.288961038961039	0.49660441426146	Myl9,Vwf,Pfn1,Cd34,Itgb1,Col16a1,Pecam1,Cd276,Actg2,Src,Itga9,Cdh1,Rac2,Tnfrsf11b,Mapk14,Fyb,Mmp9,Vcan,Col17a1	19	199	38	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_PANCREAS_BETA_CELLS	MSigDB_Hallmark	exploratory	-1.17347851757493	0.296052631578947	0.49660441426146	Gcg	1	40	4	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	1.13830870060252	0.318101933216169	0.497864719658355	Ldlr,Ctnnb1,Jag1	3	75	13	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_SPERMATOGENESIS	MSigDB_Hallmark	exploratory	-1.15760988228696	0.316371681415929	0.497864719658355	Scg5,Cdkn3,Il12rb2,Ace	4	135	6	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_TGF_BETA_SIGNALING	MSigDB_Hallmark	exploratory	-1.10696540067249	0.325526932084309	0.497864719658355	Apc,Bmp2,Smad3,Acvr1,Junb	5	54	15	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_ESTROGEN_RESPONSE_LATE	MSigDB_Hallmark	exploratory	1.08901201138011	0.336633663366337	0.5001414427157	Top2a,Xbp1,Ccnd1,Il6st	4	206	35	Mutter_02
Endothelial	SBRT_vs_Ctrl	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	1.03335650499478	0.409937888198758	0.524810765349033	Top2a,Hmgb2,Ccnd1,Ctnnb1,Pdgfrb,Bgn,Krt18,Lmna,Cav1,Dcn,Fasl,Gadd45b,Timp1,Gpx1,Rela,Anxa1,Ier3	17	160	64	Mutter_02
