cell_type	contrast	pathway_name	pathway_source	tier	NES	pvalue	padj_bh	leading_edge_genes	leading_edge_size	n_set_genes	n_panel_genes	dataset
NK cells	MBRT_vs_Ctrl	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	1.22619584146263	0.0980392156862745	0.658472998137803	Fasl,Ifng,Cd3d,Cd8b1,Ptprc,Itk,Csk,Hif1a,Ccr5,Il10,Ccl4,H2-M3,Cd8a,Gzma,Ccl5,Itgal,Ncr1,Stat4,Ccl2,Ccr1,Fyb,Il4ra,Cxcr3	23	201	90	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	-1.25812083315917	0.14446227929374	0.658472998137803	Pecam1,Bmp1,Ptk2,Col16a1,Icam1,Vcam1,Itgb4,Cd276	8	199	33	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_COAGULATION	MSigDB_Hallmark	exploratory	-1.2399058554546	0.192504258943782	0.658472998137803	Pecam1,Bmp1,Clu,Fn1,Timp1,Mmp14,Cd9,Thbs1,Lamp2,Dusp6	10	139	23	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_ESTROGEN_RESPONSE_EARLY	MSigDB_Hallmark	exploratory	1.34794943672488	0.0956937799043062	0.658472998137803	Ccnd1,Fasn,Krt18,Cxcl12,Ar,Fos,Celsr2,Xbp1,Celsr1	9	200	25	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_ESTROGEN_RESPONSE_LATE	MSigDB_Hallmark	exploratory	1.22382497142424	0.167082294264339	0.658472998137803	Ccnd1,Agr2,Cav1,Dusp2,Cxcl12,Cdh1,Fos,Celsr2,Mapk13	9	206	29	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_IL6_JAK_STAT3_SIGNALING	MSigDB_Hallmark	exploratory	-1.30030615392262	0.11038961038961	0.658472998137803	Cxcl2,Osmr,Csf2,Csf3r,Il7,Cd9,Cd14,Il1b,Il18r1,Tyk2,Il12rb1,Ifngr2,Tlr2,Il2ra	14	88	40	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_MYC_TARGETS_V1	MSigDB_Hallmark	exploratory	1.28719010673047	0.186252771618625	0.658472998137803	Ldha,Ppia,Hsp90ab1,H2az1,Myc	5	201	9	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_NOTCH_SIGNALING	MSigDB_Hallmark	exploratory	1.34861652260322	0.139325842696629	0.658472998137803	Ccnd1,Fzd1,Maml2,Fzd7,Fzd5	5	32	11	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_P53_PATHWAY	MSigDB_Hallmark	exploratory	-1.2488795957131	0.146818923327896	0.658472998137803	Tsc22d1,Tm4sf1,Krt17,Tnfsf9,Itgb4,Ddit3,App,Atf3,Cdkn1a,Btg1,Lif	11	199	35	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_SPERMATOGENESIS	MSigDB_Hallmark	exploratory	-1.27448772333877	0.19366852886406	0.658472998137803	Ace	1	135	5	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_INTERFERON_GAMMA_RESPONSE	MSigDB_Hallmark	exploratory	-1.13547953483718	0.239031770045386	0.689189189189189	Cd40,H2-Eb1,H2-Aa,Oas2,Mt2,Icam1,Vcam1,Casp3,H2-D1,Nlrc5,Il7,H2-DMa,Cdkn1a,Ifi44l,Btg1	15	205	55	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_PEROXISOME	MSigDB_Hallmark	exploratory	-1.24081706758411	0.218216318785579	0.689189189189189	Sod1,Msh2,Top2a	3	102	3	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_PI3K_AKT_MTOR_SIGNALING	MSigDB_Hallmark	exploratory	1.16714921168624	0.243243243243243	0.689189189189189	Fasl,Pfn1,Rac1	3	105	14	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_DNA_REPAIR	MSigDB_Hallmark	exploratory	1.19058975303792	0.264516129032258	0.710016977928693	Nt5c3,Npr2	2	150	5	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	1.19044696054293	0.292035398230089	0.742452369320958	Rxra,Ar,Gc	3	112	4	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_FATTY_ACID_METABOLISM	MSigDB_Hallmark	exploratory	1.09191179065981	0.332594235033259	0.742452369320958	Fasn,Lgals1,Ldha,S100a10	4	157	9	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_MITOTIC_SPINDLE	MSigDB_Hallmark	exploratory	1.09517118672311	0.334831460674157	0.742452369320958	Apc,Cenpf,Plekhg2,Nusap1,Abl1,Notch2,Ezr	7	199	11	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_WNT_BETA_CATENIN_SIGNALING	MSigDB_Hallmark	exploratory	1.1113022293437	0.313063063063063	0.742452369320958	Ctnnb1,Fzd1,Rbpj,Hey1,Myc	5	42	12	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_UV_RESPONSE_DN	MSigDB_Hallmark	exploratory	-1.08443799636176	0.349417637271215	0.742512479201331	Kit,Dusp1,Smad3,Col5a2,Erbb2,Met,Adgrl2,Mt1,Pdgfrb	9	144	29	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	-1.02066318674663	0.409365558912387	0.802986288635836	Ptk2,Clu,Tgfb2,Cflar,Timp1,Casp3,Igf2r,Erbb2,Sod1,Pdgfrb,Sqstm1,Cd14,Ddit3,Il1b,App,Atf3,Cdkn1a,Brca1	18	160	57	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_TNFA_SIGNALING_VIA_NFKB	MSigDB_Hallmark	exploratory	-1.04262177433992	0.397101449275362	0.802986288635836	Tsc22d1,Cxcl2,Dusp1,Junb,Il23a,Csf2,Smad3,Icam1,Cflar,Tnfsf9	10	199	66	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	-0.993902066594633	0.464539007092199	0.877462568951931	Alcam,Clu,Fabp5,Cd9,Atf3	5	75	13	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	-0.797878289811439	0.736749116607774	0.924240359722033	Tsc22d1,Myl12a	2	112	16	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	-0.967458358732816	0.528268551236749	0.924240359722033	Ptk2,Col5a2,Timp1,App,Lum,Spp1,Pdgfa,Olr1	8	36	16	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	-0.89614724845891	0.604693140794224	0.924240359722033	Ephb4,App,Brca1,Efna5,Gata3	5	44	10	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_E2F_TARGETS	MSigDB_Hallmark	exploratory	-0.838931939660725	0.692708333333333	0.924240359722033	Tubb5,Msh2,Cdkn1a,Brca1,Chek1,Top2a,Trp53,Ezh2	8	200	18	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	MSigDB_Hallmark	exploratory	0.885260190445606	0.723270440251572	0.924240359722033	Col3a1,Col5a3,Tnfrsf11b,Mfap5,Col4a1,Dcn,Lgals1,Col6a3,Cxcl12,Snai2,Acta2	11	206	63	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_G2M_CHECKPOINT	MSigDB_Hallmark	exploratory	0.891652156628148	0.621359223300971	0.924240359722033	Ccnd1,Hif1a,Stmn1	3	198	21	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_HEDGEHOG_SIGNALING	MSigDB_Hallmark	exploratory	0.817980551728606	0.68141592920354	0.924240359722033	Celsr1,Hey1	2	36	4	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_HEME_METABOLISM	MSigDB_Hallmark	exploratory	-0.785548394754203	0.743016759776536	0.924240359722033	Myl4,Lamp2	2	194	5	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_INFLAMMATORY_RESPONSE	MSigDB_Hallmark	exploratory	-0.855389497976207	0.740088105726872	0.924240359722033	Csf3,Osmr,Cd40,Icam1,Csf3r,Tnfsf9,Timp1,Mmp14,Met,Emp3,Cd14,Il1b,Il18r1,Itgb8,Cdkn1a,Nod2,Lif,Cd70,Ifngr2,Tlr2	20	201	74	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_KRAS_SIGNALING_DN	MSigDB_Hallmark	exploratory	-0.891399980624019	0.612208258527828	0.924240359722033	Krt13,Tgfb2,Ifi44l,Krt1,Fgfr3	5	202	11	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_MTORC1_SIGNALING	MSigDB_Hallmark	exploratory	-0.896834477349458	0.594982078853047	0.924240359722033	Cd9,Sqstm1,Ddit3,Itgb2,Cdkn1a	5	201	12	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_OXIDATIVE_PHOSPHORYLATION	MSigDB_Hallmark	exploratory	0.840780587843536	0.65929203539823	0.924240359722033	Ldha	1	199	4	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	MSigDB_Hallmark	exploratory	0.787727611027243	0.724669603524229	0.924240359722033	Ccl2,Hsp90b1,Xbp1	3	113	6	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_XENOBIOTIC_METABOLISM	MSigDB_Hallmark	exploratory	-0.797093797347455	0.725952813067151	0.924240359722033	Mt2,Tgfb2	2	203	9	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_COMPLEMENT	MSigDB_Hallmark	exploratory	-0.812165986827826	0.786296900489396	0.925966183574879	Cxcl2,Clu,Fn1,Timp1,Casp3,Mmp14	6	196	35	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_GLYCOLYSIS	MSigDB_Hallmark	exploratory	0.781457327140058	0.777522935779817	0.925966183574879	Dcn,Stmn1,Ldha,Ppia,Ier3	5	200	15	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_MYOGENESIS	MSigDB_Hallmark	exploratory	-0.787357098080931	0.808988764044944	0.925966183574879	Mb,Clu,Itgb4,Igfbp3,Myl7,App,Cryab,Cdkn1a,Myl4	9	201	33	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_PROTEIN_SECRETION	MSigDB_Hallmark	exploratory	-0.738890196530848	0.817028985507246	0.925966183574879	Igf2r,Sod1,Lamp2	3	96	8	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	0.725219606693241	0.835585585585586	0.926410105757932	Col4a1,Apoe,Pparg,Fabp4	4	200	14	Mutter_02
NK cells	MBRT_vs_Ctrl	DNA_Damage_Repair	project	primary	-0.658427012041909	0.891696750902527	0.967585836085721	Ddit3,Cdkn1a,Brca1,Chek1,Atr	5	18	10	Mutter_02
NK cells	MBRT_vs_Ctrl	TypeI_interferon	project	primary	-0.630605301415155	0.912885662431942	0.969941016333938	Oas2	1	19	7	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_HYPOXIA	MSigDB_Hallmark	exploratory	0.721925202100451	0.933161953727506	0.971250196736792	Cav1,Pdgfb,Dcn,Ldha	4	200	35	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_IL2_STAT5_SIGNALING	MSigDB_Hallmark	exploratory	-0.622165054297436	0.973926380368098	0.99340490797546	Bmpr2,Alcam,Csf2,Casp3,Igf2r	5	199	50	Mutter_02
NK cells	MBRT_vs_Ctrl	HALLMARK_INTERFERON_ALPHA_RESPONSE	MSigDB_Hallmark	exploratory	0.367041545020029	1	1	Ifitm1,Il4ra,Ifitm3,Cxcl10,Sell,Ifih1,Ifitm2,Lamp3,Lgals3bp,Cd74,Casp8,Oasl1,Tap1,B2m,Ccrl2,H2-Q10,Il15,Bst2,Ifi27,Ifi44l,Il7,Cd47	22	100	22	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_E2F_TARGETS	MSigDB_Hallmark	exploratory	-1.89466064969524	0.00111283115977278	0.0567543891484117	Top2a,Mki67,Hmgb2,Tubb5,Msh2,Dnmt1,Pcna,Chek1,Birc5,Stmn1,Brca1	11	200	18	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	1.59720818728699	0.00353437278313194	0.060552987464418	Ccl4,Cd8a,Cd8b1,Cd28,Itk,Cxcl9,Ifng,Cd80,Tap1,Acvr2a,Ccl2,Lif,Hif1a,H2-DMb1,H2-M3,Il1b,H2-Aa,Mmp9,Cd3e,Il18,Cxcr3,Tlr1,Lyn,Irf4,Ccl11	25	201	90	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_PEROXISOME	MSigDB_Hallmark	exploratory	-1.61493255079122	0.00356194043908341	0.060552987464418	Top2a,Sod1,Msh2	3	102	3	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_MTORC1_SIGNALING	MSigDB_Hallmark	exploratory	-1.69616226412086	0.014806295901278	0.188780272741295	Hsp90b1,Ldlr,Ppia,Ldha,Slc2a1,Xbp1,Cd9,Ddit3	8	201	12	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_INTERFERON_GAMMA_RESPONSE	MSigDB_Hallmark	exploratory	1.45090922681071	0.0245764067619336	0.239761962193731	Il10ra,Cdkn1a,Cxcl9,Ifi44l,Tap1,Ccl2,Il15ra,Hif1a,H2-M3,H2-Aa,Tnfaip6,Irf4,Cd274,Rigi,Ifi27,Oas3	16	205	55	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_KRAS_SIGNALING_DN	MSigDB_Hallmark	exploratory	1.60952881569642	0.0282072896698507	0.239761962193731	Pdcd1,Ifng,Ifi44l,Cd80	4	202	11	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	-1.47816227759355	0.0689655172413793	0.390804597701149	Clu,Ldlr,Jag1,Alcam,Atf3,Cd9,Tnfrsf12a	7	75	13	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_MYC_TARGETS_V1	MSigDB_Hallmark	exploratory	-1.51867656374682	0.0622222222222222	0.390804597701149	Ppia,Ldha,Pcna,Ptges3,Rack1	5	201	9	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_TNFA_SIGNALING_VIA_NFKB	MSigDB_Hallmark	exploratory	1.33727792860903	0.0616438356164384	0.390804597701149	Ccl4,Dusp4,Il1a,Cdkn1a,Fos,Cd80,Tap1,Il7r,Ccl2,Lif,Il15ra,Il1b,Tnfaip6,Cxcl5,Sat1,Il18,Efna1,Cd83,Rigi	19	199	66	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_G2M_CHECKPOINT	MSigDB_Hallmark	exploratory	-1.36648294032776	0.0869565217391304	0.443478260869565	Top2a,Mki67,Ccnd1,Chek1,Nusap1,Birc5,Stmn1,Ube2c,Mt2	9	198	21	Mutter_02
NK cells	MBRT_vs_SBRT	TypeII_interferon	project	primary	1.41549040797318	0.0983899821109124	0.456171735241503	Cxcl9,H2-Aa,H2-Ab1	3	17	7	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_MITOTIC_SPINDLE	MSigDB_Hallmark	exploratory	-1.36360413688453	0.121412803532009	0.516004415011038	Top2a,Gsn,Dst,Nusap1,Birc5	5	199	11	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_INFLAMMATORY_RESPONSE	MSigDB_Hallmark	exploratory	1.20775998609126	0.15979381443299	0.620755925688661	Il10ra,Il1a,Cdkn1a,Cxcl9,Il7r,Acvr2a,Ccl2,Lif,Il15ra,Hif1a,Best1,Il1b,Tnfaip6,Cxcl5,Itga5,Il18,Tlr1,Lyn	18	201	74	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_PROTEIN_SECRETION	MSigDB_Hallmark	exploratory	-1.31060215560553	0.170403587443946	0.620755925688661	Sod1,Dst,Ica1,Igf2r,Arf1	5	96	8	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	-1.18348835027676	0.186635944700461	0.634562211981567	Top2a,Clu,Rela,Sod1,Gsn,Ifngr1,Hmgb2,Ccnd1,Prf1,Atf3,Igf2r,Tnfrsf12a,Casp3,Brca1,Timp1,Ier3,Ddit3	17	160	57	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_FATTY_ACID_METABOLISM	MSigDB_Hallmark	exploratory	-1.26707108208566	0.204444444444444	0.651666666666667	Hsp90aa1,Ldha,Mif,Lgals1	4	157	9	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_GLYCOLYSIS	MSigDB_Hallmark	exploratory	-1.19436999287996	0.253393665158371	0.760180995475113	Sod1,Ppia,Sox9,Ldha,Igfbp3,Mif,Stmn1,Ier3	8	200	15	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	0.974080402989391	0.481283422459893	0.775491949910555	Apoe,Pparg,Fzd4,Vegfb,Gpx3	5	200	14	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	-0.935231827345748	0.553775743707094	0.775491949910555	Tsc22d1,Ccnd1,Myl12a,Krt8,Akt1,B2m	6	112	16	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	-0.921714236839374	0.566596194503171	0.775491949910555	Sod1,Ar	2	112	4	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_COAGULATION	MSigDB_Hallmark	exploratory	-0.940130952938766	0.563348416289593	0.775491949910555	Clu,Pecam1,Gsn	3	139	23	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_COMPLEMENT	MSigDB_Hallmark	exploratory	-1.00313533599321	0.444695259593679	0.775491949910555	Clu,Gzma,Calm1,Apoc1,Fcer1g,Col4a2,Casp3,Timp1,Itgam,Gzmb	10	196	35	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_DNA_REPAIR	MSigDB_Hallmark	exploratory	0.991679259650617	0.485928705440901	0.775491949910555	Npr2,Nt5c3	2	150	5	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_ESTROGEN_RESPONSE_EARLY	MSigDB_Hallmark	exploratory	-1.00662159659552	0.444943820224719	0.775491949910555	Ccnd1,Krt13,Thsd4,Krt8,Slc2a1,Xbp1,Areg,Ar	8	200	25	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_HEDGEHOG_SIGNALING	MSigDB_Hallmark	exploratory	-0.96860777761734	0.509513742071882	0.775491949910555	Vegfa,Celsr1,Hey1	3	36	4	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_HYPOXIA	MSigDB_Hallmark	exploratory	-0.947605035261745	0.530474040632054	0.775491949910555	Ldha,Igfbp3,Rora,Atf3,Slc2a1,Mif,Zfp36,Btg1,Mt1,Dusp1,Ier3,Ddit3,Mt2,Dcn,Jun,Vegfa,Bcl2,Anxa2,S100a4	19	200	35	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_IL2_STAT5_SIGNALING	MSigDB_Hallmark	exploratory	-1.02059018320022	0.403587443946188	0.775491949910555	Il2ra,Tnfrsf9,Ifngr1,Cd48,Rora,Col6a1,Alcam,Ltb,Xbp1,Spry4,Igf2r,Casp3	12	199	50	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_IL6_JAK_STAT3_SIGNALING	MSigDB_Hallmark	exploratory	-0.936239801197173	0.544843049327354	0.775491949910555	Il2ra,Ifnar1,Ifngr1,Ifngr2,Tyk2,Csf3r,Ltb,Cd9,Tnfrsf12a	9	88	40	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_MYOGENESIS	MSigDB_Hallmark	exploratory	-1.08840732368147	0.345794392523364	0.775491949910555	Clu,Gsn,Igfbp3,Tagln,Col1a1,Rb1,Col4a2,Col6a2,Itgb4	9	201	33	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_NOTCH_SIGNALING	MSigDB_Hallmark	exploratory	-0.947771637266283	0.54083885209713	0.775491949910555	Jag1,Ccnd1,Maml2,Wnt5a,Dll1,Fzd1	6	32	11	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_P53_PATHWAY	MSigDB_Hallmark	exploratory	0.929819815412599	0.577817531305903	0.775491949910555	Il1a,Cdkn1a,Fos,Tap1,Lif,Bax,Sat1	7	199	35	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_SPERMATOGENESIS	MSigDB_Hallmark	exploratory	-0.961320416124429	0.501066098081023	0.775491949910555	Ace	1	135	5	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_TGF_BETA_SIGNALING	MSigDB_Hallmark	exploratory	-0.991383675368206	0.485057471264368	0.775491949910555	Hdac1,Tgfbr1,Ifngr2	3	54	13	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	MSigDB_Hallmark	exploratory	-1.15828958011169	0.294117647058824	0.775491949910555	Hsp90b1,Atf3,Xbp1	3	113	6	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_UV_RESPONSE_UP	MSigDB_Hallmark	exploratory	1.11028459106644	0.308771929824561	0.775491949910555	Fos,Tap1,H2-M3,Lyn,Gpx3	5	158	20	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_WNT_BETA_CATENIN_SIGNALING	MSigDB_Hallmark	exploratory	-1.05922048687997	0.4	0.775491949910555	Jag1,Trp53,Dll1,Fzd1,Rbpj,Ctnnb1,Hey1,Hdac5	8	42	12	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_XENOBIOTIC_METABOLISM	MSigDB_Hallmark	exploratory	1.00801380174276	0.458333333333333	0.775491949910555	Apoe,Reg1,Igf1,Tnfrsf1a,Ppard,Arg1	6	203	9	Mutter_02
NK cells	MBRT_vs_SBRT	TypeI_interferon	project	primary	0.986221160847165	0.463327370304114	0.775491949910555	Mx1	1	19	7	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	MSigDB_Hallmark	exploratory	-0.927701670721738	0.599067599067599	0.783396091088399	Acta2,Tpm1,Col1a2,Igfbp3,Dst,Col16a1,Tagln,Col1a1,Areg,Lgals1,Col4a2,Tnfrsf12a,Col6a2,Timp1,Cald1,Dcn,Mmp2,Jun,Emp3,Vegfa,Cxcl2,Wnt5a,Col4a1	23	206	63	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_INTERFERON_ALPHA_RESPONSE	MSigDB_Hallmark	exploratory	-0.864787892165866	0.662844036697248	0.798766018035121	Cd47,Ifitm2,Ifitm1	3	100	22	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_PI3K_AKT_MTOR_SIGNALING	MSigDB_Hallmark	exploratory	-0.844079642146586	0.673469387755102	0.798766018035121	Hsp90b1,Slc2a1,Akt1,Ddit3,Arf1	5	105	14	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	MSigDB_Hallmark	exploratory	-0.842223477136726	0.640591966173362	0.798766018035121	Sod1	1	48	4	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_UV_RESPONSE_DN	MSigDB_Hallmark	exploratory	-0.876613026336773	0.663615560640732	0.798766018035121	Ldlr,Adgrl2,Col1a2,Col1a1,Ica1,Nfkb1,Mt1,Dusp1	8	144	29	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	0.831749826359219	0.693805309734513	0.804183427192277	Itgav,Cxcl5,Vcan,Lum	4	36	16	Mutter_02
NK cells	MBRT_vs_SBRT	DNA_Damage_Repair	project	primary	0.763652209645403	0.768141592920354	0.824057450628366	Cdkn1a,Bax,Chek2,Atr	4	18	10	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	0.771862912414348	0.757522123893805	0.824057450628366	Hspb1,Lyn,Efna5	3	44	10	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_ESTROGEN_RESPONSE_LATE	MSigDB_Hallmark	exploratory	-0.820786899473489	0.759725400457666	0.824057450628366	Top2a,Ccnd1,Krt13,Xbp1,Zfp36,Areg,Cd9	7	206	29	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_KRAS_SIGNALING_UP	MSigDB_Hallmark	exploratory	0.807911238597684	0.775583482944345	0.824057450628366	Il10ra,Il7r,Lif,Il1b,Mmp9,Etv4,Adgrl4	7	203	36	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	-0.680988916224053	0.927570093457944	0.931769722814499	Pecam1,Rac2,Col16a1,Actg2,Cldn4	5	199	33	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_HEME_METABOLISM	MSigDB_Hallmark	exploratory	-0.573345078564288	0.931769722814499	0.931769722814499	Slc2a1	1	194	5	Mutter_02
NK cells	MBRT_vs_SBRT	HALLMARK_OXIDATIVE_PHOSPHORYLATION	MSigDB_Hallmark	exploratory	-0.613429637470318	0.911205073995772	0.931769722814499	Ldha	1	199	4	Mutter_02
NK cells	SBRT_vs_Ctrl	HALLMARK_E2F_TARGETS	MSigDB_Hallmark	exploratory	1.65225264084331	0.013140588962045	0.205263491121515	Top2a,Mki67,Stmn1,Dnmt1,Hmgb2,Pcna	6	200	18	Mutter_02
NK cells	SBRT_vs_Ctrl	HALLMARK_ESTROGEN_RESPONSE_EARLY	MSigDB_Hallmark	exploratory	1.52249326499576	0.0402051528448819	0.205263491121515	Ccnd1,Krt18,Ar,Xbp1,Slc2a1,Krt8,Celsr1,Fasn,Areg,Bcl2,Cxcl12	11	200	25	Mutter_02
NK cells	SBRT_vs_Ctrl	HALLMARK_G2M_CHECKPOINT	MSigDB_Hallmark	exploratory	1.50654383031497	0.0402477433571599	0.205263491121515	Ccnd1,Top2a,Mki67,Stmn1	4	198	21	Mutter_02
NK cells	SBRT_vs_Ctrl	HALLMARK_INTERFERON_GAMMA_RESPONSE	MSigDB_Hallmark	exploratory	-1.48128920557073	0.0326149331429577	0.205263491121515	H2-Aa,Cdkn1a,Ifi44l,Cd40,Cxcl9,Vcam1,Tap1,Nlrc5,H2-Eb1,Oas2,Ifi27,H2-DMa,Tnfaip6,Il7,Irf4	15	205	55	Mutter_02
NK cells	SBRT_vs_Ctrl	HALLMARK_KRAS_SIGNALING_DN	MSigDB_Hallmark	exploratory	-1.73291320073204	0.0111989443974107	0.205263491121515	Ifi44l,Cd80,Tgfb2,Pdcd1	4	202	11	Mutter_02
NK cells	SBRT_vs_Ctrl	HALLMARK_MTORC1_SIGNALING	MSigDB_Hallmark	exploratory	1.57560361570708	0.0333764679649957	0.205263491121515	Hsp90b1,Ldha,Ppia,Xbp1,Ldlr,Slc2a1	6	201	12	Mutter_02
