sample_id	cell_type	pathway_name	pathway_source	tier	score_type	mean	sd	median	n_cells	condition	treatment	timepoint_h	dataset	slide_id	n_set_genes	n_panel_genes	panel_coverage_frac
sam0004	Macrophages	HALLMARK_CHOLESTEROL_HOMEOSTASIS	hallmark	exploratory	UCell	0.0799896689390758	0.0658029963183038	0.0664877757901014	21938	MBRT_day2	MBRT	48	Mutter_01	sld0001	71	13	0.1831
sam0005	Macrophages	HALLMARK_CHOLESTEROL_HOMEOSTASIS	hallmark	exploratory	UCell	0.0628982761545151	0.0583879943503322	0.0581395348837209	20239	MBRT_day6	MBRT	144	Mutter_01	sld0001	71	13	0.1831
sam0006	Macrophages	HALLMARK_CHOLESTEROL_HOMEOSTASIS	hallmark	exploratory	UCell	0.0758919021624312	0.0615821718601138	0.0646988670244484	13043	SBRT_4h	SBRT	4	Mutter_01	sld0004	71	13	0.1831
sam0007	Macrophages	HALLMARK_CHOLESTEROL_HOMEOSTASIS	hallmark	exploratory	UCell	0.070062177727983	0.0613223166650252	0.0608228980322003	8991	SBRT_day2	SBRT	48	Mutter_01	sld0002	71	13	0.1831
sam0008	Macrophages	HALLMARK_CHOLESTEROL_HOMEOSTASIS	hallmark	exploratory	UCell	0.0612685434221644	0.0570140354687367	0.0569469290399522	24692	SBRT_day6	SBRT	144	Mutter_01	sld0002	71	13	0.1831
sam0001	Macrophages	HALLMARK_COAGULATION	hallmark	exploratory	AMS	0.00106484676418756	0.264294109898634	-0.016676620074444	11531	Control	NT	0	Mutter_01	sld0002	134	28	0.209
sam0002	Macrophages	HALLMARK_COAGULATION	hallmark	exploratory	AMS	-0.0177806193822955	0.262861872820146	-0.0313872754019735	2657	MBRT_1h	MBRT	1	Mutter_01	sld0004	134	28	0.209
sam0003	Macrophages	HALLMARK_COAGULATION	hallmark	exploratory	AMS	-0.020891175218081	0.259506994483152	-0.0423995484384367	15144	MBRT_4h	MBRT	4	Mutter_01	sld0004	134	28	0.209
sam0004	Macrophages	HALLMARK_COAGULATION	hallmark	exploratory	AMS	0.0295944592896419	0.265664085241125	0.0104829259985999	21938	MBRT_day2	MBRT	48	Mutter_01	sld0001	134	28	0.209
sam0005	Macrophages	HALLMARK_COAGULATION	hallmark	exploratory	AMS	-0.0478906066343675	0.246455942277499	-0.068957542701869	20239	MBRT_day6	MBRT	144	Mutter_01	sld0001	134	28	0.209
sam0006	Macrophages	HALLMARK_COAGULATION	hallmark	exploratory	AMS	-0.0241842292125039	0.258214335249635	-0.0432659241057263	13043	SBRT_4h	SBRT	4	Mutter_01	sld0004	134	28	0.209
sam0007	Macrophages	HALLMARK_COAGULATION	hallmark	exploratory	AMS	-0.0359264523275484	0.253441136920677	-0.056709062776383	8991	SBRT_day2	SBRT	48	Mutter_01	sld0002	134	28	0.209
sam0008	Macrophages	HALLMARK_COAGULATION	hallmark	exploratory	AMS	-0.051274713896591	0.248374394854038	-0.0743228688287109	24692	SBRT_day6	SBRT	144	Mutter_01	sld0002	134	28	0.209
sam0001	Macrophages	HALLMARK_COAGULATION	hallmark	exploratory	UCell	0.0817593486076516	0.0467847955085212	0.0784832451499118	11531	Control	NT	0	Mutter_01	sld0002	134	28	0.209
sam0002	Macrophages	HALLMARK_COAGULATION	hallmark	exploratory	UCell	0.0753148483357993	0.0443454215047789	0.071575543797766	2657	MBRT_1h	MBRT	1	Mutter_01	sld0004	134	28	0.209
sam0003	Macrophages	HALLMARK_COAGULATION	hallmark	exploratory	UCell	0.0725583196143591	0.0448794487624098	0.067092886537331	15144	MBRT_4h	MBRT	4	Mutter_01	sld0004	134	28	0.209
sam0004	Macrophages	HALLMARK_COAGULATION	hallmark	exploratory	UCell	0.0845799655905919	0.0478667656929326	0.0824514991181657	21938	MBRT_day2	MBRT	48	Mutter_01	sld0001	134	28	0.209
sam0005	Macrophages	HALLMARK_COAGULATION	hallmark	exploratory	UCell	0.0645359529170214	0.0423564594520558	0.0614344503233392	20239	MBRT_day6	MBRT	144	Mutter_01	sld0001	134	28	0.209
sam0006	Macrophages	HALLMARK_COAGULATION	hallmark	exploratory	UCell	0.0725270498797383	0.0433653878776249	0.0679012345679012	13043	SBRT_4h	SBRT	4	Mutter_01	sld0004	134	28	0.209
sam0007	Macrophages	HALLMARK_COAGULATION	hallmark	exploratory	UCell	0.0704645628056692	0.0440175507303701	0.0654027042915932	8991	SBRT_day2	SBRT	48	Mutter_01	sld0002	134	28	0.209
sam0008	Macrophages	HALLMARK_COAGULATION	hallmark	exploratory	UCell	0.0666612429981588	0.0429125240929474	0.0629041740152851	24692	SBRT_day6	SBRT	144	Mutter_01	sld0002	134	28	0.209
sam0001	Macrophages	HALLMARK_COMPLEMENT	hallmark	exploratory	AMS	0.0418436446232389	0.228921069937128	0.0308344152338169	11531	Control	NT	0	Mutter_01	sld0002	185	38	0.2054
sam0002	Macrophages	HALLMARK_COMPLEMENT	hallmark	exploratory	AMS	0.0129487681666598	0.225360838968401	-0.00460180045356828	2657	MBRT_1h	MBRT	1	Mutter_01	sld0004	185	38	0.2054
sam0003	Macrophages	HALLMARK_COMPLEMENT	hallmark	exploratory	AMS	0.0160829895371873	0.225209035785887	0.00212291384689092	15144	MBRT_4h	MBRT	4	Mutter_01	sld0004	185	38	0.2054
sam0004	Macrophages	HALLMARK_COMPLEMENT	hallmark	exploratory	AMS	0.0882351807011309	0.236739805874552	0.0756047171631583	21938	MBRT_day2	MBRT	48	Mutter_01	sld0001	185	38	0.2054
sam0005	Macrophages	HALLMARK_COMPLEMENT	hallmark	exploratory	AMS	0.00260575025900975	0.217488753111921	-0.0111606447768393	20239	MBRT_day6	MBRT	144	Mutter_01	sld0001	185	38	0.2054
sam0006	Macrophages	HALLMARK_COMPLEMENT	hallmark	exploratory	AMS	-0.0151484231560529	0.221394505252465	-0.0268699065742428	13043	SBRT_4h	SBRT	4	Mutter_01	sld0004	185	38	0.2054
sam0007	Macrophages	HALLMARK_COMPLEMENT	hallmark	exploratory	AMS	0.000789517830982319	0.220233511507588	-0.0131147110405969	8991	SBRT_day2	SBRT	48	Mutter_01	sld0002	185	38	0.2054
sam0008	Macrophages	HALLMARK_COMPLEMENT	hallmark	exploratory	AMS	0.0297975979109273	0.218300142979969	0.0178157103401587	24692	SBRT_day6	SBRT	144	Mutter_01	sld0002	185	38	0.2054
sam0001	Macrophages	HALLMARK_COMPLEMENT	hallmark	exploratory	UCell	0.0865441302520427	0.042490389222355	0.0835780438220014	11531	Control	NT	0	Mutter_01	sld0002	185	38	0.2054
sam0002	Macrophages	HALLMARK_COMPLEMENT	hallmark	exploratory	UCell	0.0792369317542752	0.0400395615908932	0.0755590693471877	2657	MBRT_1h	MBRT	1	Mutter_01	sld0004	185	38	0.2054
sam0003	Macrophages	HALLMARK_COMPLEMENT	hallmark	exploratory	UCell	0.0784781734233978	0.0411071414181827	0.075107296137339	15144	MBRT_4h	MBRT	4	Mutter_01	sld0004	185	38	0.2054
sam0004	Macrophages	HALLMARK_COMPLEMENT	hallmark	exploratory	UCell	0.0926471366839245	0.0453368279486715	0.0906370002258866	21938	MBRT_day2	MBRT	48	Mutter_01	sld0001	185	38	0.2054
sam0005	Macrophages	HALLMARK_COMPLEMENT	hallmark	exploratory	UCell	0.073357241367734	0.0397985591514864	0.0714931104585498	20239	MBRT_day6	MBRT	144	Mutter_01	sld0001	185	38	0.2054
sam0006	Macrophages	HALLMARK_COMPLEMENT	hallmark	exploratory	UCell	0.0749959981026427	0.0388105496078217	0.0726225434831714	13043	SBRT_4h	SBRT	4	Mutter_01	sld0004	185	38	0.2054
sam0007	Macrophages	HALLMARK_COMPLEMENT	hallmark	exploratory	UCell	0.0753947733341853	0.0399465862452156	0.072283713575785	8991	SBRT_day2	SBRT	48	Mutter_01	sld0002	185	38	0.2054
sam0008	Macrophages	HALLMARK_COMPLEMENT	hallmark	exploratory	UCell	0.0792848764179252	0.0400803111723742	0.0763496724644228	24692	SBRT_day6	SBRT	144	Mutter_01	sld0002	185	38	0.2054
sam0001	Macrophages	HALLMARK_DNA_REPAIR	hallmark	exploratory	AMS	-0.00288584467653381	0.680086745827108	-0.164238480493143	11531	Control	NT	0	Mutter_01	sld0002	148	5	0.0338
sam0002	Macrophages	HALLMARK_DNA_REPAIR	hallmark	exploratory	AMS	0.0694625162288383	0.69625871067285	0.0189394871518046	2657	MBRT_1h	MBRT	1	Mutter_01	sld0004	148	5	0.0338
sam0003	Macrophages	HALLMARK_DNA_REPAIR	hallmark	exploratory	AMS	0.0552271950295407	0.679857485376068	-0.0634636479080097	15144	MBRT_4h	MBRT	4	Mutter_01	sld0004	148	5	0.0338
sam0004	Macrophages	HALLMARK_DNA_REPAIR	hallmark	exploratory	AMS	-0.0769054504999713	0.638261792512132	-0.28274371366701	21938	MBRT_day2	MBRT	48	Mutter_01	sld0001	148	5	0.0338
sam0005	Macrophages	HALLMARK_DNA_REPAIR	hallmark	exploratory	AMS	0.111222587075658	0.679355104053255	0	20239	MBRT_day6	MBRT	144	Mutter_01	sld0001	148	5	0.0338
sam0006	Macrophages	HALLMARK_DNA_REPAIR	hallmark	exploratory	AMS	0.15120983435243	0.706690510210628	0.133667287456072	13043	SBRT_4h	SBRT	4	Mutter_01	sld0004	148	5	0.0338
sam0007	Macrophages	HALLMARK_DNA_REPAIR	hallmark	exploratory	AMS	0.0629247960126918	0.684324806324447	-0.081098476635322	8991	SBRT_day2	SBRT	48	Mutter_01	sld0002	148	5	0.0338
sam0008	Macrophages	HALLMARK_DNA_REPAIR	hallmark	exploratory	AMS	0.093021632894091	0.677408122767699	-0.0574774768956659	24692	SBRT_day6	SBRT	144	Mutter_01	sld0002	148	5	0.0338
sam0001	Macrophages	HALLMARK_DNA_REPAIR	hallmark	exploratory	UCell	0.0892006705689731	0.102006219536741	0.0676691729323309	11531	Control	NT	0	Mutter_01	sld0002	148	5	0.0338
sam0002	Macrophages	HALLMARK_DNA_REPAIR	hallmark	exploratory	UCell	0.099388761704789	0.107352978003744	0.0902255639097744	2657	MBRT_1h	MBRT	1	Mutter_01	sld0004	148	5	0.0338
sam0003	Macrophages	HALLMARK_DNA_REPAIR	hallmark	exploratory	UCell	0.0954034750108236	0.105308527234236	0.0913533834586466	15144	MBRT_4h	MBRT	4	Mutter_01	sld0004	148	5	0.0338
sam0004	Macrophages	HALLMARK_DNA_REPAIR	hallmark	exploratory	UCell	0.0777428803113628	0.0970792625303298	0	21938	MBRT_day2	MBRT	48	Mutter_01	sld0001	148	5	0.0338
sam0005	Macrophages	HALLMARK_DNA_REPAIR	hallmark	exploratory	UCell	0.0967909050753274	0.107556475035287	0.0924812030075188	20239	MBRT_day6	MBRT	144	Mutter_01	sld0001	148	5	0.0338
sam0006	Macrophages	HALLMARK_DNA_REPAIR	hallmark	exploratory	UCell	0.109796687532679	0.110133353729704	0.11203007518797	13043	SBRT_4h	SBRT	4	Mutter_01	sld0004	148	5	0.0338
sam0007	Macrophages	HALLMARK_DNA_REPAIR	hallmark	exploratory	UCell	0.0949459902676274	0.107159648527237	0.0857142857142858	8991	SBRT_day2	SBRT	48	Mutter_01	sld0002	148	5	0.0338
sam0008	Macrophages	HALLMARK_DNA_REPAIR	hallmark	exploratory	UCell	0.0934912711066499	0.106199448743668	0.0819548872180451	24692	SBRT_day6	SBRT	144	Mutter_01	sld0002	148	5	0.0338
sam0001	Macrophages	HALLMARK_E2F_TARGETS	hallmark	exploratory	AMS	0.00414490997924861	0.342884151181619	-0.0257804307174458	11531	Control	NT	0	Mutter_01	sld0002	199	20	0.1005
sam0002	Macrophages	HALLMARK_E2F_TARGETS	hallmark	exploratory	AMS	0.0565922238995263	0.350721454107197	0.0238620340156182	2657	MBRT_1h	MBRT	1	Mutter_01	sld0004	199	20	0.1005
sam0003	Macrophages	HALLMARK_E2F_TARGETS	hallmark	exploratory	AMS	0.00679723081710414	0.326963826490436	-0.020268215138876	15144	MBRT_4h	MBRT	4	Mutter_01	sld0004	199	20	0.1005
sam0004	Macrophages	HALLMARK_E2F_TARGETS	hallmark	exploratory	AMS	-0.0964333623334391	0.305718184266685	-0.124457020929839	21938	MBRT_day2	MBRT	48	Mutter_01	sld0001	199	20	0.1005
sam0005	Macrophages	HALLMARK_E2F_TARGETS	hallmark	exploratory	AMS	-0.0128036404094879	0.31792409668513	-0.0418993377959276	20239	MBRT_day6	MBRT	144	Mutter_01	sld0001	199	20	0.1005
sam0006	Macrophages	HALLMARK_E2F_TARGETS	hallmark	exploratory	AMS	0.0342356906088475	0.334588502098736	0.0127226745309175	13043	SBRT_4h	SBRT	4	Mutter_01	sld0004	199	20	0.1005
sam0007	Macrophages	HALLMARK_E2F_TARGETS	hallmark	exploratory	AMS	-0.0212018839733552	0.324455235197461	-0.0484203910839299	8991	SBRT_day2	SBRT	48	Mutter_01	sld0002	199	20	0.1005
sam0008	Macrophages	HALLMARK_E2F_TARGETS	hallmark	exploratory	AMS	0.0188598713896465	0.33042043307563	-0.0109140018746738	24692	SBRT_day6	SBRT	144	Mutter_01	sld0002	199	20	0.1005
sam0001	Macrophages	HALLMARK_E2F_TARGETS	hallmark	exploratory	UCell	0.0865375718529058	0.0557830251117393	0.0810756972111554	11531	Control	NT	0	Mutter_01	sld0002	199	20	0.1005
sam0002	Macrophages	HALLMARK_E2F_TARGETS	hallmark	exploratory	UCell	0.0921104441848716	0.0560322703720968	0.0856573705179283	2657	MBRT_1h	MBRT	1	Mutter_01	sld0004	199	20	0.1005
sam0003	Macrophages	HALLMARK_E2F_TARGETS	hallmark	exploratory	UCell	0.0838152803471793	0.0533620311929351	0.0804780876494023	15144	MBRT_4h	MBRT	4	Mutter_01	sld0004	199	20	0.1005
sam0004	Macrophages	HALLMARK_E2F_TARGETS	hallmark	exploratory	UCell	0.0687404815962694	0.0490259873524726	0.0653386454183267	21938	MBRT_day2	MBRT	48	Mutter_01	sld0001	199	20	0.1005
sam0005	Macrophages	HALLMARK_E2F_TARGETS	hallmark	exploratory	UCell	0.0754788150131823	0.0517106551996766	0.0733067729083665	20239	MBRT_day6	MBRT	144	Mutter_01	sld0001	199	20	0.1005
sam0006	Macrophages	HALLMARK_E2F_TARGETS	hallmark	exploratory	UCell	0.08862655641331	0.0533532817986711	0.0846613545816734	13043	SBRT_4h	SBRT	4	Mutter_01	sld0004	199	20	0.1005
sam0007	Macrophages	HALLMARK_E2F_TARGETS	hallmark	exploratory	UCell	0.0789885946149783	0.0528570254814764	0.0764940239043824	8991	SBRT_day2	SBRT	48	Mutter_01	sld0002	199	20	0.1005
sam0008	Macrophages	HALLMARK_E2F_TARGETS	hallmark	exploratory	UCell	0.0815324317503995	0.0543185875656146	0.0784860557768924	24692	SBRT_day6	SBRT	144	Mutter_01	sld0002	199	20	0.1005
sam0001	Macrophages	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION;HALLMARK_TGF_BETA_SIGNALING	hallmark	exploratory	AMS	-0.000421046402668726	0.182589437400945	-0.0215341795628607	11531	Control	NT	0	Mutter_01	sld0002	242	81	0.3347
sam0002	Macrophages	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION;HALLMARK_TGF_BETA_SIGNALING	hallmark	exploratory	AMS	0.0347068889434134	0.199852976386726	0.0114517525629535	2657	MBRT_1h	MBRT	1	Mutter_01	sld0004	242	81	0.3347
sam0003	Macrophages	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION;HALLMARK_TGF_BETA_SIGNALING	hallmark	exploratory	AMS	-0.0193659671361753	0.158403702441605	-0.0320692662289459	15144	MBRT_4h	MBRT	4	Mutter_01	sld0004	242	81	0.3347
sam0004	Macrophages	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION;HALLMARK_TGF_BETA_SIGNALING	hallmark	exploratory	AMS	-0.00638323029682628	0.167501823812682	-0.0238344888474942	21938	MBRT_day2	MBRT	48	Mutter_01	sld0001	242	81	0.3347
sam0005	Macrophages	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION;HALLMARK_TGF_BETA_SIGNALING	hallmark	exploratory	AMS	-0.0437883878134509	0.148226294761038	-0.0555506262400838	20239	MBRT_day6	MBRT	144	Mutter_01	sld0001	242	81	0.3347
sam0006	Macrophages	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION;HALLMARK_TGF_BETA_SIGNALING	hallmark	exploratory	AMS	-0.021656156829652	0.157498190011393	-0.0331968751776952	13043	SBRT_4h	SBRT	4	Mutter_01	sld0004	242	81	0.3347
sam0007	Macrophages	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION;HALLMARK_TGF_BETA_SIGNALING	hallmark	exploratory	AMS	-0.0403240600506029	0.149094272640068	-0.0509064575569458	8991	SBRT_day2	SBRT	48	Mutter_01	sld0002	242	81	0.3347
sam0008	Macrophages	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION;HALLMARK_TGF_BETA_SIGNALING	hallmark	exploratory	AMS	-0.0553447046465154	0.149132825759567	-0.068981471371256	24692	SBRT_day6	SBRT	144	Mutter_01	sld0002	242	81	0.3347
sam0001	Macrophages	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION;HALLMARK_TGF_BETA_SIGNALING	hallmark	exploratory	UCell	0.0895885256394761	0.0406950985028941	0.0851202079272255	11531	Control	NT	0	Mutter_01	sld0002	242	81	0.3347
sam0002	Macrophages	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION;HALLMARK_TGF_BETA_SIGNALING	hallmark	exploratory	UCell	0.0966178566895639	0.0446462803769655	0.0910331384015595	2657	MBRT_1h	MBRT	1	Mutter_01	sld0004	242	81	0.3347
sam0003	Macrophages	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION;HALLMARK_TGF_BETA_SIGNALING	hallmark	exploratory	UCell	0.0810275073824537	0.0366557929350396	0.0779077322936972	15144	MBRT_4h	MBRT	4	Mutter_01	sld0004	242	81	0.3347
sam0004	Macrophages	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION;HALLMARK_TGF_BETA_SIGNALING	hallmark	exploratory	UCell	0.0828108199781642	0.0390382372188935	0.0786874593892137	21938	MBRT_day2	MBRT	48	Mutter_01	sld0001	242	81	0.3347
sam0005	Macrophages	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION;HALLMARK_TGF_BETA_SIGNALING	hallmark	exploratory	UCell	0.0731505327451323	0.0344669848383063	0.07043534762833	20239	MBRT_day6	MBRT	144	Mutter_01	sld0001	242	81	0.3347
sam0006	Macrophages	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION;HALLMARK_TGF_BETA_SIGNALING	hallmark	exploratory	UCell	0.0840771144497954	0.0348241136977378	0.0820012995451592	13043	SBRT_4h	SBRT	4	Mutter_01	sld0004	242	81	0.3347
sam0007	Macrophages	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION;HALLMARK_TGF_BETA_SIGNALING	hallmark	exploratory	UCell	0.0767021877122229	0.0342154777164252	0.0740090968161143	8991	SBRT_day2	SBRT	48	Mutter_01	sld0002	242	81	0.3347
sam0008	Macrophages	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION;HALLMARK_TGF_BETA_SIGNALING	hallmark	exploratory	UCell	0.0715805994307311	0.0347966989553344	0.0685510071474984	24692	SBRT_day6	SBRT	144	Mutter_01	sld0002	242	81	0.3347
sam0001	Macrophages	HALLMARK_ESTROGEN_RESPONSE_EARLY	hallmark	exploratory	AMS	-0.077319741341356	0.213847573755501	-0.0944272319269393	11531	Control	NT	0	Mutter_01	sld0002	197	33	0.1675
sam0002	Macrophages	HALLMARK_ESTROGEN_RESPONSE_EARLY	hallmark	exploratory	AMS	-0.0668756811246267	0.214487467433099	-0.0827197543221546	2657	MBRT_1h	MBRT	1	Mutter_01	sld0004	197	33	0.1675
sam0003	Macrophages	HALLMARK_ESTROGEN_RESPONSE_EARLY	hallmark	exploratory	AMS	-0.0698435345972518	0.213769851966334	-0.0895946716902679	15144	MBRT_4h	MBRT	4	Mutter_01	sld0004	197	33	0.1675
sam0004	Macrophages	HALLMARK_ESTROGEN_RESPONSE_EARLY	hallmark	exploratory	AMS	-0.0947302999362396	0.202649399732804	-0.112310339893303	21938	MBRT_day2	MBRT	48	Mutter_01	sld0001	197	33	0.1675
sam0005	Macrophages	HALLMARK_ESTROGEN_RESPONSE_EARLY	hallmark	exploratory	AMS	-0.0680811444553375	0.211481055021395	-0.0863973466101393	20239	MBRT_day6	MBRT	144	Mutter_01	sld0001	197	33	0.1675
sam0006	Macrophages	HALLMARK_ESTROGEN_RESPONSE_EARLY	hallmark	exploratory	AMS	-0.0408140166306248	0.224659297392522	-0.0575572702587101	13043	SBRT_4h	SBRT	4	Mutter_01	sld0004	197	33	0.1675
sam0007	Macrophages	HALLMARK_ESTROGEN_RESPONSE_EARLY	hallmark	exploratory	AMS	-0.0663989505283818	0.210506441077064	-0.0838563558966394	8991	SBRT_day2	SBRT	48	Mutter_01	sld0002	197	33	0.1675
sam0008	Macrophages	HALLMARK_ESTROGEN_RESPONSE_EARLY	hallmark	exploratory	AMS	-0.0862367643457251	0.201794966983686	-0.104610139328862	24692	SBRT_day6	SBRT	144	Mutter_01	sld0002	197	33	0.1675
sam0001	Macrophages	HALLMARK_ESTROGEN_RESPONSE_EARLY	hallmark	exploratory	UCell	0.0547634716014582	0.0349275858939805	0.051948051948052	11531	Control	NT	0	Mutter_01	sld0002	197	33	0.1675
sam0002	Macrophages	HALLMARK_ESTROGEN_RESPONSE_EARLY	hallmark	exploratory	UCell	0.0563060000063255	0.0347491375982046	0.0537305831423478	2657	MBRT_1h	MBRT	1	Mutter_01	sld0004	197	33	0.1675
sam0003	Macrophages	HALLMARK_ESTROGEN_RESPONSE_EARLY	hallmark	exploratory	UCell	0.0536014518663442	0.0360537852772515	0.0509294626941685	15144	MBRT_4h	MBRT	4	Mutter_01	sld0004	197	33	0.1675
sam0004	Macrophages	HALLMARK_ESTROGEN_RESPONSE_EARLY	hallmark	exploratory	UCell	0.0481561250130962	0.0340317124022665	0.0463458110516934	21938	MBRT_day2	MBRT	48	Mutter_01	sld0001	197	33	0.1675
sam0005	Macrophages	HALLMARK_ESTROGEN_RESPONSE_EARLY	hallmark	exploratory	UCell	0.05244442485006	0.03591587573882	0.0504201680672269	20239	MBRT_day6	MBRT	144	Mutter_01	sld0001	197	33	0.1675
sam0006	Macrophages	HALLMARK_ESTROGEN_RESPONSE_EARLY	hallmark	exploratory	UCell	0.0611706169995266	0.0374154730506532	0.0569136745607334	13043	SBRT_4h	SBRT	4	Mutter_01	sld0004	197	33	0.1675
sam0007	Macrophages	HALLMARK_ESTROGEN_RESPONSE_EARLY	hallmark	exploratory	UCell	0.0543729650483463	0.0355212147469731	0.0522026992615228	8991	SBRT_day2	SBRT	48	Mutter_01	sld0002	197	33	0.1675
sam0008	Macrophages	HALLMARK_ESTROGEN_RESPONSE_EARLY	hallmark	exploratory	UCell	0.0490237794306272	0.0342272043321794	0.0473644003055768	24692	SBRT_day6	SBRT	144	Mutter_01	sld0002	197	33	0.1675
sam0001	Macrophages	HALLMARK_ESTROGEN_RESPONSE_LATE	hallmark	exploratory	AMS	-0.0646020389895711	0.214473371424749	-0.0828391874526717	11531	Control	NT	0	Mutter_01	sld0002	194	35	0.1804
sam0002	Macrophages	HALLMARK_ESTROGEN_RESPONSE_LATE	hallmark	exploratory	AMS	-0.0507261662413242	0.224481669984662	-0.0747105685528697	2657	MBRT_1h	MBRT	1	Mutter_01	sld0004	194	35	0.1804
sam0003	Macrophages	HALLMARK_ESTROGEN_RESPONSE_LATE	hallmark	exploratory	AMS	-0.0485041081493923	0.210325961187376	-0.0656116278651847	15144	MBRT_4h	MBRT	4	Mutter_01	sld0004	194	35	0.1804
sam0004	Macrophages	HALLMARK_ESTROGEN_RESPONSE_LATE	hallmark	exploratory	AMS	-0.0735881019014802	0.200504357735517	-0.0887021862706046	21938	MBRT_day2	MBRT	48	Mutter_01	sld0001	194	35	0.1804
sam0005	Macrophages	HALLMARK_ESTROGEN_RESPONSE_LATE	hallmark	exploratory	AMS	-0.0425285668491187	0.210022173047966	-0.0604468654589565	20239	MBRT_day6	MBRT	144	Mutter_01	sld0001	194	35	0.1804
sam0006	Macrophages	HALLMARK_ESTROGEN_RESPONSE_LATE	hallmark	exploratory	AMS	-0.0310787863385579	0.220514333382801	-0.048451027264216	13043	SBRT_4h	SBRT	4	Mutter_01	sld0004	194	35	0.1804
sam0007	Macrophages	HALLMARK_ESTROGEN_RESPONSE_LATE	hallmark	exploratory	AMS	-0.0654932497789825	0.206230296101113	-0.0820177561082791	8991	SBRT_day2	SBRT	48	Mutter_01	sld0002	194	35	0.1804
sam0008	Macrophages	HALLMARK_ESTROGEN_RESPONSE_LATE	hallmark	exploratory	AMS	-0.0616211030233359	0.205821005026854	-0.0787718776858956	24692	SBRT_day6	SBRT	144	Mutter_01	sld0002	194	35	0.1804
sam0001	Macrophages	HALLMARK_ESTROGEN_RESPONSE_LATE	hallmark	exploratory	UCell	0.0580652155060272	0.035349583562813	0.0537530266343825	11531	Control	NT	0	Mutter_01	sld0002	194	35	0.1804
sam0002	Macrophages	HALLMARK_ESTROGEN_RESPONSE_LATE	hallmark	exploratory	UCell	0.0604203251313859	0.0361443819313113	0.0569007263922519	2657	MBRT_1h	MBRT	1	Mutter_01	sld0004	194	35	0.1804
sam0003	Macrophages	HALLMARK_ESTROGEN_RESPONSE_LATE	hallmark	exploratory	UCell	0.0579096205083339	0.0359353217370647	0.0536319612590799	15144	MBRT_4h	MBRT	4	Mutter_01	sld0004	194	35	0.1804
sam0004	Macrophages	HALLMARK_ESTROGEN_RESPONSE_LATE	hallmark	exploratory	UCell	0.0534718192166919	0.0339465571836065	0.0508474576271186	21938	MBRT_day2	MBRT	48	Mutter_01	sld0001	194	35	0.1804
sam0005	Macrophages	HALLMARK_ESTROGEN_RESPONSE_LATE	hallmark	exploratory	UCell	0.0568644947119211	0.0364067811621085	0.0527845036319613	20239	MBRT_day6	MBRT	144	Mutter_01	sld0001	194	35	0.1804
sam0006	Macrophages	HALLMARK_ESTROGEN_RESPONSE_LATE	hallmark	exploratory	UCell	0.0635690403079104	0.0369540896288332	0.0599273607748184	13043	SBRT_4h	SBRT	4	Mutter_01	sld0004	194	35	0.1804
sam0007	Macrophages	HALLMARK_ESTROGEN_RESPONSE_LATE	hallmark	exploratory	UCell	0.0551213844999156	0.0352853030301264	0.0515738498789347	8991	SBRT_day2	SBRT	48	Mutter_01	sld0002	194	35	0.1804
sam0008	Macrophages	HALLMARK_ESTROGEN_RESPONSE_LATE	hallmark	exploratory	UCell	0.0540721936387042	0.0355595279028388	0.0510895883777239	24692	SBRT_day6	SBRT	144	Mutter_01	sld0002	194	35	0.1804
sam0001	Macrophages	HALLMARK_FATTY_ACID_METABOLISM	hallmark	exploratory	AMS	0.175178203232438	0.508493407093607	0.127106849522106	11531	Control	NT	0	Mutter_01	sld0002	155	11	0.071
sam0002	Macrophages	HALLMARK_FATTY_ACID_METABOLISM	hallmark	exploratory	AMS	0.218383651609177	0.505606023147946	0.183794066799207	2657	MBRT_1h	MBRT	1	Mutter_01	sld0004	155	11	0.071
sam0003	Macrophages	HALLMARK_FATTY_ACID_METABOLISM	hallmark	exploratory	AMS	0.15740251385281	0.487521621719577	0.106038722644504	15144	MBRT_4h	MBRT	4	Mutter_01	sld0004	155	11	0.071
sam0004	Macrophages	HALLMARK_FATTY_ACID_METABOLISM	hallmark	exploratory	AMS	0.149628358978998	0.494803400810728	0.105593116896129	21938	MBRT_day2	MBRT	48	Mutter_01	sld0001	155	11	0.071
