sample_id	cell_type	pathway_name	pathway_source	tier	score_type	mean	sd	median	n_cells	condition	treatment	timepoint_h	dataset	slide_id	n_set_genes	n_panel_genes	panel_coverage_frac
sam0005	Tumor	Stromal_stress_senescence	nanostring	primary	UCell	0.0833328793353558	0.0431023665907847	0.0797911100315764	12662	MBRT_day6	MBRT	144	Mutter_01	sld0001	95	92	0.9684
sam0006	Tumor	Stromal_stress_senescence	nanostring	primary	UCell	0.116274162418831	0.0433707187205015	0.118593636142822	61788	SBRT_4h	SBRT	4	Mutter_01	sld0004	95	92	0.9684
sam0007	Tumor	Stromal_stress_senescence	nanostring	primary	UCell	0.110686330646724	0.044653714905493	0.112824872479961	28583	SBRT_day2	SBRT	48	Mutter_01	sld0002	95	92	0.9684
sam0008	Tumor	Stromal_stress_senescence	nanostring	primary	UCell	0.0978759322292394	0.0453489530425265	0.0976439154724313	16785	SBRT_day6	SBRT	144	Mutter_01	sld0002	95	92	0.9684
sam0001	Tumor	TypeII_interferon	nanostring	primary	AMS	0.0652033976167519	0.368747500166412	0.0335847173599773	56946	Control	NT	0	Mutter_01	sld0002	17	16	0.9412
sam0002	Tumor	TypeII_interferon	nanostring	primary	AMS	-0.0445655648198172	0.346722725665899	-0.0881524334136749	14735	MBRT_1h	MBRT	1	Mutter_01	sld0004	17	16	0.9412
sam0003	Tumor	TypeII_interferon	nanostring	primary	AMS	0.0128004916717594	0.351651885474071	-0.0272180422773013	57039	MBRT_4h	MBRT	4	Mutter_01	sld0004	17	16	0.9412
sam0004	Tumor	TypeII_interferon	nanostring	primary	AMS	0.0922653426247519	0.359087796094324	0.0586560837341668	29144	MBRT_day2	MBRT	48	Mutter_01	sld0001	17	16	0.9412
sam0005	Tumor	TypeII_interferon	nanostring	primary	AMS	0.00358604913954776	0.318189945754587	-0.0484775263407201	12662	MBRT_day6	MBRT	144	Mutter_01	sld0001	17	16	0.9412
sam0006	Tumor	TypeII_interferon	nanostring	primary	AMS	0.00916882881337635	0.35482786085792	-0.0336713843613489	61788	SBRT_4h	SBRT	4	Mutter_01	sld0004	17	16	0.9412
sam0007	Tumor	TypeII_interferon	nanostring	primary	AMS	0.20792975216245	0.385669943712706	0.173726840517596	28583	SBRT_day2	SBRT	48	Mutter_01	sld0002	17	16	0.9412
sam0008	Tumor	TypeII_interferon	nanostring	primary	AMS	0.0890693505913068	0.357052158701038	0.0530605101270306	16785	SBRT_day6	SBRT	144	Mutter_01	sld0002	17	16	0.9412
sam0001	Tumor	TypeII_interferon	nanostring	primary	UCell	0.0899868718076884	0.060526123362072	0.0872549019607843	56946	Control	NT	0	Mutter_01	sld0002	17	16	0.9412
sam0002	Tumor	TypeII_interferon	nanostring	primary	UCell	0.0670418737566283	0.0546986175181808	0.0583333333333334	14735	MBRT_1h	MBRT	1	Mutter_01	sld0004	17	16	0.9412
sam0003	Tumor	TypeII_interferon	nanostring	primary	UCell	0.0724044934511569	0.057981322230081	0.0615196078431373	57039	MBRT_4h	MBRT	4	Mutter_01	sld0004	17	16	0.9412
sam0004	Tumor	TypeII_interferon	nanostring	primary	UCell	0.0850473712680211	0.0650794144847588	0.0720588235294117	29144	MBRT_day2	MBRT	48	Mutter_01	sld0001	17	16	0.9412
sam0005	Tumor	TypeII_interferon	nanostring	primary	UCell	0.0571195153942171	0.0558752790094247	0.053186274509804	12662	MBRT_day6	MBRT	144	Mutter_01	sld0001	17	16	0.9412
sam0006	Tumor	TypeII_interferon	nanostring	primary	UCell	0.0725050520629005	0.0576150944196586	0.0617647058823529	61788	SBRT_4h	SBRT	4	Mutter_01	sld0004	17	16	0.9412
sam0007	Tumor	TypeII_interferon	nanostring	primary	UCell	0.10817466230098	0.0709370075116042	0.106127450980392	28583	SBRT_day2	SBRT	48	Mutter_01	sld0002	17	16	0.9412
sam0008	Tumor	TypeII_interferon	nanostring	primary	UCell	0.0791622714024525	0.0637686935138235	0.0642156862745098	16785	SBRT_day6	SBRT	144	Mutter_01	sld0002	17	16	0.9412
sam0001	Tumor	TypeI_interferon	nanostring	primary	AMS	0.0504065440470791	0.38245909975552	0.0119360601421502	56946	Control	NT	0	Mutter_01	sld0002	19	18	0.9474
sam0002	Tumor	TypeI_interferon	nanostring	primary	AMS	-0.031487809435159	0.360613150077807	-0.0790302123749475	14735	MBRT_1h	MBRT	1	Mutter_01	sld0004	19	18	0.9474
sam0003	Tumor	TypeI_interferon	nanostring	primary	AMS	-0.00854367530708795	0.350358571664281	-0.049180909663964	57039	MBRT_4h	MBRT	4	Mutter_01	sld0004	19	18	0.9474
sam0004	Tumor	TypeI_interferon	nanostring	primary	AMS	0.0465860111084007	0.377283464200513	-0.00152057977598447	29144	MBRT_day2	MBRT	48	Mutter_01	sld0001	19	18	0.9474
sam0005	Tumor	TypeI_interferon	nanostring	primary	AMS	-0.0114033313268298	0.308264985653667	-0.0638723819807038	12662	MBRT_day6	MBRT	144	Mutter_01	sld0001	19	18	0.9474
sam0006	Tumor	TypeI_interferon	nanostring	primary	AMS	0.0511357721132075	0.363915506428794	0.0142435184901022	61788	SBRT_4h	SBRT	4	Mutter_01	sld0004	19	18	0.9474
sam0007	Tumor	TypeI_interferon	nanostring	primary	AMS	0.224042444516877	0.419397555973208	0.178724429303228	28583	SBRT_day2	SBRT	48	Mutter_01	sld0002	19	18	0.9474
sam0008	Tumor	TypeI_interferon	nanostring	primary	AMS	0.0553735197784003	0.358747372996976	0.0128856454583128	16785	SBRT_day6	SBRT	144	Mutter_01	sld0002	19	18	0.9474
sam0001	Tumor	TypeI_interferon	nanostring	primary	UCell	0.0964383720450108	0.0640618332366065	0.0917874396135265	56946	Control	NT	0	Mutter_01	sld0002	19	18	0.9474
sam0002	Tumor	TypeI_interferon	nanostring	primary	UCell	0.0763007690096401	0.058595553768085	0.0693895476504172	14735	MBRT_1h	MBRT	1	Mutter_01	sld0004	19	18	0.9474
sam0003	Tumor	TypeI_interferon	nanostring	primary	UCell	0.0779489471345611	0.0597225270534197	0.0718050065876152	57039	MBRT_4h	MBRT	4	Mutter_01	sld0004	19	18	0.9474
sam0004	Tumor	TypeI_interferon	nanostring	primary	UCell	0.0855691156513751	0.0692360251333612	0.0785024154589372	29144	MBRT_day2	MBRT	48	Mutter_01	sld0001	19	18	0.9474
sam0005	Tumor	TypeI_interferon	nanostring	primary	UCell	0.0602222773011098	0.0559040983835612	0.0502854633289416	12662	MBRT_day6	MBRT	144	Mutter_01	sld0001	19	18	0.9474
sam0006	Tumor	TypeI_interferon	nanostring	primary	UCell	0.0868726714796442	0.0618654659761971	0.0834431269213878	61788	SBRT_4h	SBRT	4	Mutter_01	sld0004	19	18	0.9474
sam0007	Tumor	TypeI_interferon	nanostring	primary	UCell	0.120545016554197	0.0793360173098038	0.111111111111111	28583	SBRT_day2	SBRT	48	Mutter_01	sld0002	19	18	0.9474
sam0008	Tumor	TypeI_interferon	nanostring	primary	UCell	0.081625269545384	0.0657460734473981	0.0737812911725956	16785	SBRT_day6	SBRT	144	Mutter_01	sld0002	19	18	0.9474
sam0012	Adipocyte	Angiogenesis	nanostring	primary	AMS	-0.0297808327164995	0.195072915283472	-0.0506063608043	2889	Control	NT	48	Mutter_02	sld0005	36	30	0.8333
sam0013	Adipocyte	Angiogenesis	nanostring	primary	AMS	0.00723261416994314	0.20417158736861	-0.00751450293936889	3075	MBRT_day2	MBRT	48	Mutter_02	sld0005	36	30	0.8333
sam0014	Adipocyte	Angiogenesis	nanostring	primary	AMS	0.0582512255337662	0.217366252314114	0.0365900408334505	5055	SBRT_day2	SBRT	48	Mutter_02	sld0005	36	30	0.8333
sam0015	Adipocyte	Angiogenesis	nanostring	primary	AMS	0.0137685481539187	0.200257369518096	0.000169026935362748	3935	Control	NT	48	Mutter_02	sld0006	36	30	0.8333
sam0016	Adipocyte	Angiogenesis	nanostring	primary	AMS	0.0131497668831742	0.207587753301261	-0.00231753148585523	2197	MBRT_day2	MBRT	48	Mutter_02	sld0006	36	30	0.8333
sam0017	Adipocyte	Angiogenesis	nanostring	primary	AMS	0.0429550212542041	0.203649006046386	0.0265787652147113	1415	SBRT_day2	SBRT	48	Mutter_02	sld0006	36	30	0.8333
sam0018	Adipocyte	Angiogenesis	nanostring	primary	AMS	0.0213143945492611	0.199832354826456	0.00858602588611623	667	Control	NT	4	Mutter_02	sld0007	36	30	0.8333
sam0019	Adipocyte	Angiogenesis	nanostring	primary	AMS	0.0400820546356551	0.211321276833067	0.0183637211761598	1393	MBRT_4h	MBRT	4	Mutter_02	sld0007	36	30	0.8333
sam0020	Adipocyte	Angiogenesis	nanostring	primary	AMS	0.0450102594917091	0.213343633191801	0.0249848883940769	1109	SBRT_4h	SBRT	4	Mutter_02	sld0007	36	30	0.8333
sam0021	Adipocyte	Angiogenesis	nanostring	primary	AMS	0.0228632904204601	0.202317157104091	0.0153490831615951	1139	Control	NT	4	Mutter_02	sld0008	36	30	0.8333
sam0022	Adipocyte	Angiogenesis	nanostring	primary	AMS	0.0537923879457248	0.210123522029462	0.0363448142989264	2919	MBRT_4h	MBRT	4	Mutter_02	sld0008	36	30	0.8333
sam0023	Adipocyte	Angiogenesis	nanostring	primary	AMS	0.0657406308940896	0.217416774034801	0.0453034940653279	4190	SBRT_4h	SBRT	4	Mutter_02	sld0008	36	30	0.8333
sam0012	Adipocyte	Angiogenesis	nanostring	primary	UCell	0.0368061330548893	0.034872979459897	0.0333333333333333	2889	Control	NT	48	Mutter_02	sld0005	36	30	0.8333
sam0013	Adipocyte	Angiogenesis	nanostring	primary	UCell	0.0406634056382062	0.036276287960761	0.0341632088520055	3075	MBRT_day2	MBRT	48	Mutter_02	sld0005	36	30	0.8333
sam0014	Adipocyte	Angiogenesis	nanostring	primary	UCell	0.0489707546176026	0.0399128132502119	0.0360995850622406	5055	SBRT_day2	SBRT	48	Mutter_02	sld0005	36	30	0.8333
sam0015	Adipocyte	Angiogenesis	nanostring	primary	UCell	0.0399294201591918	0.0360644447336144	0.0343015214384509	3935	Control	NT	48	Mutter_02	sld0006	36	30	0.8333
sam0016	Adipocyte	Angiogenesis	nanostring	primary	UCell	0.0392311658485641	0.0364519100929511	0.0343015214384509	2197	MBRT_day2	MBRT	48	Mutter_02	sld0006	36	30	0.8333
sam0017	Adipocyte	Angiogenesis	nanostring	primary	UCell	0.0439451832519591	0.0376562581802956	0.0352697095435685	1415	SBRT_day2	SBRT	48	Mutter_02	sld0006	36	30	0.8333
sam0018	Adipocyte	Angiogenesis	nanostring	primary	UCell	0.0473866801039316	0.0366704583258356	0.0358229598893499	667	Control	NT	4	Mutter_02	sld0007	36	30	0.8333
sam0019	Adipocyte	Angiogenesis	nanostring	primary	UCell	0.0469799104195154	0.0387641408577994	0.0355463347164592	1393	MBRT_4h	MBRT	4	Mutter_02	sld0007	36	30	0.8333
sam0020	Adipocyte	Angiogenesis	nanostring	primary	UCell	0.0483187350571899	0.0394947514605655	0.036237897648686	1109	SBRT_4h	SBRT	4	Mutter_02	sld0007	36	30	0.8333
sam0021	Adipocyte	Angiogenesis	nanostring	primary	UCell	0.0440062319595581	0.0372734720005047	0.0349930843706777	1139	Control	NT	4	Mutter_02	sld0008	36	30	0.8333
sam0022	Adipocyte	Angiogenesis	nanostring	primary	UCell	0.046348931524609	0.0388917736318849	0.0355463347164592	2919	MBRT_4h	MBRT	4	Mutter_02	sld0008	36	30	0.8333
sam0023	Adipocyte	Angiogenesis	nanostring	primary	UCell	0.049450248731585	0.0402386502769506	0.0363762102351314	4190	SBRT_4h	SBRT	4	Mutter_02	sld0008	36	30	0.8333
sam0012	Adipocyte	DNA_Damage_Repair	nanostring	primary	AMS	-0.057982664660567	0.263296937250311	-0.113925332145167	2889	Control	NT	48	Mutter_02	sld0005	18	17	0.9444
sam0013	Adipocyte	DNA_Damage_Repair	nanostring	primary	AMS	-0.0523387345930711	0.265524519359228	-0.114069878172296	3075	MBRT_day2	MBRT	48	Mutter_02	sld0005	18	17	0.9444
sam0014	Adipocyte	DNA_Damage_Repair	nanostring	primary	AMS	-0.0316182994567064	0.274640124430692	-0.097354612863774	5055	SBRT_day2	SBRT	48	Mutter_02	sld0005	18	17	0.9444
sam0015	Adipocyte	DNA_Damage_Repair	nanostring	primary	AMS	-0.0407643246938512	0.261172519262749	-0.117224365348459	3935	Control	NT	48	Mutter_02	sld0006	18	17	0.9444
sam0016	Adipocyte	DNA_Damage_Repair	nanostring	primary	AMS	-0.0600809893384821	0.260397880439388	-0.13982442831367	2197	MBRT_day2	MBRT	48	Mutter_02	sld0006	18	17	0.9444
sam0017	Adipocyte	DNA_Damage_Repair	nanostring	primary	AMS	-0.0400618117828663	0.266098709081909	-0.121972315265949	1415	SBRT_day2	SBRT	48	Mutter_02	sld0006	18	17	0.9444
sam0018	Adipocyte	DNA_Damage_Repair	nanostring	primary	AMS	0.0129112267636058	0.302742119032415	-0.0429748436729616	667	Control	NT	4	Mutter_02	sld0007	18	17	0.9444
sam0019	Adipocyte	DNA_Damage_Repair	nanostring	primary	AMS	-0.00591051043923313	0.284007198296467	-0.0489988867602539	1393	MBRT_4h	MBRT	4	Mutter_02	sld0007	18	17	0.9444
sam0020	Adipocyte	DNA_Damage_Repair	nanostring	primary	AMS	-0.0631229790237472	0.267795432350341	-0.138094356762353	1109	SBRT_4h	SBRT	4	Mutter_02	sld0007	18	17	0.9444
sam0021	Adipocyte	DNA_Damage_Repair	nanostring	primary	AMS	0.0203208809894768	0.299487657993902	-0.0363122793966539	1139	Control	NT	4	Mutter_02	sld0008	18	17	0.9444
sam0022	Adipocyte	DNA_Damage_Repair	nanostring	primary	AMS	-0.00872258679996391	0.27482531602973	-0.0695918495797144	2919	MBRT_4h	MBRT	4	Mutter_02	sld0008	18	17	0.9444
sam0023	Adipocyte	DNA_Damage_Repair	nanostring	primary	AMS	-0.0329282852907592	0.271132028344697	-0.100257349494519	4190	SBRT_4h	SBRT	4	Mutter_02	sld0008	18	17	0.9444
sam0012	Adipocyte	DNA_Damage_Repair	nanostring	primary	UCell	0.0449332577243128	0.0470606124793206	0.0523390458545623	2889	Control	NT	48	Mutter_02	sld0005	18	17	0.9444
sam0013	Adipocyte	DNA_Damage_Repair	nanostring	primary	UCell	0.0415375983310551	0.0466534170581943	0.0502547475683187	3075	MBRT_day2	MBRT	48	Mutter_02	sld0005	18	17	0.9444
sam0014	Adipocyte	DNA_Damage_Repair	nanostring	primary	UCell	0.0459055988572209	0.0503379964406016	0.0516442797591478	5055	SBRT_day2	SBRT	48	Mutter_02	sld0005	18	17	0.9444
sam0015	Adipocyte	DNA_Damage_Repair	nanostring	primary	UCell	0.0411187352608654	0.0464326297404456	0.0488652153774896	3935	Control	NT	48	Mutter_02	sld0006	18	17	0.9444
sam0016	Adipocyte	DNA_Damage_Repair	nanostring	primary	UCell	0.0379304761661814	0.0465050948103221	0	2197	MBRT_day2	MBRT	48	Mutter_02	sld0006	18	17	0.9444
sam0017	Adipocyte	DNA_Damage_Repair	nanostring	primary	UCell	0.0421993888677031	0.0488035019049491	0.0470125057897175	1415	SBRT_day2	SBRT	48	Mutter_02	sld0006	18	17	0.9444
sam0018	Adipocyte	DNA_Damage_Repair	nanostring	primary	UCell	0.0577798178261494	0.0563805197845404	0.055349698934692	667	Control	NT	4	Mutter_02	sld0007	18	17	0.9444
sam0019	Adipocyte	DNA_Damage_Repair	nanostring	primary	UCell	0.0498048703119914	0.0517631816226115	0.0525706345530338	1393	MBRT_4h	MBRT	4	Mutter_02	sld0007	18	17	0.9444
sam0020	Adipocyte	DNA_Damage_Repair	nanostring	primary	UCell	0.0426659889547435	0.049252128418114	0.048170449282075	1109	SBRT_4h	SBRT	4	Mutter_02	sld0007	18	17	0.9444
sam0021	Adipocyte	DNA_Damage_Repair	nanostring	primary	UCell	0.0537293913507416	0.0554140508445297	0.0537285780453914	1139	Control	NT	4	Mutter_02	sld0008	18	17	0.9444
sam0022	Adipocyte	DNA_Damage_Repair	nanostring	primary	UCell	0.0457580868409223	0.0501508331725012	0.0521074571560908	2919	MBRT_4h	MBRT	4	Mutter_02	sld0008	18	17	0.9444
sam0023	Adipocyte	DNA_Damage_Repair	nanostring	primary	UCell	0.0448302659345737	0.0500348001952254	0.0514126910606763	4190	SBRT_4h	SBRT	4	Mutter_02	sld0008	18	17	0.9444
sam0012	Adipocyte	Fibrosis_remodeling	nanostring	primary	AMS	0.0183686296361445	0.0826634823677344	0.0140429911156102	2889	Control	NT	48	Mutter_02	sld0005	140	136	0.9714
sam0013	Adipocyte	Fibrosis_remodeling	nanostring	primary	AMS	0.0255271074183353	0.0879782360262363	0.0224950580504275	3075	MBRT_day2	MBRT	48	Mutter_02	sld0005	140	136	0.9714
sam0014	Adipocyte	Fibrosis_remodeling	nanostring	primary	AMS	0.0497106595629189	0.0992016509793014	0.038557185691948	5055	SBRT_day2	SBRT	48	Mutter_02	sld0005	140	136	0.9714
sam0015	Adipocyte	Fibrosis_remodeling	nanostring	primary	AMS	0.0117060608168349	0.082916868482885	0.00385079016439419	3935	Control	NT	48	Mutter_02	sld0006	140	136	0.9714
sam0016	Adipocyte	Fibrosis_remodeling	nanostring	primary	AMS	0.0279251169283117	0.0896149349769399	0.0230153442035668	2197	MBRT_day2	MBRT	48	Mutter_02	sld0006	140	136	0.9714
sam0017	Adipocyte	Fibrosis_remodeling	nanostring	primary	AMS	0.039969156525879	0.0932567229582149	0.0297472598383204	1415	SBRT_day2	SBRT	48	Mutter_02	sld0006	140	136	0.9714
sam0018	Adipocyte	Fibrosis_remodeling	nanostring	primary	AMS	0.0416967996907787	0.0961207139619979	0.0316653729157789	667	Control	NT	4	Mutter_02	sld0007	140	136	0.9714
sam0019	Adipocyte	Fibrosis_remodeling	nanostring	primary	AMS	0.0270001321379315	0.0915260539527277	0.0183355283156492	1393	MBRT_4h	MBRT	4	Mutter_02	sld0007	140	136	0.9714
sam0020	Adipocyte	Fibrosis_remodeling	nanostring	primary	AMS	0.0354221720679302	0.0948435509347466	0.0265204992974329	1109	SBRT_4h	SBRT	4	Mutter_02	sld0007	140	136	0.9714
sam0021	Adipocyte	Fibrosis_remodeling	nanostring	primary	AMS	0.0252513308879932	0.0879422507966843	0.0175858969686875	1139	Control	NT	4	Mutter_02	sld0008	140	136	0.9714
sam0022	Adipocyte	Fibrosis_remodeling	nanostring	primary	AMS	0.0288963727779687	0.0888289523262606	0.0252168339572498	2919	MBRT_4h	MBRT	4	Mutter_02	sld0008	140	136	0.9714
sam0023	Adipocyte	Fibrosis_remodeling	nanostring	primary	AMS	0.0578801205291928	0.097759216537665	0.0484491581243548	4190	SBRT_4h	SBRT	4	Mutter_02	sld0008	140	136	0.9714
sam0012	Adipocyte	Fibrosis_remodeling	nanostring	primary	UCell	0.0657391947971836	0.0343678421711465	0.0635076252723311	2889	Control	NT	48	Mutter_02	sld0005	140	136	0.9714
sam0013	Adipocyte	Fibrosis_remodeling	nanostring	primary	UCell	0.0671561719538764	0.0340460693433888	0.0645969498910676	3075	MBRT_day2	MBRT	48	Mutter_02	sld0005	140	136	0.9714
sam0014	Adipocyte	Fibrosis_remodeling	nanostring	primary	UCell	0.0736710670640387	0.0406802464420694	0.0675381263616558	5055	SBRT_day2	SBRT	48	Mutter_02	sld0005	140	136	0.9714
sam0015	Adipocyte	Fibrosis_remodeling	nanostring	primary	UCell	0.0581594704802718	0.0339620715302062	0.0536492374727668	3935	Control	NT	48	Mutter_02	sld0006	140	136	0.9714
sam0016	Adipocyte	Fibrosis_remodeling	nanostring	primary	UCell	0.0626216379436009	0.0357510040865605	0.0552287581699347	2197	MBRT_day2	MBRT	48	Mutter_02	sld0006	140	136	0.9714
sam0017	Adipocyte	Fibrosis_remodeling	nanostring	primary	UCell	0.0666818710208858	0.0385751030159281	0.0576252723311547	1415	SBRT_day2	SBRT	48	Mutter_02	sld0006	140	136	0.9714
sam0018	Adipocyte	Fibrosis_remodeling	nanostring	primary	UCell	0.0776749697046902	0.0414331691731205	0.0704248366013072	667	Control	NT	4	Mutter_02	sld0007	140	136	0.9714
sam0019	Adipocyte	Fibrosis_remodeling	nanostring	primary	UCell	0.0693464599686888	0.0386222273991319	0.0655228758169935	1393	MBRT_4h	MBRT	4	Mutter_02	sld0007	140	136	0.9714
sam0020	Adipocyte	Fibrosis_remodeling	nanostring	primary	UCell	0.0713329345364036	0.0394569496986103	0.0660130718954248	1109	SBRT_4h	SBRT	4	Mutter_02	sld0007	140	136	0.9714
sam0021	Adipocyte	Fibrosis_remodeling	nanostring	primary	UCell	0.0685361160365034	0.0373528051845853	0.0644335511982571	1139	Control	NT	4	Mutter_02	sld0008	140	136	0.9714
sam0022	Adipocyte	Fibrosis_remodeling	nanostring	primary	UCell	0.0655374673183955	0.0367697074330676	0.0593681917211329	2919	MBRT_4h	MBRT	4	Mutter_02	sld0008	140	136	0.9714
sam0023	Adipocyte	Fibrosis_remodeling	nanostring	primary	UCell	0.0749840501037329	0.0402847582787332	0.0681372549019608	4190	SBRT_4h	SBRT	4	Mutter_02	sld0008	140	136	0.9714
sam0012	Adipocyte	HALLMARK_ADIPOGENESIS	hallmark	exploratory	AMS	0.0342443309919441	0.22012112322105	-0.0554360122091464	2889	Control	NT	48	Mutter_02	sld0005	200	19	0.095
sam0013	Adipocyte	HALLMARK_ADIPOGENESIS	hallmark	exploratory	AMS	0.11908440063813	0.288474008854952	0.094019316628704	3075	MBRT_day2	MBRT	48	Mutter_02	sld0005	200	19	0.095
sam0014	Adipocyte	HALLMARK_ADIPOGENESIS	hallmark	exploratory	AMS	0.343015741099315	0.373445464709625	0.279793312239561	5055	SBRT_day2	SBRT	48	Mutter_02	sld0005	200	19	0.095
sam0015	Adipocyte	HALLMARK_ADIPOGENESIS	hallmark	exploratory	AMS	0.261955724553341	0.346630295625575	0.221319074218229	3935	Control	NT	48	Mutter_02	sld0006	200	19	0.095
sam0016	Adipocyte	HALLMARK_ADIPOGENESIS	hallmark	exploratory	AMS	0.111803264035031	0.256773600730274	0.102495162298709	2197	MBRT_day2	MBRT	48	Mutter_02	sld0006	200	19	0.095
sam0017	Adipocyte	HALLMARK_ADIPOGENESIS	hallmark	exploratory	AMS	0.257564022690172	0.33691199700952	0.225112338690297	1415	SBRT_day2	SBRT	48	Mutter_02	sld0006	200	19	0.095
sam0018	Adipocyte	HALLMARK_ADIPOGENESIS	hallmark	exploratory	AMS	0.109610973001459	0.267772178326028	0.0987515915173455	667	Control	NT	4	Mutter_02	sld0007	200	19	0.095
sam0019	Adipocyte	HALLMARK_ADIPOGENESIS	hallmark	exploratory	AMS	0.261997403977994	0.370726421895732	0.200875084441063	1393	MBRT_4h	MBRT	4	Mutter_02	sld0007	200	19	0.095
sam0020	Adipocyte	HALLMARK_ADIPOGENESIS	hallmark	exploratory	AMS	0.242719139554936	0.340972179148975	0.191143474749768	1109	SBRT_4h	SBRT	4	Mutter_02	sld0007	200	19	0.095
sam0021	Adipocyte	HALLMARK_ADIPOGENESIS	hallmark	exploratory	AMS	0.159936525923932	0.306739698953853	0.142858855274686	1139	Control	NT	4	Mutter_02	sld0008	200	19	0.095
sam0022	Adipocyte	HALLMARK_ADIPOGENESIS	hallmark	exploratory	AMS	0.297269734461626	0.369605524719358	0.235394079327734	2919	MBRT_4h	MBRT	4	Mutter_02	sld0008	200	19	0.095
sam0023	Adipocyte	HALLMARK_ADIPOGENESIS	hallmark	exploratory	AMS	0.325311659700991	0.370316313211419	0.263227833939466	4190	SBRT_4h	SBRT	4	Mutter_02	sld0008	200	19	0.095
sam0012	Adipocyte	HALLMARK_ADIPOGENESIS	hallmark	exploratory	UCell	0.0293824731437455	0.0373163255804934	0	2889	Control	NT	48	Mutter_02	sld0005	200	19	0.095
sam0013	Adipocyte	HALLMARK_ADIPOGENESIS	hallmark	exploratory	UCell	0.0443098939761328	0.0480053973159094	0.0474101921470342	3075	MBRT_day2	MBRT	48	Mutter_02	sld0005	200	19	0.095
sam0014	Adipocyte	HALLMARK_ADIPOGENESIS	hallmark	exploratory	UCell	0.0790336375062275	0.0619413607269063	0.056390977443609	5055	SBRT_day2	SBRT	48	Mutter_02	sld0005	200	19	0.095
sam0015	Adipocyte	HALLMARK_ADIPOGENESIS	hallmark	exploratory	UCell	0.0639581269989886	0.0571867307673131	0.0536758563074352	3935	Control	NT	48	Mutter_02	sld0006	200	19	0.095
sam0016	Adipocyte	HALLMARK_ADIPOGENESIS	hallmark	exploratory	UCell	0.0395803459490784	0.0425114921467712	0.0474101921470342	2197	MBRT_day2	MBRT	48	Mutter_02	sld0006	200	19	0.095
sam0017	Adipocyte	HALLMARK_ADIPOGENESIS	hallmark	exploratory	UCell	0.0632830604190099	0.0550862402173443	0.0536758563074352	1415	SBRT_day2	SBRT	48	Mutter_02	sld0006	200	19	0.095
sam0018	Adipocyte	HALLMARK_ADIPOGENESIS	hallmark	exploratory	UCell	0.0444793267526637	0.0441433129121341	0.0476190476190477	667	Control	NT	4	Mutter_02	sld0007	200	19	0.095
sam0019	Adipocyte	HALLMARK_ADIPOGENESIS	hallmark	exploratory	UCell	0.0688275486514803	0.0613806574474662	0.054093567251462	1393	MBRT_4h	MBRT	4	Mutter_02	sld0007	200	19	0.095
sam0020	Adipocyte	HALLMARK_ADIPOGENESIS	hallmark	exploratory	UCell	0.0647111090018403	0.0573609144159397	0.0526315789473685	1109	SBRT_4h	SBRT	4	Mutter_02	sld0007	200	19	0.095
sam0021	Adipocyte	HALLMARK_ADIPOGENESIS	hallmark	exploratory	UCell	0.0521647255393385	0.0509016773243798	0.0503341687552213	1139	Control	NT	4	Mutter_02	sld0008	200	19	0.095
sam0022	Adipocyte	HALLMARK_ADIPOGENESIS	hallmark	exploratory	UCell	0.0718829161518622	0.060981026415516	0.0555555555555556	2919	MBRT_4h	MBRT	4	Mutter_02	sld0008	200	19	0.095
sam0023	Adipocyte	HALLMARK_ADIPOGENESIS	hallmark	exploratory	UCell	0.0760323142781371	0.0618938220962788	0.0559732664995823	4190	SBRT_4h	SBRT	4	Mutter_02	sld0008	200	19	0.095
sam0012	Adipocyte	HALLMARK_ALLOGRAFT_REJECTION	hallmark	exploratory	AMS	0.0509554162948716	0.104723201416536	0.0427809968886053	2889	Control	NT	48	Mutter_02	sld0005	192	95	0.4948
sam0013	Adipocyte	HALLMARK_ALLOGRAFT_REJECTION	hallmark	exploratory	AMS	0.0273379458216519	0.103373861489764	0.0159498774346413	3075	MBRT_day2	MBRT	48	Mutter_02	sld0005	192	95	0.4948
sam0014	Adipocyte	HALLMARK_ALLOGRAFT_REJECTION	hallmark	exploratory	AMS	-0.00433869450627382	0.10186674947091	-0.0159374507653715	5055	SBRT_day2	SBRT	48	Mutter_02	sld0005	192	95	0.4948
sam0015	Adipocyte	HALLMARK_ALLOGRAFT_REJECTION	hallmark	exploratory	AMS	0.0269481965016444	0.10746418135478	0.0168436676433581	3935	Control	NT	48	Mutter_02	sld0006	192	95	0.4948
sam0016	Adipocyte	HALLMARK_ALLOGRAFT_REJECTION	hallmark	exploratory	AMS	0.032104712837655	0.105251128747365	0.0228362810085623	2197	MBRT_day2	MBRT	48	Mutter_02	sld0006	192	95	0.4948
sam0017	Adipocyte	HALLMARK_ALLOGRAFT_REJECTION	hallmark	exploratory	AMS	-0.0105212720046205	0.0952190684722595	-0.0198969894428635	1415	SBRT_day2	SBRT	48	Mutter_02	sld0006	192	95	0.4948
sam0018	Adipocyte	HALLMARK_ALLOGRAFT_REJECTION	hallmark	exploratory	AMS	-0.0091199982383899	0.0946314415043754	-0.0139780443308963	667	Control	NT	4	Mutter_02	sld0007	192	95	0.4948
