set	gene	cell_group	detect_frac	mean_count	target_group	is_target	target_detect	near_floor
Angiogenesis	Vegfc	immune	0.0589605083976396	0.0737358147980027	Endothelial	FALSE	0.047812390619531	TRUE
Angiogenesis	Vegfc	stroma	0.0375460595403056	0.0476496430191446	Endothelial	FALSE	0.047812390619531	TRUE
Angiogenesis	Vegfc	tumor	0.0803267377075284	0.103598991694635	Endothelial	FALSE	0.047812390619531	TRUE
Angiogenesis	Vwf	Endothelial	0.0551627581379069	0.0840742037101855	Endothelial	TRUE	0.0551627581379069	FALSE
Angiogenesis	Vwf	all	0.023478592617794	0.0274975709353544	Endothelial	FALSE	0.0551627581379069	FALSE
Angiogenesis	Vwf	immune	0.0261870177031321	0.0303132092600999	Endothelial	FALSE	0.0551627581379069	FALSE
Angiogenesis	Vwf	stroma	0.0167634978531439	0.0206943262102863	Endothelial	FALSE	0.0551627581379069	FALSE
Angiogenesis	Vwf	tumor	0.0271760911320974	0.0312314663889237	Endothelial	FALSE	0.0551627581379069	FALSE
DNA_Damage_Repair	Atm	Endothelial	0.0188659432971649	0.0246412320616031	tumor	FALSE	0.0530983390038331	FALSE
DNA_Damage_Repair	Atm	all	0.0373484549686469	0.0525267218616678	tumor	FALSE	0.0530983390038331	FALSE
DNA_Damage_Repair	Atm	immune	0.0250567408079891	0.0327144802541988	tumor	FALSE	0.0530983390038331	FALSE
DNA_Damage_Repair	Atm	stroma	0.0152684657590426	0.0210398115986156	tumor	FALSE	0.0530983390038331	FALSE
DNA_Damage_Repair	Atm	tumor	0.0530983390038331	0.0753736722146026	tumor	TRUE	0.0530983390038331	FALSE
DNA_Damage_Repair	Atr	Endothelial	0.0233111655582779	0.027756387819391	tumor	FALSE	0.051487573490215	FALSE
DNA_Damage_Repair	Atr	all	0.0379402908167808	0.0473954706492861	tumor	FALSE	0.051487573490215	FALSE
DNA_Damage_Repair	Atr	immune	0.0354925102133454	0.0430957784838856	tumor	FALSE	0.051487573490215	FALSE
DNA_Damage_Repair	Atr	stroma	0.0167237297508901	0.0204221632604873	tumor	FALSE	0.051487573490215	FALSE
DNA_Damage_Repair	Atr	tumor	0.051487573490215	0.0648198504157298	tumor	TRUE	0.051487573490215	FALSE
DNA_Damage_Repair	Bax	Endothelial	0.207560378018901	0.320826041302065	tumor	FALSE	0.210464129698162	FALSE
DNA_Damage_Repair	Bax	all	0.173942964400816	0.2478747028455	tumor	FALSE	0.210464129698162	FALSE
DNA_Damage_Repair	Bax	immune	0.248066273263731	0.38500226963232	tumor	FALSE	0.210464129698162	FALSE
DNA_Damage_Repair	Bax	stroma	0.0946468406106889	0.126257510889625	tumor	FALSE	0.210464129698162	FALSE
DNA_Damage_Repair	Bax	tumor	0.210464129698162	0.299914692504556	tumor	TRUE	0.210464129698162	FALSE
DNA_Damage_Repair	Brca1	Endothelial	0.0497024851242562	0.0624081204060203	tumor	FALSE	0.107533597999389	FALSE
DNA_Damage_Repair	Brca1	all	0.078683199646963	0.104573867436512	tumor	FALSE	0.107533597999389	FALSE
DNA_Damage_Repair	Brca1	immune	0.0600635497049478	0.075192918747163	tumor	FALSE	0.107533597999389	FALSE
DNA_Damage_Repair	Brca1	stroma	0.037170748075286	0.0471475707281912	tumor	FALSE	0.107533597999389	FALSE
DNA_Damage_Repair	Brca1	tumor	0.107533597999389	0.145098126696631	tumor	TRUE	0.107533597999389	FALSE
DNA_Damage_Repair	Cdkn1a	Endothelial	0.180574028701435	0.300315015750788	tumor	FALSE	0.101945149357348	FALSE
DNA_Damage_Repair	Cdkn1a	all	0.113579578910515	0.170457326527795	tumor	FALSE	0.101945149357348	FALSE
DNA_Damage_Repair	Cdkn1a	immune	0.268379482523831	0.525946436677258	tumor	FALSE	0.101945149357348	FALSE
DNA_Damage_Repair	Cdkn1a	stroma	0.0899952154001976	0.130151056650904	tumor	FALSE	0.101945149357348	FALSE
DNA_Damage_Repair	Cdkn1a	tumor	0.101945149357348	0.135164303466992	tumor	TRUE	0.101945149357348	FALSE
DNA_Damage_Repair	Chek1	Endothelial	0.0531676583829191	0.0652782639131957	tumor	FALSE	0.148088119796647	FALSE
DNA_Damage_Repair	Chek1	all	0.105048282364195	0.146755935240427	tumor	FALSE	0.148088119796647	FALSE
DNA_Damage_Repair	Chek1	immune	0.0582115297321834	0.0727871084884249	tumor	FALSE	0.148088119796647	FALSE
DNA_Damage_Repair	Chek1	stroma	0.0483368855362169	0.0619872866348108	tumor	FALSE	0.148088119796647	FALSE
DNA_Damage_Repair	Chek1	tumor	0.148088119796647	0.211760280553199	tumor	TRUE	0.148088119796647	FALSE
DNA_Damage_Repair	Chek2	Endothelial	0.0205110255512776	0.0241862093104655	tumor	FALSE	0.0422529794162014	TRUE
DNA_Damage_Repair	Chek2	all	0.0307384743624539	0.0385437397229813	tumor	FALSE	0.0422529794162014	TRUE
DNA_Damage_Repair	Chek2	immune	0.026749886518384	0.0322242396731729	tumor	FALSE	0.0422529794162014	TRUE
DNA_Damage_Repair	Chek2	stroma	0.0132278650121479	0.0161508205277973	tumor	FALSE	0.0422529794162014	TRUE
DNA_Damage_Repair	Chek2	tumor	0.0422529794162014	0.0534752612109357	tumor	TRUE	0.0422529794162014	TRUE
DNA_Damage_Repair	Ddit3	Endothelial	0.0719985999299965	0.092159607980399	tumor	FALSE	0.124135098149773	FALSE
DNA_Damage_Repair	Ddit3	all	0.100765214503935	0.137060752207879	tumor	FALSE	0.124135098149773	FALSE
DNA_Damage_Repair	Ddit3	immune	0.0929142078983205	0.121239219246482	tumor	FALSE	0.124135098149773	FALSE
DNA_Damage_Repair	Ddit3	stroma	0.0651575500363505	0.0840722536707822	tumor	FALSE	0.124135098149773	FALSE
DNA_Damage_Repair	Ddit3	tumor	0.124135098149773	0.172538832602694	tumor	TRUE	0.124135098149773	FALSE
DNA_Damage_Repair	Gadd45b	Endothelial	0.120091004550228	0.165838291914596	tumor	FALSE	0.295679317663113	FALSE
DNA_Damage_Repair	Gadd45b	all	0.221479512199948	0.36634466954183	tumor	FALSE	0.295679317663113	FALSE
DNA_Damage_Repair	Gadd45b	immune	0.205778483885611	0.32234226055379	tumor	FALSE	0.295679317663113	FALSE
DNA_Damage_Repair	Gadd45b	stroma	0.105901213548495	0.156926174246426	tumor	FALSE	0.295679317663113	FALSE
DNA_Damage_Repair	Gadd45b	tumor	0.295679317663113	0.503424992096172	tumor	TRUE	0.295679317663113	FALSE
DNA_Damage_Repair	Parp1	Endothelial	0.0616380819040952	0.0793139656982849	tumor	FALSE	0.11545204126452	FALSE
DNA_Damage_Repair	Parp1	all	0.0922184338801937	0.126745345851923	tumor	FALSE	0.11545204126452	FALSE
DNA_Damage_Repair	Parp1	immune	0.103658647299138	0.140785292782569	tumor	FALSE	0.11545204126452	FALSE
DNA_Damage_Repair	Parp1	stroma	0.0515506452995967	0.0666886219731192	tumor	FALSE	0.11545204126452	FALSE
DNA_Damage_Repair	Parp1	tumor	0.11545204126452	0.161539627216245	tumor	TRUE	0.11545204126452	FALSE
Fibrosis_remodeling	Acta2	Endothelial	0.140462023101155	0.460658032901645	stroma	FALSE	0.0406181454394065	TRUE
Fibrosis_remodeling	Acta2	all	0.0454823268611323	0.0790148169717532	stroma	FALSE	0.0406181454394065	TRUE
Fibrosis_remodeling	Acta2	immune	0.0519972764412165	0.0843395369950068	stroma	FALSE	0.0406181454394065	TRUE
Fibrosis_remodeling	Acta2	stroma	0.0406181454394065	0.084963307711905	stroma	TRUE	0.0406181454394065	TRUE
Fibrosis_remodeling	Acta2	tumor	0.0473891214097198	0.074430597467852	stroma	FALSE	0.0406181454394065	TRUE
Fibrosis_remodeling	Col1a1	Endothelial	0.26296814840742	1.02873643682184	stroma	FALSE	0.238392374466393	FALSE
Fibrosis_remodeling	Col1a1	all	0.23823887544307	0.888442383532856	stroma	FALSE	0.238392374466393	FALSE
Fibrosis_remodeling	Col1a1	immune	0.294307762142533	1.183132092601	stroma	FALSE	0.238392374466393	FALSE
Fibrosis_remodeling	Col1a1	stroma	0.238392374466393	1.02187369899275	stroma	TRUE	0.238392374466393	FALSE
Fibrosis_remodeling	Col1a1	tumor	0.228641780057431	0.755912101741304	stroma	FALSE	0.238392374466393	FALSE
Fibrosis_remodeling	Col1a2	Endothelial	0.271788589429471	0.890864543227161	stroma	FALSE	0.241947891358516	FALSE
Fibrosis_remodeling	Col1a2	all	0.259306253115633	0.805498481915243	stroma	FALSE	0.241947891358516	FALSE
Fibrosis_remodeling	Col1a2	immune	0.315438039037676	1.01407625964594	stroma	FALSE	0.241947891358516	FALSE
Fibrosis_remodeling	Col1a2	stroma	0.241947891358516	0.890830345547526	stroma	TRUE	0.241947891358516	FALSE
Fibrosis_remodeling	Col1a2	tumor	0.260537860297245	0.717333729229856	stroma	FALSE	0.241947891358516	FALSE
Fibrosis_remodeling	Col3a1	Endothelial	0.048232411620581	0.0891494574728736	stroma	FALSE	0.0549881006381538	FALSE
Fibrosis_remodeling	Col3a1	all	0.043180360684379	0.0860738358231873	stroma	FALSE	0.0549881006381538	FALSE
Fibrosis_remodeling	Col3a1	immune	0.0685837494325919	0.13630049931911	stroma	FALSE	0.0549881006381538	FALSE
Fibrosis_remodeling	Col3a1	stroma	0.0549881006381538	0.125393797418802	stroma	TRUE	0.0549881006381538	FALSE
Fibrosis_remodeling	Col3a1	tumor	0.0315668502303456	0.0532244925588633	stroma	FALSE	0.0549881006381538	FALSE
Fibrosis_remodeling	Col5a1	Endothelial	0.0556877843892195	0.0925096254812741	stroma	FALSE	0.0456686944256305	TRUE
Fibrosis_remodeling	Col5a1	all	0.0666692760204545	0.108497790723231	stroma	FALSE	0.0456686944256305	TRUE
Fibrosis_remodeling	Col5a1	immune	0.0457467090331366	0.0694825238311394	stroma	FALSE	0.0456686944256305	TRUE
Fibrosis_remodeling	Col5a1	stroma	0.0456686944256305	0.0814525299348176	stroma	TRUE	0.0456686944256305	TRUE
Fibrosis_remodeling	Col5a1	tumor	0.0832136541223366	0.131849695731471	stroma	FALSE	0.0456686944256305	TRUE
Fibrosis_remodeling	Fn1	Endothelial	0.112040602030102	0.192019600980049	stroma	FALSE	0.0877942994910926	FALSE
Fibrosis_remodeling	Fn1	all	0.187532392905024	0.447312200721816	stroma	FALSE	0.0877942994910926	FALSE
Fibrosis_remodeling	Fn1	immune	0.148329550612801	0.268520199727644	stroma	FALSE	0.0877942994910926	FALSE
Fibrosis_remodeling	Fn1	stroma	0.0877942994910926	0.150179267148441	stroma	TRUE	0.0877942994910926	FALSE
Fibrosis_remodeling	Fn1	tumor	0.255910178668818	0.661525396479854	stroma	FALSE	0.0877942994910926	FALSE
Fibrosis_remodeling	Mmp2	Endothelial	0.027896394819741	0.0371368568428421	stroma	FALSE	0.0243840604475154	TRUE
Fibrosis_remodeling	Mmp2	all	0.0364598409699226	0.0473421366048322	stroma	FALSE	0.0243840604475154	TRUE
Fibrosis_remodeling	Mmp2	immune	0.0412664548343168	0.0532274171584203	stroma	FALSE	0.0243840604475154	TRUE
Fibrosis_remodeling	Mmp2	stroma	0.0243840604475154	0.035757737692083	stroma	TRUE	0.0243840604475154	TRUE
Fibrosis_remodeling	Mmp2	tumor	0.0431199004925373	0.0535152611186282	stroma	FALSE	0.0243840604475154	TRUE
Fibrosis_remodeling	Mmp9	Endothelial	0.113195659782989	0.150857542877144	stroma	FALSE	0.101076845643839	FALSE
Fibrosis_remodeling	Mmp9	all	0.138695182602435	0.208101699420508	stroma	FALSE	0.101076845643839	FALSE
Fibrosis_remodeling	Mmp9	immune	0.156527462551067	0.239959146618248	stroma	FALSE	0.101076845643839	FALSE
Fibrosis_remodeling	Mmp9	stroma	0.101076845643839	0.139266651339377	stroma	TRUE	0.101076845643839	FALSE
Fibrosis_remodeling	Mmp9	tumor	0.158958094712089	0.2453102031303	stroma	FALSE	0.101076845643839	FALSE
Fibrosis_remodeling	Tagln	Endothelial	0.068288414420721	0.117780889044452	stroma	FALSE	0.027391523180454	TRUE
Fibrosis_remodeling	Tagln	all	0.0348714326943714	0.0455132950159766	stroma	FALSE	0.027391523180454	TRUE
Fibrosis_remodeling	Tagln	immune	0.0355969133000454	0.0463458919655016	stroma	FALSE	0.027391523180454	TRUE
Fibrosis_remodeling	Tagln	stroma	0.027391523180454	0.0392685154691704	stroma	TRUE	0.027391523180454	TRUE
Fibrosis_remodeling	Tagln	tumor	0.0393783706652985	0.0492375786825107	stroma	FALSE	0.027391523180454	TRUE
Fibrosis_remodeling	Tgfb1	Endothelial	0.0777388869443472	0.10210010500525	stroma	FALSE	0.0336686695705666	TRUE
Fibrosis_remodeling	Tgfb1	all	0.0680000464522323	0.0895646350553491	stroma	FALSE	0.0336686695705666	TRUE
Fibrosis_remodeling	Tgfb1	immune	0.112482977757603	0.156790739900136	stroma	FALSE	0.0336686695705666	TRUE
Fibrosis_remodeling	Tgfb1	stroma	0.0336686695705666	0.0430613982216202	stroma	TRUE	0.0336686695705666	TRUE
Fibrosis_remodeling	Tgfb1	tumor	0.081712119125879	0.106956676253824	stroma	FALSE	0.0336686695705666	TRUE
Fibrosis_remodeling	Tgfbr1	Endothelial	0.0190059502975149	0.0214560728036402	stroma	FALSE	0.0134229772638303	TRUE
Fibrosis_remodeling	Tgfbr1	all	0.03041588941616	0.0366185527634992	stroma	FALSE	0.0134229772638303	TRUE
Fibrosis_remodeling	Tgfbr1	immune	0.0290921470721743	0.035192918747163	stroma	FALSE	0.0134229772638303	TRUE
Fibrosis_remodeling	Tgfbr1	stroma	0.0134229772638303	0.0157469257392828	stroma	TRUE	0.0134229772638303	TRUE
Fibrosis_remodeling	Tgfbr1	tumor	0.0411583665576156	0.0497791158943479	stroma	FALSE	0.0134229772638303	TRUE
Fibrosis_remodeling	Timp1	Endothelial	0.0808190409520476	0.108680434021701	stroma	FALSE	0.0649835645889904	FALSE
Fibrosis_remodeling	Timp1	all	0.105714527806607	0.148303482756114	stroma	FALSE	0.0649835645889904	FALSE
Fibrosis_remodeling	Timp1	immune	0.107530640036314	0.163554244212438	stroma	FALSE	0.0649835645889904	FALSE
Fibrosis_remodeling	Timp1	stroma	0.0649835645889904	0.0962611770115514	stroma	TRUE	0.0649835645889904	FALSE
Fibrosis_remodeling	Timp1	tumor	0.130618160111938	0.177931897080238	stroma	FALSE	0.0649835645889904	FALSE
Fibrosis_remodeling	Vim	Endothelial	0.173713685684284	0.308645432271614	stroma	FALSE	0.0865826151255491	FALSE
Fibrosis_remodeling	Vim	all	0.172332190235655	0.333050462178205	stroma	FALSE	0.0865826151255491	FALSE
Fibrosis_remodeling	Vim	immune	0.150295052201543	0.250862460281434	stroma	FALSE	0.0865826151255491	FALSE
Fibrosis_remodeling	Vim	stroma	0.0865826151255491	0.133225628056396	stroma	TRUE	0.0865826151255491	FALSE
Fibrosis_remodeling	Vim	tumor	0.229143317361575	0.470664298467004	stroma	FALSE	0.0865826151255491	FALSE
Hypoxia	Hif1a	Endothelial	0.132691634581729	0.191109555477774	stroma	FALSE	0.0662983974697545	FALSE
Hypoxia	Hif1a	all	0.119549981096522	0.164465848791962	stroma	FALSE	0.0662983974697545	FALSE
Hypoxia	Hif1a	immune	0.174557421697685	0.26172038129823	stroma	FALSE	0.0662983974697545	FALSE
Hypoxia	Hif1a	stroma	0.0662983974697545	0.0875469916052022	stroma	TRUE	0.0662983974697545	FALSE
Hypoxia	Hif1a	tumor	0.143188900333307	0.195594933242462	stroma	FALSE	0.0662983974697545	FALSE
Hypoxia	Ldha	Endothelial	0.225201260063003	0.383724186209311	stroma	FALSE	0.195562128339122	FALSE
Hypoxia	Ldha	all	0.338405372286684	0.71723924060923	stroma	FALSE	0.195562128339122	FALSE
Hypoxia	Ldha	immune	0.391466182478439	0.872873354516568	stroma	FALSE	0.195562128339122	FALSE
Hypoxia	Ldha	stroma	0.195562128339122	0.35515773644933	stroma	TRUE	0.195562128339122	FALSE
Hypoxia	Ldha	tumor	0.417829805008142	0.914984042344518	stroma	FALSE	0.195562128339122	FALSE
Hypoxia	Ndrg1	Endothelial	0.0991949597479874	0.163843192159608	stroma	FALSE	0.124967533072769	FALSE
Hypoxia	Ndrg1	all	0.202618615560035	0.468292265402248	stroma	FALSE	0.124967533072769	FALSE
Hypoxia	Ndrg1	immune	0.160376758965048	0.314484793463459	stroma	FALSE	0.124967533072769	FALSE
Hypoxia	Ndrg1	stroma	0.124967533072769	0.285849390740246	stroma	TRUE	0.124967533072769	FALSE
Hypoxia	Ndrg1	tumor	0.257840174214983	0.607283213961814	stroma	FALSE	0.124967533072769	FALSE
Hypoxia	Slc2a1	Endothelial	0.0547077353867693	0.072103605180259	stroma	FALSE	0.0465783897646847	TRUE
Hypoxia	Slc2a1	all	0.0959311715554057	0.137356670131946	stroma	FALSE	0.0465783897646847	TRUE
Hypoxia	Slc2a1	immune	0.098302315024966	0.138683613254653	stroma	FALSE	0.0465783897646847	TRUE
Hypoxia	Slc2a1	stroma	0.0465783897646847	0.0642515829568827	stroma	TRUE	0.0465783897646847	TRUE
Hypoxia	Slc2a1	tumor	0.126077401359843	0.18238188681103	stroma	FALSE	0.0465783897646847	TRUE
Hypoxia	Vegfa	Endothelial	0.0893594679733987	0.133006650332517	stroma	FALSE	0.105261195652849	FALSE
Hypoxia	Vegfa	all	0.169609573288934	0.313071271057808	stroma	FALSE	0.105261195652849	FALSE
Hypoxia	Vegfa	immune	0.14635497049478	0.264875170222424	stroma	FALSE	0.105261195652849	FALSE
Hypoxia	Vegfa	stroma	0.105261195652849	0.192328484524616	stroma	TRUE	0.105261195652849	FALSE
