readout_class	unit	feature	contrast	effect	effect_type	ci_low	ci_high	se	stat	pvalue	padj_own	hypothesis	tier	n_per_arm	dataset	padj_confirmatory	padj_exploratory	mde	mde_scale	abs_effect_lt_mde	clears_mde	trend_call	n_panel	n_set_total	panel_cov_frac	detection_padj	level_padj	mean_among_expr_max	call_class	interpretable	dose_confounded	independent
DE	Endothelial	Pecam1	SBRT_vs_Ctrl	0.208243018268678	log2FC	-0.28914551496882	0.705631551506176	0.25376965981505	1.57845474549295	0.114461176800653	0.41134379569102		exploratory	12	Mutter_02		0.41134379569102	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.578259011383875	0.753795618523421	1.4	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Pf4	SBRT_vs_Ctrl	0.225542192074974	log2FC	-0.23448048020561	0.685564864355557	0.234705445041114	1.62528173387527	0.104102541692441	0.391525097042487		exploratory	12	Mutter_02		0.391525097042487	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.448724441248844	0.760731067431871	1.32	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Pfn1	SBRT_vs_Ctrl	0.655105617555091	log2FC	0.0607071155388499	1.24950411957133	0.303264541845021	3.08431899287526	0.00204018714575472	0.0370372435690857		exploratory	12	Mutter_02		0.0370372435690857	0.80711066725836	log2_fold_change	TRUE	FALSE	up				0.27214530877348	0.338216915525369	2.25	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Pgr	SBRT_vs_Ctrl	0.0855501116992877	log2FC	-0.27966242525915	0.450762648657725	0.186332927019611	0.733542184565759	0.463227808672277	0.772591963580617		exploratory	12	Mutter_02		0.772591963580617	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.875445797940411	0.64009294889634	1.28	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Phlda2	SBRT_vs_Ctrl	-0.0423154761622214	log2FC	-0.435535242223168	0.350904289898725	0.200622329622932	-0.422258887165064	0.672836063312333	0.867964808034159		exploratory	12	Mutter_02		0.867964808034159	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.936842542160371	0.468055454249858	1.23	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Pigr	SBRT_vs_Ctrl	-0.012935181352772	log2FC	-0.4010667100358	0.375196347330256	0.198026290144402	-0.142034712255845	0.887052587212926	0.945121492470657		exploratory	12	Mutter_02		0.945121492470657	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.966423834018416	0.740077937035704	1.14	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Plac8	SBRT_vs_Ctrl	-0.0296151503391246	log2FC	-0.464862757742918	0.405632457064669	0.222065105818262	-0.544086213821022	0.586382146845403	0.845106483392459		exploratory	12	Mutter_02		0.845106483392459	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.67364540217678	0.984515291282292	1.3	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Plac9	SBRT_vs_Ctrl	-0.0823263150298607	log2FC	-0.439479557863187	0.274826927803465	0.182221042261901	-0.706627179984344	0.479798193602795	0.777790525241618		exploratory	12	Mutter_02		0.777790525241618	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.82620694040384	0.984515291282292	1.27	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Plekhg2	SBRT_vs_Ctrl	0.435977839007487	log2FC	-0.0550722600926664	0.92702793810764	0.250535764847017	2.56263027859067	0.0103882605686293	0.0970265122815052		exploratory	12	Mutter_02		0.0970265122815052	0.80711066725836	log2_fold_change	TRUE	FALSE	up				0.317964596586528	0.692735483618261	1.46	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Pnoc	SBRT_vs_Ctrl	-0.118067577670019	log2FC	-0.521837442296891	0.285702286956853	0.206005032972894	-1.02052547539316	0.307479313521041	0.653560768199037		exploratory	12	Mutter_02		0.653560768199037	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.784652413023878	0.64009294889634	1.41	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Pou5f1	SBRT_vs_Ctrl	-0.125997554371914	log2FC	-0.542692721225816	0.290697612481988	0.21259957492546	-1.07482579999831	0.282452727162115	0.632705580992154		exploratory	12	Mutter_02		0.632705580992154	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.596890900155123	0.864939496134263	1.33	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Ppara	SBRT_vs_Ctrl	-0.0867269890002053	log2FC	-0.522314782768923	0.348860804768512	0.222238670290162	-0.913094719725074	0.361192727186422	0.700454180304694		exploratory	12	Mutter_02		0.700454180304694	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.695063023837079	0.692735483618261	1.11	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Ppard	SBRT_vs_Ctrl	0.0510714316637752	log2FC	-0.242120494420923	0.344263357748473	0.149587717390152	0.44982718661702	0.652835053188548	0.862599058911495		exploratory	12	Mutter_02		0.862599058911495	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.808556854014068	0.915370423017073	1.35	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Pparg	SBRT_vs_Ctrl	-0.124507705738929	log2FC	-0.468079795145988	0.219064383668129	0.17529188235054	-1.03086905877138	0.302602228051758	0.652183797444885		exploratory	12	Mutter_02		0.652183797444885	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.835428703397074	0.548928745298659	1.31	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Ppia	SBRT_vs_Ctrl	0.458939602383733	log2FC	0.0443432954636686	0.873535909303797	0.211528728020441	2.87251098261534	0.00407223924284577	0.0573760275409912		exploratory	12	Mutter_02		0.0573760275409912	0.80711066725836	log2_fold_change	TRUE	FALSE	up				0.262004504530115	0.465190533323572	6.48	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Prf1	SBRT_vs_Ctrl	-0.0954963406657406	log2FC	-0.436408719471703	0.245416038140221	0.173934887145899	-0.807666730438094	0.419282460751758	0.741032161409681		exploratory	12	Mutter_02		0.741032161409681	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.875603890482687	0.468055454249858	1.24	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Prss2	SBRT_vs_Ctrl	-0.170955979769733	log2FC	-0.559358121730076	0.21744616219061	0.198164358143032	-1.32569865085196	0.184939534494002	0.533892723432226		exploratory	12	Mutter_02		0.533892723432226	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.547843710531132	0.625610695250116	1.31	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Prss34	SBRT_vs_Ctrl	-0.066283812400751	log2FC	-0.436416464613718	0.303848839812216	0.188843189904575	-0.591034090144176	0.554497579745894	0.832704421732498		exploratory	12	Mutter_02		0.832704421732498	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.939310973390223	0.875583896754874	1.37	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Prtn3	SBRT_vs_Ctrl	-0.30557148943778	log2FC	-0.819542234557923	0.208399255682363	0.262229972000073	-1.97474297496313	0.0482973233385754	0.266675507270036		exploratory	12	Mutter_02		0.266675507270036	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.442765271025236	0.504335300260227	1.3	ambiguous	TRUE	FALSE	TRUE
