cell_type	pathway_name	dataset	pearson_r	n_samples
Macrophages	HALLMARK_HEME_METABOLISM	Mutter_01	0.8668	8
Macrophages	HALLMARK_HYPOXIA	Mutter_01	0.9017	8
Macrophages	HALLMARK_IL2_STAT5_SIGNALING	Mutter_01	0.9616	8
Macrophages	HALLMARK_IL6_JAK_STAT3_SIGNALING	Mutter_01	0.9931	8
Macrophages	HALLMARK_INFLAMMATORY_RESPONSE	Mutter_01	0.9922	8
Macrophages	HALLMARK_INTERFERON_ALPHA_RESPONSE	Mutter_01	0.9077	8
Macrophages	HALLMARK_INTERFERON_GAMMA_RESPONSE	Mutter_01	0.9768	8
Macrophages	HALLMARK_KRAS_SIGNALING_DN	Mutter_01	-0.3526	8
Macrophages	HALLMARK_KRAS_SIGNALING_UP	Mutter_01	0.9682	8
Macrophages	HALLMARK_MITOTIC_SPINDLE	Mutter_01	0.9856	8
Macrophages	HALLMARK_MTORC1_SIGNALING	Mutter_01	0.8935	8
Macrophages	HALLMARK_MYC_TARGETS_V1	Mutter_01	0.6655	8
Macrophages	HALLMARK_MYOGENESIS	Mutter_01	0.9917	8
Macrophages	HALLMARK_NOTCH_SIGNALING	Mutter_01	0.9958	8
Macrophages	HALLMARK_P53_PATHWAY	Mutter_01	0.7755	8
Macrophages	HALLMARK_PEROXISOME	Mutter_01	0.9663	8
Macrophages	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Mutter_01	0.8955	8
Macrophages	HALLMARK_PROTEIN_SECRETION	Mutter_01	0.135	8
Macrophages	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Mutter_01	0.9156	8
Macrophages	HALLMARK_SPERMATOGENESIS	Mutter_01	0.9707	8
Macrophages	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Mutter_01	0.9718	8
Macrophages	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Mutter_01	0.0309	8
Macrophages	HALLMARK_UV_RESPONSE_DN	Mutter_01	0.9883	8
Macrophages	HALLMARK_UV_RESPONSE_UP	Mutter_01	0.4603	8
Macrophages	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Mutter_01	0.9517	8
Macrophages	HALLMARK_XENOBIOTIC_METABOLISM	Mutter_01	0.9932	8
Macrophages	Hypoxia	Mutter_01	0.8905	8
Macrophages	SASP	Mutter_01	0.9491	8
Macrophages	Stromal_stress_senescence	Mutter_01	0.9561	8
Macrophages	TypeII_interferon	Mutter_01	0.954	8
Macrophages	TypeI_interferon	Mutter_01	0.9513	8
Mast cells	Angiogenesis	Mutter_01	0.979	8
Mast cells	DNA_Damage_Repair	Mutter_01	0.9768	8
Mast cells	Fibrosis_remodeling	Mutter_01	0.9895	8
Mast cells	HALLMARK_ADIPOGENESIS	Mutter_01	0.8633	8
Mast cells	HALLMARK_ALLOGRAFT_REJECTION	Mutter_01	0.9986	8
Mast cells	HALLMARK_ANDROGEN_RESPONSE	Mutter_01	0.9437	8
Mast cells	HALLMARK_ANGIOGENESIS	Mutter_01	0.9844	8
Mast cells	HALLMARK_APICAL_JUNCTION	Mutter_01	0.9404	8
Mast cells	HALLMARK_APICAL_SURFACE	Mutter_01	0.9878	8
Mast cells	HALLMARK_APOPTOSIS	Mutter_01	0.9917	8
Mast cells	HALLMARK_BILE_ACID_METABOLISM	Mutter_01	0.9072	8
Mast cells	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Mutter_01	0.9319	8
Mast cells	HALLMARK_COAGULATION	Mutter_01	0.9333	8
Mast cells	HALLMARK_COMPLEMENT	Mutter_01	0.9806	8
Mast cells	HALLMARK_DNA_REPAIR	Mutter_01	0.9935	8
Mast cells	HALLMARK_E2F_TARGETS	Mutter_01	0.9699	8
Mast cells	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION;HALLMARK_TGF_BETA_SIGNALING	Mutter_01	0.9927	8
Mast cells	HALLMARK_ESTROGEN_RESPONSE_EARLY	Mutter_01	0.984	8
Mast cells	HALLMARK_ESTROGEN_RESPONSE_LATE	Mutter_01	0.9872	8
Mast cells	HALLMARK_FATTY_ACID_METABOLISM	Mutter_01	0.9641	8
Mast cells	HALLMARK_G2M_CHECKPOINT	Mutter_01	0.9077	8
Mast cells	HALLMARK_GLYCOLYSIS	Mutter_01	0.9705	8
Mast cells	HALLMARK_HEDGEHOG_SIGNALING	Mutter_01	0.9715	8
Mast cells	HALLMARK_HEME_METABOLISM	Mutter_01	0.9318	8
Mast cells	HALLMARK_HYPOXIA	Mutter_01	0.9871	8
Mast cells	HALLMARK_IL2_STAT5_SIGNALING	Mutter_01	0.9543	8
Mast cells	HALLMARK_IL6_JAK_STAT3_SIGNALING	Mutter_01	0.9824	8
Mast cells	HALLMARK_INFLAMMATORY_RESPONSE	Mutter_01	0.9567	8
Mast cells	HALLMARK_INTERFERON_ALPHA_RESPONSE	Mutter_01	0.8807	8
Mast cells	HALLMARK_INTERFERON_GAMMA_RESPONSE	Mutter_01	0.9823	8
Mast cells	HALLMARK_KRAS_SIGNALING_DN	Mutter_01	0.9407	8
Mast cells	HALLMARK_KRAS_SIGNALING_UP	Mutter_01	0.9745	8
Mast cells	HALLMARK_MITOTIC_SPINDLE	Mutter_01	0.9872	8
Mast cells	HALLMARK_MTORC1_SIGNALING	Mutter_01	0.9429	8
Mast cells	HALLMARK_MYC_TARGETS_V1	Mutter_01	0.9383	8
Mast cells	HALLMARK_MYOGENESIS	Mutter_01	0.9915	8
Mast cells	HALLMARK_NOTCH_SIGNALING	Mutter_01	0.9851	8
Mast cells	HALLMARK_P53_PATHWAY	Mutter_01	0.939	8
Mast cells	HALLMARK_PEROXISOME	Mutter_01	0.9841	8
Mast cells	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Mutter_01	0.8347	8
Mast cells	HALLMARK_PROTEIN_SECRETION	Mutter_01	0.9723	8
Mast cells	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Mutter_01	0.9975	8
Mast cells	HALLMARK_SPERMATOGENESIS	Mutter_01	0.9465	8
Mast cells	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Mutter_01	0.9769	8
Mast cells	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Mutter_01	0.9305	8
Mast cells	HALLMARK_UV_RESPONSE_DN	Mutter_01	0.9959	8
Mast cells	HALLMARK_UV_RESPONSE_UP	Mutter_01	0.9762	8
Mast cells	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Mutter_01	0.966	8
Mast cells	HALLMARK_XENOBIOTIC_METABOLISM	Mutter_01	0.9688	8
Mast cells	Hypoxia	Mutter_01	0.9776	8
Mast cells	SASP	Mutter_01	0.9775	8
Mast cells	Stromal_stress_senescence	Mutter_01	0.9798	8
Mast cells	TypeII_interferon	Mutter_01	0.9882	8
Mast cells	TypeI_interferon	Mutter_01	0.962	8
NK cells	Angiogenesis	Mutter_01	0.9327	8
NK cells	DNA_Damage_Repair	Mutter_01	0.8902	8
NK cells	Fibrosis_remodeling	Mutter_01	0.9962	8
NK cells	HALLMARK_ADIPOGENESIS	Mutter_01	0.9458	8
NK cells	HALLMARK_ALLOGRAFT_REJECTION	Mutter_01	0.9929	8
NK cells	HALLMARK_ANDROGEN_RESPONSE	Mutter_01	0.9118	8
NK cells	HALLMARK_ANGIOGENESIS	Mutter_01	0.9917	8
NK cells	HALLMARK_APICAL_JUNCTION	Mutter_01	0.8105	8
NK cells	HALLMARK_APICAL_SURFACE	Mutter_01	0.9851	8
NK cells	HALLMARK_APOPTOSIS	Mutter_01	0.9353	8
NK cells	HALLMARK_BILE_ACID_METABOLISM	Mutter_01	0.8835	8
NK cells	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Mutter_01	0.4968	8
NK cells	HALLMARK_COAGULATION	Mutter_01	0.7299	8
NK cells	HALLMARK_COMPLEMENT	Mutter_01	0.9777	8
NK cells	HALLMARK_DNA_REPAIR	Mutter_01	0.394	8
NK cells	HALLMARK_E2F_TARGETS	Mutter_01	0.9174	8
NK cells	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION;HALLMARK_TGF_BETA_SIGNALING	Mutter_01	0.9985	8
NK cells	HALLMARK_ESTROGEN_RESPONSE_EARLY	Mutter_01	0.9856	8
NK cells	HALLMARK_ESTROGEN_RESPONSE_LATE	Mutter_01	0.9641	8
NK cells	HALLMARK_FATTY_ACID_METABOLISM	Mutter_01	0.991	8
NK cells	HALLMARK_G2M_CHECKPOINT	Mutter_01	0.7046	8
NK cells	HALLMARK_GLYCOLYSIS	Mutter_01	0.9057	8
NK cells	HALLMARK_HEDGEHOG_SIGNALING	Mutter_01	0.4745	8
NK cells	HALLMARK_HEME_METABOLISM	Mutter_01	0.3415	8
NK cells	HALLMARK_HYPOXIA	Mutter_01	0.9674	8
NK cells	HALLMARK_IL2_STAT5_SIGNALING	Mutter_01	0.9987	8
NK cells	HALLMARK_IL6_JAK_STAT3_SIGNALING	Mutter_01	0.9981	8
NK cells	HALLMARK_INFLAMMATORY_RESPONSE	Mutter_01	0.9203	8
NK cells	HALLMARK_INTERFERON_ALPHA_RESPONSE	Mutter_01	0.5193	8
NK cells	HALLMARK_INTERFERON_GAMMA_RESPONSE	Mutter_01	0.7209	8
NK cells	HALLMARK_KRAS_SIGNALING_DN	Mutter_01	0.8852	8
NK cells	HALLMARK_KRAS_SIGNALING_UP	Mutter_01	0.8697	8
NK cells	HALLMARK_MITOTIC_SPINDLE	Mutter_01	0.9622	8
NK cells	HALLMARK_MTORC1_SIGNALING	Mutter_01	0.9794	8
NK cells	HALLMARK_MYC_TARGETS_V1	Mutter_01	0.9808	8
NK cells	HALLMARK_MYOGENESIS	Mutter_01	0.9815	8
NK cells	HALLMARK_NOTCH_SIGNALING	Mutter_01	0.929	8
NK cells	HALLMARK_P53_PATHWAY	Mutter_01	0.8848	8
NK cells	HALLMARK_PEROXISOME	Mutter_01	0.9956	8
NK cells	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Mutter_01	0.9591	8
NK cells	HALLMARK_PROTEIN_SECRETION	Mutter_01	0.3257	8
NK cells	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Mutter_01	0.9853	8
NK cells	HALLMARK_SPERMATOGENESIS	Mutter_01	0.9799	8
NK cells	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Mutter_01	0.9746	8
NK cells	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Mutter_01	0.624	8
NK cells	HALLMARK_UV_RESPONSE_DN	Mutter_01	0.9913	8
NK cells	HALLMARK_UV_RESPONSE_UP	Mutter_01	0.5995	8
NK cells	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Mutter_01	0.8521	8
NK cells	HALLMARK_XENOBIOTIC_METABOLISM	Mutter_01	0.9884	8
NK cells	Hypoxia	Mutter_01	0.9405	8
NK cells	SASP	Mutter_01	0.9568	8
NK cells	Stromal_stress_senescence	Mutter_01	0.9926	8
NK cells	TypeII_interferon	Mutter_01	0.8586	8
NK cells	TypeI_interferon	Mutter_01	0.6964	8
Neutrophils	Angiogenesis	Mutter_01	0.9672	8
Neutrophils	DNA_Damage_Repair	Mutter_01	0.9564	8
Neutrophils	Fibrosis_remodeling	Mutter_01	0.9915	8
Neutrophils	HALLMARK_ADIPOGENESIS	Mutter_01	0.9967	8
Neutrophils	HALLMARK_ALLOGRAFT_REJECTION	Mutter_01	0.9777	8
Neutrophils	HALLMARK_ANDROGEN_RESPONSE	Mutter_01	0.8819	8
Neutrophils	HALLMARK_ANGIOGENESIS	Mutter_01	0.9879	8
Neutrophils	HALLMARK_APICAL_JUNCTION	Mutter_01	0.9652	8
Neutrophils	HALLMARK_APICAL_SURFACE	Mutter_01	0.9885	8
Neutrophils	HALLMARK_APOPTOSIS	Mutter_01	0.9397	8
Neutrophils	HALLMARK_BILE_ACID_METABOLISM	Mutter_01	0.9895	8
Neutrophils	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Mutter_01	0.9364	8
Neutrophils	HALLMARK_COAGULATION	Mutter_01	0.9061	8
Neutrophils	HALLMARK_COMPLEMENT	Mutter_01	0.9551	8
Neutrophils	HALLMARK_DNA_REPAIR	Mutter_01	0.9492	8
Neutrophils	HALLMARK_E2F_TARGETS	Mutter_01	0.9777	8
Neutrophils	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION;HALLMARK_TGF_BETA_SIGNALING	Mutter_01	0.9914	8
Neutrophils	HALLMARK_ESTROGEN_RESPONSE_EARLY	Mutter_01	0.9824	8
Neutrophils	HALLMARK_ESTROGEN_RESPONSE_LATE	Mutter_01	0.9429	8
Neutrophils	HALLMARK_FATTY_ACID_METABOLISM	Mutter_01	0.994	8
Neutrophils	HALLMARK_G2M_CHECKPOINT	Mutter_01	0.9463	8
Neutrophils	HALLMARK_GLYCOLYSIS	Mutter_01	0.9847	8
Neutrophils	HALLMARK_HEDGEHOG_SIGNALING	Mutter_01	0.9869	8
Neutrophils	HALLMARK_HEME_METABOLISM	Mutter_01	0.9722	8
Neutrophils	HALLMARK_HYPOXIA	Mutter_01	0.9824	8
Neutrophils	HALLMARK_IL2_STAT5_SIGNALING	Mutter_01	0.9513	8
Neutrophils	HALLMARK_IL6_JAK_STAT3_SIGNALING	Mutter_01	0.9964	8
Neutrophils	HALLMARK_INFLAMMATORY_RESPONSE	Mutter_01	0.9896	8
Neutrophils	HALLMARK_INTERFERON_ALPHA_RESPONSE	Mutter_01	0.8951	8
Neutrophils	HALLMARK_INTERFERON_GAMMA_RESPONSE	Mutter_01	0.975	8
Neutrophils	HALLMARK_KRAS_SIGNALING_DN	Mutter_01	0.9333	8
Neutrophils	HALLMARK_KRAS_SIGNALING_UP	Mutter_01	0.9557	8
Neutrophils	HALLMARK_MITOTIC_SPINDLE	Mutter_01	0.9466	8
Neutrophils	HALLMARK_MTORC1_SIGNALING	Mutter_01	0.8832	8
Neutrophils	HALLMARK_MYC_TARGETS_V1	Mutter_01	0.5049	8
Neutrophils	HALLMARK_MYOGENESIS	Mutter_01	0.9916	8
Neutrophils	HALLMARK_NOTCH_SIGNALING	Mutter_01	0.9803	8
Neutrophils	HALLMARK_P53_PATHWAY	Mutter_01	0.8442	8
Neutrophils	HALLMARK_PEROXISOME	Mutter_01	0.948	8
Neutrophils	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Mutter_01	0.8588	8
Neutrophils	HALLMARK_PROTEIN_SECRETION	Mutter_01	0.5698	8
Neutrophils	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Mutter_01	0.9966	8
Neutrophils	HALLMARK_SPERMATOGENESIS	Mutter_01	0.9733	8
Neutrophils	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Mutter_01	0.9933	8
Neutrophils	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Mutter_01	0.9523	8
Neutrophils	HALLMARK_UV_RESPONSE_DN	Mutter_01	0.9777	8
Neutrophils	HALLMARK_UV_RESPONSE_UP	Mutter_01	0.9807	8
Neutrophils	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Mutter_01	0.9969	8
Neutrophils	HALLMARK_XENOBIOTIC_METABOLISM	Mutter_01	0.9783	8
Neutrophils	Hypoxia	Mutter_01	0.9919	8
Neutrophils	SASP	Mutter_01	0.9371	8
Neutrophils	Stromal_stress_senescence	Mutter_01	0.9872	8
Neutrophils	TypeII_interferon	Mutter_01	0.992	8
Neutrophils	TypeI_interferon	Mutter_01	0.9794	8
Plasma cells	Angiogenesis	Mutter_01	0.9764	8
Plasma cells	DNA_Damage_Repair	Mutter_01	0.822	8
Plasma cells	Fibrosis_remodeling	Mutter_01	0.9972	8
Plasma cells	HALLMARK_ADIPOGENESIS	Mutter_01	0.982	8
Plasma cells	HALLMARK_ALLOGRAFT_REJECTION	Mutter_01	0.984	8
Plasma cells	HALLMARK_ANDROGEN_RESPONSE	Mutter_01	0.9914	8
Plasma cells	HALLMARK_ANGIOGENESIS	Mutter_01	0.924	8
Plasma cells	HALLMARK_APICAL_JUNCTION	Mutter_01	0.8386	8
Plasma cells	HALLMARK_APICAL_SURFACE	Mutter_01	0.6894	8
Plasma cells	HALLMARK_APOPTOSIS	Mutter_01	0.8754	8
Plasma cells	HALLMARK_BILE_ACID_METABOLISM	Mutter_01	0.9829	8
Plasma cells	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Mutter_01	0.4967	8
Plasma cells	HALLMARK_COAGULATION	Mutter_01	0.9011	8
Plasma cells	HALLMARK_COMPLEMENT	Mutter_01	0.9782	8
Plasma cells	HALLMARK_DNA_REPAIR	Mutter_01	0.9875	8
Plasma cells	HALLMARK_E2F_TARGETS	Mutter_01	0.9753	8
Plasma cells	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION;HALLMARK_TGF_BETA_SIGNALING	Mutter_01	0.9908	8
Plasma cells	HALLMARK_ESTROGEN_RESPONSE_EARLY	Mutter_01	0.996	8
Plasma cells	HALLMARK_ESTROGEN_RESPONSE_LATE	Mutter_01	0.9611	8
Plasma cells	HALLMARK_FATTY_ACID_METABOLISM	Mutter_01	0.8251	8
Plasma cells	HALLMARK_G2M_CHECKPOINT	Mutter_01	0.9721	8
Plasma cells	HALLMARK_GLYCOLYSIS	Mutter_01	0.6928	8
Plasma cells	HALLMARK_HEDGEHOG_SIGNALING	Mutter_01	0.9677	8
Plasma cells	HALLMARK_HEME_METABOLISM	Mutter_01	0.9833	8
Plasma cells	HALLMARK_HYPOXIA	Mutter_01	0.9353	8
Plasma cells	HALLMARK_IL2_STAT5_SIGNALING	Mutter_01	0.9874	8
Plasma cells	HALLMARK_IL6_JAK_STAT3_SIGNALING	Mutter_01	0.9693	8
Plasma cells	HALLMARK_INFLAMMATORY_RESPONSE	Mutter_01	0.9963	8
Plasma cells	HALLMARK_INTERFERON_ALPHA_RESPONSE	Mutter_01	0.9627	8
Plasma cells	HALLMARK_INTERFERON_GAMMA_RESPONSE	Mutter_01	0.9409	8
Plasma cells	HALLMARK_KRAS_SIGNALING_DN	Mutter_01	0.6232	8
Plasma cells	HALLMARK_KRAS_SIGNALING_UP	Mutter_01	0.9343	8
Plasma cells	HALLMARK_MITOTIC_SPINDLE	Mutter_01	0.9605	8
Plasma cells	HALLMARK_MTORC1_SIGNALING	Mutter_01	0.9018	8
Plasma cells	HALLMARK_MYC_TARGETS_V1	Mutter_01	0.8912	8
Plasma cells	HALLMARK_MYOGENESIS	Mutter_01	0.9838	8
Plasma cells	HALLMARK_NOTCH_SIGNALING	Mutter_01	0.9215	8
Plasma cells	HALLMARK_P53_PATHWAY	Mutter_01	0.9977	8
Plasma cells	HALLMARK_PEROXISOME	Mutter_01	0.9587	8
Plasma cells	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Mutter_01	0.9111	8
Plasma cells	HALLMARK_PROTEIN_SECRETION	Mutter_01	0.8443	8
Plasma cells	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Mutter_01	0.9718	8
Plasma cells	HALLMARK_SPERMATOGENESIS	Mutter_01	0.5318	8
Plasma cells	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Mutter_01	0.9569	8
Plasma cells	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Mutter_01	0.9651	8
Plasma cells	HALLMARK_UV_RESPONSE_DN	Mutter_01	0.9773	8
Plasma cells	HALLMARK_UV_RESPONSE_UP	Mutter_01	0.9894	8
Plasma cells	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Mutter_01	0.9082	8
Plasma cells	HALLMARK_XENOBIOTIC_METABOLISM	Mutter_01	0.9892	8
Plasma cells	Hypoxia	Mutter_01	0.8227	8
Plasma cells	SASP	Mutter_01	0.9828	8
Plasma cells	Stromal_stress_senescence	Mutter_01	0.8302	8
Plasma cells	TypeII_interferon	Mutter_01	0.9901	8
Plasma cells	TypeI_interferon	Mutter_01	0.9523	8
SmoothMuscle	Angiogenesis	Mutter_01	0.9823	8
SmoothMuscle	DNA_Damage_Repair	Mutter_01	0.8206	8
SmoothMuscle	Fibrosis_remodeling	Mutter_01	0.9923	8
SmoothMuscle	HALLMARK_ADIPOGENESIS	Mutter_01	0.9792	8
SmoothMuscle	HALLMARK_ALLOGRAFT_REJECTION	Mutter_01	0.9995	8
SmoothMuscle	HALLMARK_ANDROGEN_RESPONSE	Mutter_01	0.8859	8
SmoothMuscle	HALLMARK_ANGIOGENESIS	Mutter_01	0.9823	8
SmoothMuscle	HALLMARK_APICAL_JUNCTION	Mutter_01	0.9848	8
SmoothMuscle	HALLMARK_APICAL_SURFACE	Mutter_01	0.9909	8
SmoothMuscle	HALLMARK_APOPTOSIS	Mutter_01	0.974	8
SmoothMuscle	HALLMARK_BILE_ACID_METABOLISM	Mutter_01	0.9593	8
SmoothMuscle	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Mutter_01	0.8825	8
SmoothMuscle	HALLMARK_COAGULATION	Mutter_01	0.962	8
SmoothMuscle	HALLMARK_COMPLEMENT	Mutter_01	0.8903	8
SmoothMuscle	HALLMARK_DNA_REPAIR	Mutter_01	0.9225	8
SmoothMuscle	HALLMARK_E2F_TARGETS	Mutter_01	0.9029	8
SmoothMuscle	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION;HALLMARK_TGF_BETA_SIGNALING	Mutter_01	0.9959	8
SmoothMuscle	HALLMARK_ESTROGEN_RESPONSE_EARLY	Mutter_01	0.9942	8
SmoothMuscle	HALLMARK_ESTROGEN_RESPONSE_LATE	Mutter_01	0.9904	8
SmoothMuscle	HALLMARK_FATTY_ACID_METABOLISM	Mutter_01	0.989	8
SmoothMuscle	HALLMARK_G2M_CHECKPOINT	Mutter_01	0.9282	8
SmoothMuscle	HALLMARK_GLYCOLYSIS	Mutter_01	0.9222	8
SmoothMuscle	HALLMARK_HEDGEHOG_SIGNALING	Mutter_01	0.8639	8
SmoothMuscle	HALLMARK_HEME_METABOLISM	Mutter_01	0.9663	8
SmoothMuscle	HALLMARK_HYPOXIA	Mutter_01	0.9936	8
SmoothMuscle	HALLMARK_IL2_STAT5_SIGNALING	Mutter_01	0.9978	8
SmoothMuscle	HALLMARK_IL6_JAK_STAT3_SIGNALING	Mutter_01	0.9921	8
SmoothMuscle	HALLMARK_INFLAMMATORY_RESPONSE	Mutter_01	0.991	8
SmoothMuscle	HALLMARK_INTERFERON_ALPHA_RESPONSE	Mutter_01	0.9478	8
SmoothMuscle	HALLMARK_INTERFERON_GAMMA_RESPONSE	Mutter_01	0.9824	8
SmoothMuscle	HALLMARK_KRAS_SIGNALING_DN	Mutter_01	0.5118	8
SmoothMuscle	HALLMARK_KRAS_SIGNALING_UP	Mutter_01	0.9977	8
SmoothMuscle	HALLMARK_MITOTIC_SPINDLE	Mutter_01	0.9925	8
SmoothMuscle	HALLMARK_MTORC1_SIGNALING	Mutter_01	0.9656	8
SmoothMuscle	HALLMARK_MYC_TARGETS_V1	Mutter_01	0.8745	8
SmoothMuscle	HALLMARK_MYOGENESIS	Mutter_01	0.9981	8
SmoothMuscle	HALLMARK_NOTCH_SIGNALING	Mutter_01	0.9244	8
SmoothMuscle	HALLMARK_P53_PATHWAY	Mutter_01	0.9242	8
SmoothMuscle	HALLMARK_PEROXISOME	Mutter_01	0.5498	8
SmoothMuscle	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Mutter_01	0.9111	8
SmoothMuscle	HALLMARK_PROTEIN_SECRETION	Mutter_01	0.8069	8
SmoothMuscle	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Mutter_01	0.9966	8
SmoothMuscle	HALLMARK_SPERMATOGENESIS	Mutter_01	0.8915	8
SmoothMuscle	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Mutter_01	0.9549	8
SmoothMuscle	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Mutter_01	0.9488	8
SmoothMuscle	HALLMARK_UV_RESPONSE_DN	Mutter_01	0.9891	8
SmoothMuscle	HALLMARK_UV_RESPONSE_UP	Mutter_01	0.99	8
SmoothMuscle	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Mutter_01	0.6682	8
SmoothMuscle	HALLMARK_XENOBIOTIC_METABOLISM	Mutter_01	0.9177	8
SmoothMuscle	Hypoxia	Mutter_01	0.9883	8
SmoothMuscle	SASP	Mutter_01	0.9554	8
SmoothMuscle	Stromal_stress_senescence	Mutter_01	0.992	8
SmoothMuscle	TypeII_interferon	Mutter_01	0.9442	8
SmoothMuscle	TypeI_interferon	Mutter_01	0.8769	8
T cells	Angiogenesis	Mutter_01	0.9432	8
T cells	DNA_Damage_Repair	Mutter_01	0.9585	8
T cells	Fibrosis_remodeling	Mutter_01	0.9982	8
T cells	HALLMARK_ADIPOGENESIS	Mutter_01	0.9748	8
T cells	HALLMARK_ALLOGRAFT_REJECTION	Mutter_01	0.998	8
T cells	HALLMARK_ANDROGEN_RESPONSE	Mutter_01	0.9485	8
T cells	HALLMARK_ANGIOGENESIS	Mutter_01	0.9301	8
T cells	HALLMARK_APICAL_JUNCTION	Mutter_01	0.9875	8
T cells	HALLMARK_APICAL_SURFACE	Mutter_01	0.9801	8
T cells	HALLMARK_APOPTOSIS	Mutter_01	0.9768	8
T cells	HALLMARK_BILE_ACID_METABOLISM	Mutter_01	0.9704	8
T cells	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Mutter_01	0.9832	8
T cells	HALLMARK_COAGULATION	Mutter_01	0.9539	8
T cells	HALLMARK_COMPLEMENT	Mutter_01	0.9942	8
T cells	HALLMARK_DNA_REPAIR	Mutter_01	0.9652	8
T cells	HALLMARK_E2F_TARGETS	Mutter_01	0.9856	8
T cells	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION;HALLMARK_TGF_BETA_SIGNALING	Mutter_01	0.9924	8
T cells	HALLMARK_ESTROGEN_RESPONSE_EARLY	Mutter_01	0.9813	8
T cells	HALLMARK_ESTROGEN_RESPONSE_LATE	Mutter_01	0.9867	8
T cells	HALLMARK_FATTY_ACID_METABOLISM	Mutter_01	0.9481	8
T cells	HALLMARK_G2M_CHECKPOINT	Mutter_01	0.973	8
T cells	HALLMARK_GLYCOLYSIS	Mutter_01	0.9166	8
T cells	HALLMARK_HEDGEHOG_SIGNALING	Mutter_01	0.7953	8
T cells	HALLMARK_HEME_METABOLISM	Mutter_01	0.9503	8
T cells	HALLMARK_HYPOXIA	Mutter_01	0.9601	8
T cells	HALLMARK_IL2_STAT5_SIGNALING	Mutter_01	0.9921	8
T cells	HALLMARK_IL6_JAK_STAT3_SIGNALING	Mutter_01	0.9985	8
T cells	HALLMARK_INFLAMMATORY_RESPONSE	Mutter_01	0.9977	8
T cells	HALLMARK_INTERFERON_ALPHA_RESPONSE	Mutter_01	0.9737	8
T cells	HALLMARK_INTERFERON_GAMMA_RESPONSE	Mutter_01	0.9815	8
T cells	HALLMARK_KRAS_SIGNALING_DN	Mutter_01	0.7594	8
T cells	HALLMARK_KRAS_SIGNALING_UP	Mutter_01	0.9473	8
T cells	HALLMARK_MITOTIC_SPINDLE	Mutter_01	0.8721	8
T cells	HALLMARK_MTORC1_SIGNALING	Mutter_01	0.9276	8
T cells	HALLMARK_MYC_TARGETS_V1	Mutter_01	0.9725	8
T cells	HALLMARK_MYOGENESIS	Mutter_01	0.9921	8
T cells	HALLMARK_NOTCH_SIGNALING	Mutter_01	0.7627	8
T cells	HALLMARK_P53_PATHWAY	Mutter_01	0.91	8
T cells	HALLMARK_PEROXISOME	Mutter_01	0.9721	8
T cells	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Mutter_01	0.8947	8
T cells	HALLMARK_PROTEIN_SECRETION	Mutter_01	0.8741	8
T cells	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Mutter_01	0.9709	8
