cell_type	pathway_name	dataset	pearson_r	n_samples
Macrophages	HALLMARK_G2M_CHECKPOINT	Mutter_01	0.9105	8
Macrophages	HALLMARK_GLYCOLYSIS	Mutter_01	0.3313	8
Macrophages	HALLMARK_HEDGEHOG_SIGNALING	Mutter_01	0.9551	8
Macrophages	HALLMARK_HEME_METABOLISM	Mutter_01	0.8649	8
Macrophages	HALLMARK_HYPOXIA	Mutter_01	0.9297	8
Macrophages	HALLMARK_IL2_STAT5_SIGNALING	Mutter_01	0.9726	8
Macrophages	HALLMARK_IL6_JAK_STAT3_SIGNALING	Mutter_01	0.9793	8
Macrophages	HALLMARK_INFLAMMATORY_RESPONSE	Mutter_01	0.9864	8
Macrophages	HALLMARK_INTERFERON_ALPHA_RESPONSE	Mutter_01	0.9009	8
Macrophages	HALLMARK_INTERFERON_GAMMA_RESPONSE	Mutter_01	0.9867	8
Macrophages	HALLMARK_KRAS_SIGNALING_DN	Mutter_01	-0.3992	8
Macrophages	HALLMARK_KRAS_SIGNALING_UP	Mutter_01	0.9698	8
Macrophages	HALLMARK_MITOTIC_SPINDLE	Mutter_01	0.9652	8
Macrophages	HALLMARK_MTORC1_SIGNALING	Mutter_01	0.8463	8
Macrophages	HALLMARK_MYC_TARGETS_V1	Mutter_01	0.577	8
Macrophages	HALLMARK_MYC_TARGETS_V2	Mutter_01	0.962	8
Macrophages	HALLMARK_MYOGENESIS	Mutter_01	0.9937	8
Macrophages	HALLMARK_NOTCH_SIGNALING	Mutter_01	0.9963	8
Macrophages	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Mutter_01	0.7174	8
Macrophages	HALLMARK_P53_PATHWAY	Mutter_01	0.8012	8
Macrophages	HALLMARK_PANCREAS_BETA_CELLS	Mutter_01	0.8207	8
Macrophages	HALLMARK_PEROXISOME	Mutter_01	0.9496	8
Macrophages	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Mutter_01	0.9145	8
Macrophages	HALLMARK_PROTEIN_SECRETION	Mutter_01	0.3672	8
Macrophages	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Mutter_01	0.972	8
Macrophages	HALLMARK_SPERMATOGENESIS	Mutter_01	0.9528	8
Macrophages	HALLMARK_TGF_BETA_SIGNALING	Mutter_01	0.8613	8
Macrophages	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Mutter_01	0.9741	8
Macrophages	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Mutter_01	0.2697	8
Macrophages	HALLMARK_UV_RESPONSE_DN	Mutter_01	0.9967	8
Macrophages	HALLMARK_UV_RESPONSE_UP	Mutter_01	0.7859	8
Macrophages	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Mutter_01	0.9621	8
Macrophages	HALLMARK_XENOBIOTIC_METABOLISM	Mutter_01	0.9949	8
Macrophages	STING	Mutter_01	0.9658	8
Macrophages	TypeII_interferon	Mutter_01	0.9884	8
Macrophages	TypeI_interferon	Mutter_01	0.9242	8
Mast cells	DNA_Damage_Repair	Mutter_01	0.9924	8
Mast cells	HALLMARK_ADIPOGENESIS	Mutter_01	0.9361	8
Mast cells	HALLMARK_ALLOGRAFT_REJECTION	Mutter_01	0.9979	8
Mast cells	HALLMARK_ANDROGEN_RESPONSE	Mutter_01	0.9595	8
Mast cells	HALLMARK_ANGIOGENESIS	Mutter_01	0.9879	8
Mast cells	HALLMARK_APICAL_JUNCTION	Mutter_01	0.9635	8
Mast cells	HALLMARK_APICAL_SURFACE	Mutter_01	0.8654	8
Mast cells	HALLMARK_APOPTOSIS	Mutter_01	0.9918	8
Mast cells	HALLMARK_BILE_ACID_METABOLISM	Mutter_01	0.9127	8
Mast cells	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Mutter_01	0.9456	8
Mast cells	HALLMARK_COAGULATION	Mutter_01	0.9236	8
Mast cells	HALLMARK_COMPLEMENT	Mutter_01	0.9765	8
Mast cells	HALLMARK_DNA_REPAIR	Mutter_01	0.9725	8
Mast cells	HALLMARK_E2F_TARGETS	Mutter_01	0.9689	8
Mast cells	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Mutter_01	0.9851	8
Mast cells	HALLMARK_ESTROGEN_RESPONSE_EARLY	Mutter_01	0.9688	8
Mast cells	HALLMARK_ESTROGEN_RESPONSE_LATE	Mutter_01	0.9458	8
Mast cells	HALLMARK_FATTY_ACID_METABOLISM	Mutter_01	0.9815	8
Mast cells	HALLMARK_G2M_CHECKPOINT	Mutter_01	0.8993	8
Mast cells	HALLMARK_GLYCOLYSIS	Mutter_01	0.9942	8
Mast cells	HALLMARK_HEDGEHOG_SIGNALING	Mutter_01	0.9786	8
Mast cells	HALLMARK_HEME_METABOLISM	Mutter_01	0.9515	8
Mast cells	HALLMARK_HYPOXIA	Mutter_01	0.972	8
Mast cells	HALLMARK_IL2_STAT5_SIGNALING	Mutter_01	0.9615	8
Mast cells	HALLMARK_IL6_JAK_STAT3_SIGNALING	Mutter_01	0.9928	8
Mast cells	HALLMARK_INFLAMMATORY_RESPONSE	Mutter_01	0.9627	8
Mast cells	HALLMARK_INTERFERON_ALPHA_RESPONSE	Mutter_01	0.8708	8
Mast cells	HALLMARK_INTERFERON_GAMMA_RESPONSE	Mutter_01	0.9917	8
Mast cells	HALLMARK_KRAS_SIGNALING_DN	Mutter_01	0.9482	8
Mast cells	HALLMARK_KRAS_SIGNALING_UP	Mutter_01	0.9083	8
Mast cells	HALLMARK_MITOTIC_SPINDLE	Mutter_01	0.9821	8
Mast cells	HALLMARK_MTORC1_SIGNALING	Mutter_01	0.9502	8
Mast cells	HALLMARK_MYC_TARGETS_V1	Mutter_01	0.9424	8
Mast cells	HALLMARK_MYC_TARGETS_V2	Mutter_01	0.9821	8
Mast cells	HALLMARK_MYOGENESIS	Mutter_01	0.9965	8
Mast cells	HALLMARK_NOTCH_SIGNALING	Mutter_01	0.9752	8
Mast cells	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Mutter_01	0.6851	8
Mast cells	HALLMARK_P53_PATHWAY	Mutter_01	0.9725	8
Mast cells	HALLMARK_PANCREAS_BETA_CELLS	Mutter_01	0.8941	8
Mast cells	HALLMARK_PEROXISOME	Mutter_01	0.9708	8
Mast cells	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Mutter_01	0.8514	8
Mast cells	HALLMARK_PROTEIN_SECRETION	Mutter_01	0.951	8
Mast cells	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Mutter_01	0.9822	8
Mast cells	HALLMARK_SPERMATOGENESIS	Mutter_01	0.9305	8
Mast cells	HALLMARK_TGF_BETA_SIGNALING	Mutter_01	0.9023	8
Mast cells	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Mutter_01	0.9809	8
Mast cells	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Mutter_01	0.9119	8
Mast cells	HALLMARK_UV_RESPONSE_DN	Mutter_01	0.9968	8
Mast cells	HALLMARK_UV_RESPONSE_UP	Mutter_01	0.9843	8
Mast cells	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Mutter_01	0.9519	8
Mast cells	HALLMARK_XENOBIOTIC_METABOLISM	Mutter_01	0.9462	8
Mast cells	STING	Mutter_01	0.9981	8
Mast cells	TypeII_interferon	Mutter_01	0.9703	8
Mast cells	TypeI_interferon	Mutter_01	0.8209	8
NK cells	DNA_Damage_Repair	Mutter_01	0.9652	8
NK cells	HALLMARK_ADIPOGENESIS	Mutter_01	0.9148	8
NK cells	HALLMARK_ALLOGRAFT_REJECTION	Mutter_01	0.9883	8
NK cells	HALLMARK_ANDROGEN_RESPONSE	Mutter_01	0.897	8
NK cells	HALLMARK_ANGIOGENESIS	Mutter_01	0.9919	8
NK cells	HALLMARK_APICAL_JUNCTION	Mutter_01	0.8777	8
NK cells	HALLMARK_APICAL_SURFACE	Mutter_01	0.9519	8
NK cells	HALLMARK_APOPTOSIS	Mutter_01	0.9535	8
NK cells	HALLMARK_BILE_ACID_METABOLISM	Mutter_01	0.916	8
NK cells	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Mutter_01	0.6453	8
NK cells	HALLMARK_COAGULATION	Mutter_01	0.6246	8
NK cells	HALLMARK_COMPLEMENT	Mutter_01	0.9845	8
NK cells	HALLMARK_DNA_REPAIR	Mutter_01	0.4743	8
NK cells	HALLMARK_E2F_TARGETS	Mutter_01	0.927	8
NK cells	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Mutter_01	0.9968	8
NK cells	HALLMARK_ESTROGEN_RESPONSE_EARLY	Mutter_01	0.9907	8
NK cells	HALLMARK_ESTROGEN_RESPONSE_LATE	Mutter_01	0.9689	8
NK cells	HALLMARK_FATTY_ACID_METABOLISM	Mutter_01	0.9946	8
NK cells	HALLMARK_G2M_CHECKPOINT	Mutter_01	0.8215	8
NK cells	HALLMARK_GLYCOLYSIS	Mutter_01	0.9307	8
NK cells	HALLMARK_HEDGEHOG_SIGNALING	Mutter_01	0.6225	8
NK cells	HALLMARK_HEME_METABOLISM	Mutter_01	0.3677	8
NK cells	HALLMARK_HYPOXIA	Mutter_01	0.9536	8
NK cells	HALLMARK_IL2_STAT5_SIGNALING	Mutter_01	0.9937	8
NK cells	HALLMARK_IL6_JAK_STAT3_SIGNALING	Mutter_01	0.9923	8
NK cells	HALLMARK_INFLAMMATORY_RESPONSE	Mutter_01	0.9278	8
NK cells	HALLMARK_INTERFERON_ALPHA_RESPONSE	Mutter_01	0.4796	8
NK cells	HALLMARK_INTERFERON_GAMMA_RESPONSE	Mutter_01	0.7657	8
NK cells	HALLMARK_KRAS_SIGNALING_DN	Mutter_01	0.8534	8
NK cells	HALLMARK_KRAS_SIGNALING_UP	Mutter_01	0.9182	8
NK cells	HALLMARK_MITOTIC_SPINDLE	Mutter_01	0.9574	8
NK cells	HALLMARK_MTORC1_SIGNALING	Mutter_01	0.9646	8
NK cells	HALLMARK_MYC_TARGETS_V1	Mutter_01	0.967	8
NK cells	HALLMARK_MYC_TARGETS_V2	Mutter_01	0.9812	8
NK cells	HALLMARK_MYOGENESIS	Mutter_01	0.9796	8
NK cells	HALLMARK_NOTCH_SIGNALING	Mutter_01	0.9734	8
NK cells	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Mutter_01	0.9757	8
NK cells	HALLMARK_P53_PATHWAY	Mutter_01	0.8112	8
NK cells	HALLMARK_PANCREAS_BETA_CELLS	Mutter_01	0.926	8
NK cells	HALLMARK_PEROXISOME	Mutter_01	0.9991	8
NK cells	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Mutter_01	0.9735	8
NK cells	HALLMARK_PROTEIN_SECRETION	Mutter_01	0.7458	8
NK cells	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Mutter_01	0.9822	8
NK cells	HALLMARK_SPERMATOGENESIS	Mutter_01	0.9409	8
NK cells	HALLMARK_TGF_BETA_SIGNALING	Mutter_01	0.9139	8
NK cells	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Mutter_01	0.9595	8
NK cells	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Mutter_01	0.7042	8
NK cells	HALLMARK_UV_RESPONSE_DN	Mutter_01	0.9952	8
NK cells	HALLMARK_UV_RESPONSE_UP	Mutter_01	0.8118	8
NK cells	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Mutter_01	0.862	8
NK cells	HALLMARK_XENOBIOTIC_METABOLISM	Mutter_01	0.9847	8
NK cells	STING	Mutter_01	0.8381	8
NK cells	TypeII_interferon	Mutter_01	0.9322	8
NK cells	TypeI_interferon	Mutter_01	0.7537	8
Neutrophils	DNA_Damage_Repair	Mutter_01	0.9808	8
Neutrophils	HALLMARK_ADIPOGENESIS	Mutter_01	0.9971	8
Neutrophils	HALLMARK_ALLOGRAFT_REJECTION	Mutter_01	0.9484	8
Neutrophils	HALLMARK_ANDROGEN_RESPONSE	Mutter_01	0.8275	8
Neutrophils	HALLMARK_ANGIOGENESIS	Mutter_01	0.9826	8
Neutrophils	HALLMARK_APICAL_JUNCTION	Mutter_01	0.9775	8
Neutrophils	HALLMARK_APICAL_SURFACE	Mutter_01	0.9554	8
Neutrophils	HALLMARK_APOPTOSIS	Mutter_01	0.939	8
Neutrophils	HALLMARK_BILE_ACID_METABOLISM	Mutter_01	0.9903	8
Neutrophils	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Mutter_01	0.9204	8
Neutrophils	HALLMARK_COAGULATION	Mutter_01	0.9127	8
Neutrophils	HALLMARK_COMPLEMENT	Mutter_01	0.9956	8
Neutrophils	HALLMARK_DNA_REPAIR	Mutter_01	0.9274	8
Neutrophils	HALLMARK_E2F_TARGETS	Mutter_01	0.991	8
Neutrophils	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Mutter_01	0.9952	8
Neutrophils	HALLMARK_ESTROGEN_RESPONSE_EARLY	Mutter_01	0.9748	8
Neutrophils	HALLMARK_ESTROGEN_RESPONSE_LATE	Mutter_01	0.9793	8
Neutrophils	HALLMARK_FATTY_ACID_METABOLISM	Mutter_01	0.9951	8
Neutrophils	HALLMARK_G2M_CHECKPOINT	Mutter_01	0.9386	8
Neutrophils	HALLMARK_GLYCOLYSIS	Mutter_01	0.9891	8
Neutrophils	HALLMARK_HEDGEHOG_SIGNALING	Mutter_01	0.9915	8
Neutrophils	HALLMARK_HEME_METABOLISM	Mutter_01	0.9824	8
Neutrophils	HALLMARK_HYPOXIA	Mutter_01	0.9918	8
Neutrophils	HALLMARK_IL2_STAT5_SIGNALING	Mutter_01	0.9887	8
Neutrophils	HALLMARK_IL6_JAK_STAT3_SIGNALING	Mutter_01	0.9976	8
Neutrophils	HALLMARK_INFLAMMATORY_RESPONSE	Mutter_01	0.9901	8
Neutrophils	HALLMARK_INTERFERON_ALPHA_RESPONSE	Mutter_01	0.8256	8
Neutrophils	HALLMARK_INTERFERON_GAMMA_RESPONSE	Mutter_01	0.9626	8
Neutrophils	HALLMARK_KRAS_SIGNALING_DN	Mutter_01	0.8543	8
Neutrophils	HALLMARK_KRAS_SIGNALING_UP	Mutter_01	0.8335	8
Neutrophils	HALLMARK_MITOTIC_SPINDLE	Mutter_01	0.9462	8
Neutrophils	HALLMARK_MTORC1_SIGNALING	Mutter_01	0.9712	8
Neutrophils	HALLMARK_MYC_TARGETS_V1	Mutter_01	0.4076	8
Neutrophils	HALLMARK_MYC_TARGETS_V2	Mutter_01	0.9561	8
Neutrophils	HALLMARK_MYOGENESIS	Mutter_01	0.9907	8
Neutrophils	HALLMARK_NOTCH_SIGNALING	Mutter_01	0.935	8
Neutrophils	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Mutter_01	0.899	8
Neutrophils	HALLMARK_P53_PATHWAY	Mutter_01	0.8695	8
Neutrophils	HALLMARK_PANCREAS_BETA_CELLS	Mutter_01	0.764	8
Neutrophils	HALLMARK_PEROXISOME	Mutter_01	0.9773	8
Neutrophils	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Mutter_01	0.9194	8
Neutrophils	HALLMARK_PROTEIN_SECRETION	Mutter_01	0.5379	8
Neutrophils	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Mutter_01	0.9947	8
Neutrophils	HALLMARK_SPERMATOGENESIS	Mutter_01	0.9319	8
Neutrophils	HALLMARK_TGF_BETA_SIGNALING	Mutter_01	0.9637	8
Neutrophils	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Mutter_01	0.9898	8
Neutrophils	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Mutter_01	0.8966	8
Neutrophils	HALLMARK_UV_RESPONSE_DN	Mutter_01	0.9808	8
Neutrophils	HALLMARK_UV_RESPONSE_UP	Mutter_01	0.9819	8
Neutrophils	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Mutter_01	0.9885	8
Neutrophils	HALLMARK_XENOBIOTIC_METABOLISM	Mutter_01	0.9903	8
Neutrophils	STING	Mutter_01	0.9507	8
Neutrophils	TypeII_interferon	Mutter_01	0.9439	8
Neutrophils	TypeI_interferon	Mutter_01	0.982	8
Plasma cells	DNA_Damage_Repair	Mutter_01	0.9781	8
Plasma cells	HALLMARK_ADIPOGENESIS	Mutter_01	0.9869	8
Plasma cells	HALLMARK_ALLOGRAFT_REJECTION	Mutter_01	0.9942	8
Plasma cells	HALLMARK_ANDROGEN_RESPONSE	Mutter_01	0.9728	8
Plasma cells	HALLMARK_ANGIOGENESIS	Mutter_01	0.9361	8
Plasma cells	HALLMARK_APICAL_JUNCTION	Mutter_01	0.7034	8
Plasma cells	HALLMARK_APICAL_SURFACE	Mutter_01	0.8514	8
Plasma cells	HALLMARK_APOPTOSIS	Mutter_01	0.8698	8
Plasma cells	HALLMARK_BILE_ACID_METABOLISM	Mutter_01	0.9308	8
Plasma cells	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Mutter_01	0.3949	8
Plasma cells	HALLMARK_COAGULATION	Mutter_01	0.9287	8
Plasma cells	HALLMARK_COMPLEMENT	Mutter_01	0.9853	8
Plasma cells	HALLMARK_DNA_REPAIR	Mutter_01	0.9723	8
Plasma cells	HALLMARK_E2F_TARGETS	Mutter_01	0.9712	8
Plasma cells	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Mutter_01	0.9786	8
Plasma cells	HALLMARK_ESTROGEN_RESPONSE_EARLY	Mutter_01	0.9855	8
Plasma cells	HALLMARK_ESTROGEN_RESPONSE_LATE	Mutter_01	0.9648	8
Plasma cells	HALLMARK_FATTY_ACID_METABOLISM	Mutter_01	0.8384	8
Plasma cells	HALLMARK_G2M_CHECKPOINT	Mutter_01	0.8823	8
Plasma cells	HALLMARK_GLYCOLYSIS	Mutter_01	0.5729	8
Plasma cells	HALLMARK_HEDGEHOG_SIGNALING	Mutter_01	0.9874	8
Plasma cells	HALLMARK_HEME_METABOLISM	Mutter_01	0.9904	8
Plasma cells	HALLMARK_HYPOXIA	Mutter_01	0.9213	8
Plasma cells	HALLMARK_IL2_STAT5_SIGNALING	Mutter_01	0.987	8
Plasma cells	HALLMARK_IL6_JAK_STAT3_SIGNALING	Mutter_01	0.9846	8
Plasma cells	HALLMARK_INFLAMMATORY_RESPONSE	Mutter_01	0.9923	8
Plasma cells	HALLMARK_INTERFERON_ALPHA_RESPONSE	Mutter_01	0.8009	8
Plasma cells	HALLMARK_INTERFERON_GAMMA_RESPONSE	Mutter_01	0.9885	8
Plasma cells	HALLMARK_KRAS_SIGNALING_DN	Mutter_01	0.6653	8
Plasma cells	HALLMARK_KRAS_SIGNALING_UP	Mutter_01	0.7703	8
Plasma cells	HALLMARK_MITOTIC_SPINDLE	Mutter_01	0.95	8
Plasma cells	HALLMARK_MTORC1_SIGNALING	Mutter_01	0.8887	8
Plasma cells	HALLMARK_MYC_TARGETS_V1	Mutter_01	0.8941	8
Plasma cells	HALLMARK_MYC_TARGETS_V2	Mutter_01	0.9264	8
Plasma cells	HALLMARK_MYOGENESIS	Mutter_01	0.9939	8
Plasma cells	HALLMARK_NOTCH_SIGNALING	Mutter_01	0.9258	8
Plasma cells	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Mutter_01	0.8516	8
Plasma cells	HALLMARK_P53_PATHWAY	Mutter_01	0.9909	8
Plasma cells	HALLMARK_PANCREAS_BETA_CELLS	Mutter_01	0.8231	8
Plasma cells	HALLMARK_PEROXISOME	Mutter_01	0.9465	8
Plasma cells	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Mutter_01	0.9219	8
Plasma cells	HALLMARK_PROTEIN_SECRETION	Mutter_01	0.8197	8
Plasma cells	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Mutter_01	0.971	8
Plasma cells	HALLMARK_SPERMATOGENESIS	Mutter_01	0.4163	8
Plasma cells	HALLMARK_TGF_BETA_SIGNALING	Mutter_01	0.9396	8
Plasma cells	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Mutter_01	0.9689	8
Plasma cells	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Mutter_01	0.972	8
Plasma cells	HALLMARK_UV_RESPONSE_DN	Mutter_01	0.995	8
Plasma cells	HALLMARK_UV_RESPONSE_UP	Mutter_01	0.9889	8
Plasma cells	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Mutter_01	0.9593	8
Plasma cells	HALLMARK_XENOBIOTIC_METABOLISM	Mutter_01	0.95	8
Plasma cells	STING	Mutter_01	0.9701	8
Plasma cells	TypeII_interferon	Mutter_01	0.9882	8
Plasma cells	TypeI_interferon	Mutter_01	0.8597	8
SmoothMuscle	DNA_Damage_Repair	Mutter_01	0.7111	8
SmoothMuscle	HALLMARK_ADIPOGENESIS	Mutter_01	0.6664	8
SmoothMuscle	HALLMARK_ALLOGRAFT_REJECTION	Mutter_01	0.9987	8
SmoothMuscle	HALLMARK_ANDROGEN_RESPONSE	Mutter_01	0.8291	8
SmoothMuscle	HALLMARK_ANGIOGENESIS	Mutter_01	0.986	8
SmoothMuscle	HALLMARK_APICAL_JUNCTION	Mutter_01	0.9808	8
SmoothMuscle	HALLMARK_APICAL_SURFACE	Mutter_01	0.9947	8
SmoothMuscle	HALLMARK_APOPTOSIS	Mutter_01	0.9065	8
SmoothMuscle	HALLMARK_BILE_ACID_METABOLISM	Mutter_01	0.3909	8
SmoothMuscle	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Mutter_01	0.8404	8
SmoothMuscle	HALLMARK_COAGULATION	Mutter_01	0.9463	8
SmoothMuscle	HALLMARK_COMPLEMENT	Mutter_01	0.939	8
SmoothMuscle	HALLMARK_DNA_REPAIR	Mutter_01	0.9314	8
SmoothMuscle	HALLMARK_E2F_TARGETS	Mutter_01	0.9244	8
SmoothMuscle	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Mutter_01	0.9929	8
SmoothMuscle	HALLMARK_ESTROGEN_RESPONSE_EARLY	Mutter_01	0.9948	8
SmoothMuscle	HALLMARK_ESTROGEN_RESPONSE_LATE	Mutter_01	0.9743	8
SmoothMuscle	HALLMARK_FATTY_ACID_METABOLISM	Mutter_01	0.977	8
SmoothMuscle	HALLMARK_G2M_CHECKPOINT	Mutter_01	0.937	8
SmoothMuscle	HALLMARK_GLYCOLYSIS	Mutter_01	0.9217	8
SmoothMuscle	HALLMARK_HEDGEHOG_SIGNALING	Mutter_01	0.9042	8
SmoothMuscle	HALLMARK_HEME_METABOLISM	Mutter_01	0.9581	8
SmoothMuscle	HALLMARK_HYPOXIA	Mutter_01	0.9926	8
SmoothMuscle	HALLMARK_IL2_STAT5_SIGNALING	Mutter_01	0.9978	8
SmoothMuscle	HALLMARK_IL6_JAK_STAT3_SIGNALING	Mutter_01	0.9972	8
SmoothMuscle	HALLMARK_INFLAMMATORY_RESPONSE	Mutter_01	0.9873	8
SmoothMuscle	HALLMARK_INTERFERON_ALPHA_RESPONSE	Mutter_01	0.9541	8
SmoothMuscle	HALLMARK_INTERFERON_GAMMA_RESPONSE	Mutter_01	0.9895	8
SmoothMuscle	HALLMARK_KRAS_SIGNALING_DN	Mutter_01	0.5061	8
SmoothMuscle	HALLMARK_KRAS_SIGNALING_UP	Mutter_01	0.9959	8
SmoothMuscle	HALLMARK_MITOTIC_SPINDLE	Mutter_01	0.945	8
SmoothMuscle	HALLMARK_MTORC1_SIGNALING	Mutter_01	0.9828	8
SmoothMuscle	HALLMARK_MYC_TARGETS_V1	Mutter_01	0.7502	8
SmoothMuscle	HALLMARK_MYC_TARGETS_V2	Mutter_01	0.9897	8
SmoothMuscle	HALLMARK_MYOGENESIS	Mutter_01	0.998	8
SmoothMuscle	HALLMARK_NOTCH_SIGNALING	Mutter_01	0.9262	8
SmoothMuscle	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Mutter_01	0.988	8
SmoothMuscle	HALLMARK_P53_PATHWAY	Mutter_01	0.8897	8
SmoothMuscle	HALLMARK_PANCREAS_BETA_CELLS	Mutter_01	0.7422	8
SmoothMuscle	HALLMARK_PEROXISOME	Mutter_01	0.7573	8
SmoothMuscle	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Mutter_01	0.8988	8
SmoothMuscle	HALLMARK_PROTEIN_SECRETION	Mutter_01	0.7832	8
SmoothMuscle	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Mutter_01	0.9935	8
SmoothMuscle	HALLMARK_SPERMATOGENESIS	Mutter_01	0.8874	8
SmoothMuscle	HALLMARK_TGF_BETA_SIGNALING	Mutter_01	0.9277	8
SmoothMuscle	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Mutter_01	0.953	8
SmoothMuscle	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Mutter_01	0.9059	8
SmoothMuscle	HALLMARK_UV_RESPONSE_DN	Mutter_01	0.9947	8
SmoothMuscle	HALLMARK_UV_RESPONSE_UP	Mutter_01	0.9752	8
SmoothMuscle	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Mutter_01	0.8863	8
SmoothMuscle	HALLMARK_XENOBIOTIC_METABOLISM	Mutter_01	0.9752	8
SmoothMuscle	STING	Mutter_01	0.8788	8
SmoothMuscle	TypeII_interferon	Mutter_01	0.9762	8
SmoothMuscle	TypeI_interferon	Mutter_01	0.6784	8
T cells	DNA_Damage_Repair	Mutter_01	0.9455	8
T cells	HALLMARK_ADIPOGENESIS	Mutter_01	0.9624	8
T cells	HALLMARK_ALLOGRAFT_REJECTION	Mutter_01	0.9991	8
T cells	HALLMARK_ANDROGEN_RESPONSE	Mutter_01	0.9495	8
T cells	HALLMARK_ANGIOGENESIS	Mutter_01	0.9772	8
T cells	HALLMARK_APICAL_JUNCTION	Mutter_01	0.9759	8
T cells	HALLMARK_APICAL_SURFACE	Mutter_01	0.9693	8
T cells	HALLMARK_APOPTOSIS	Mutter_01	0.9625	8
T cells	HALLMARK_BILE_ACID_METABOLISM	Mutter_01	0.9803	8
T cells	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Mutter_01	0.971	8
T cells	HALLMARK_COAGULATION	Mutter_01	0.963	8
T cells	HALLMARK_COMPLEMENT	Mutter_01	0.9824	8
T cells	HALLMARK_DNA_REPAIR	Mutter_01	0.9705	8
T cells	HALLMARK_E2F_TARGETS	Mutter_01	0.9762	8
T cells	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Mutter_01	0.9809	8
T cells	HALLMARK_ESTROGEN_RESPONSE_EARLY	Mutter_01	0.9627	8
T cells	HALLMARK_ESTROGEN_RESPONSE_LATE	Mutter_01	0.9905	8
T cells	HALLMARK_FATTY_ACID_METABOLISM	Mutter_01	0.9791	8
T cells	HALLMARK_G2M_CHECKPOINT	Mutter_01	0.9555	8
T cells	HALLMARK_GLYCOLYSIS	Mutter_01	0.9631	8
T cells	HALLMARK_HEDGEHOG_SIGNALING	Mutter_01	0.9534	8
T cells	HALLMARK_HEME_METABOLISM	Mutter_01	0.9742	8
T cells	HALLMARK_HYPOXIA	Mutter_01	0.9458	8
T cells	HALLMARK_IL2_STAT5_SIGNALING	Mutter_01	0.9953	8
T cells	HALLMARK_IL6_JAK_STAT3_SIGNALING	Mutter_01	0.9965	8
T cells	HALLMARK_INFLAMMATORY_RESPONSE	Mutter_01	0.9951	8
T cells	HALLMARK_INTERFERON_ALPHA_RESPONSE	Mutter_01	0.9695	8
T cells	HALLMARK_INTERFERON_GAMMA_RESPONSE	Mutter_01	0.9951	8
T cells	HALLMARK_KRAS_SIGNALING_DN	Mutter_01	0.7864	8
T cells	HALLMARK_KRAS_SIGNALING_UP	Mutter_01	0.8483	8
T cells	HALLMARK_MITOTIC_SPINDLE	Mutter_01	0.7534	8
T cells	HALLMARK_MTORC1_SIGNALING	Mutter_01	0.895	8
