sample_id	cell_type	pathway_name	pathway_source	tier	score_type	mean	sd	median	n_cells	condition	timepoint_h	dataset	slide_id	n_set_genes	n_panel_genes	panel_coverage_frac
sam0023	Macrophages	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	UCell	0.541142070191358	0.0150609352301562	0.540224993725927	26233	SBRT_day2	48	Mutter_02	sld0008	201	102	0.5075
sam0012	Macrophages	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	AMS	0.236275563347967	0.348855173357808	0.217039712937638	24565	Control	48	Mutter_02	sld0005	112	17	0.1518
sam0013	Macrophages	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	AMS	0.188962727522448	0.367812130608295	0.173353219139967	42157	MBRT_day2	48	Mutter_02	sld0005	112	17	0.1518
sam0014	Macrophages	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	AMS	0.210070922089465	0.387179004836617	0.196837556402659	23191	SBRT_day2	48	Mutter_02	sld0005	112	17	0.1518
sam0015	Macrophages	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	AMS	0.116312193844364	0.345608995507778	0.0894866765692584	16899	Control	48	Mutter_02	sld0006	112	17	0.1518
sam0016	Macrophages	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	AMS	0.15820519022718	0.338557438292858	0.14055699678346	17550	MBRT_day2	48	Mutter_02	sld0006	112	17	0.1518
sam0017	Macrophages	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	AMS	0.175203095903696	0.375457479885752	0.156441125738213	4842	SBRT_day2	48	Mutter_02	sld0006	112	17	0.1518
sam0018	Macrophages	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	AMS	0.261898839472011	0.40784365862314	0.251331055928855	3647	Control	48	Mutter_02	sld0007	112	17	0.1518
sam0019	Macrophages	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	AMS	0.127014029448386	0.376720901644014	0.116469264979428	4276	MBRT_day2	48	Mutter_02	sld0007	112	17	0.1518
sam0020	Macrophages	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	AMS	0.102485117094782	0.378273230143287	0.0802266925685462	8048	SBRT_day2	48	Mutter_02	sld0007	112	17	0.1518
sam0021	Macrophages	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	AMS	0.0421800775570135	0.35763574613999	0.0111667936225684	2610	Control	48	Mutter_02	sld0008	112	17	0.1518
sam0022	Macrophages	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	AMS	0.165855424618348	0.380318891144262	0.142208747886162	8722	MBRT_day2	48	Mutter_02	sld0008	112	17	0.1518
sam0023	Macrophages	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	AMS	0.27979778834295	0.386098896142775	0.271191074197499	26233	SBRT_day2	48	Mutter_02	sld0008	112	17	0.1518
sam0012	Macrophages	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	UCell	0.56172004365616	0.0434802288809892	0.5585422266675	24565	Control	48	Mutter_02	sld0005	112	17	0.1518
sam0013	Macrophages	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	UCell	0.556414310307663	0.0458680675051866	0.553353753828843	42157	MBRT_day2	48	Mutter_02	sld0005	112	17	0.1518
sam0014	Macrophages	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	UCell	0.557207096959369	0.0467951622203603	0.554760267550166	23191	SBRT_day2	48	Mutter_02	sld0005	112	17	0.1518
sam0015	Macrophages	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	UCell	0.544737464329355	0.040698488437326	0.53997624554604	16899	Control	48	Mutter_02	sld0006	112	17	0.1518
sam0016	Macrophages	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	UCell	0.550176480739712	0.0409592019867932	0.545102206663749	17550	MBRT_day2	48	Mutter_02	sld0006	112	17	0.1518
sam0017	Macrophages	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	UCell	0.551164823681183	0.0443921718968649	0.54657123210602	4842	SBRT_day2	48	Mutter_02	sld0006	112	17	0.1518
sam0018	Macrophages	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	UCell	0.565466775294567	0.0518669921711608	0.562668000250047	3647	Control	48	Mutter_02	sld0007	112	17	0.1518
sam0019	Macrophages	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	UCell	0.548848202536571	0.0479757229041397	0.545133462524223	4276	MBRT_day2	48	Mutter_02	sld0007	112	17	0.1518
sam0020	Macrophages	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	UCell	0.545104595127243	0.0466330943627843	0.539944989685566	8048	SBRT_day2	48	Mutter_02	sld0007	112	17	0.1518
sam0021	Macrophages	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	UCell	0.530206214431489	0.0412874499796565	0.526692504844658	2610	Control	48	Mutter_02	sld0008	112	17	0.1518
sam0022	Macrophages	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	UCell	0.550641112813561	0.0467037916995226	0.545242858035882	8722	MBRT_day2	48	Mutter_02	sld0008	112	17	0.1518
sam0023	Macrophages	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	UCell	0.567891589315436	0.0482606108558807	0.564918422204163	26233	SBRT_day2	48	Mutter_02	sld0008	112	17	0.1518
sam0012	Macrophages	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	AMS	-0.0410499731756803	0.222778220078318	-0.0757646751557179	24565	Control	48	Mutter_02	sld0005	36	19	0.5278
sam0013	Macrophages	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	AMS	-0.0111292819300988	0.25553107604752	-0.0446346189131818	42157	MBRT_day2	48	Mutter_02	sld0005	36	19	0.5278
sam0014	Macrophages	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	AMS	-0.0615812778224234	0.225797260730723	-0.0982492060812721	23191	SBRT_day2	48	Mutter_02	sld0005	36	19	0.5278
sam0015	Macrophages	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	AMS	-0.0504463198277031	0.221527433326822	-0.0881512719104596	16899	Control	48	Mutter_02	sld0006	36	19	0.5278
sam0016	Macrophages	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	AMS	-0.0306682550859367	0.237608682818889	-0.0761440136107731	17550	MBRT_day2	48	Mutter_02	sld0006	36	19	0.5278
sam0017	Macrophages	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	AMS	-0.0593431612284828	0.219431304458792	-0.1050948252582	4842	SBRT_day2	48	Mutter_02	sld0006	36	19	0.5278
sam0018	Macrophages	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	AMS	-0.0875424068157444	0.239934986754157	-0.112221685480006	3647	Control	48	Mutter_02	sld0007	36	19	0.5278
sam0019	Macrophages	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	AMS	-0.0336490098889797	0.265976533454031	-0.0595348850003289	4276	MBRT_day2	48	Mutter_02	sld0007	36	19	0.5278
sam0020	Macrophages	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	AMS	-0.0362680391735599	0.246885883001982	-0.0713362383296505	8048	SBRT_day2	48	Mutter_02	sld0007	36	19	0.5278
sam0021	Macrophages	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	AMS	-0.0972285906626981	0.245566829789004	-0.136053255850836	2610	Control	48	Mutter_02	sld0008	36	19	0.5278
sam0022	Macrophages	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	AMS	-0.0541251096537312	0.243259789328345	-0.0926814551511981	8722	MBRT_day2	48	Mutter_02	sld0008	36	19	0.5278
sam0023	Macrophages	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	AMS	-0.0479164949461605	0.236553325990432	-0.082101959568186	26233	SBRT_day2	48	Mutter_02	sld0008	36	19	0.5278
sam0012	Macrophages	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.492651759882885	0.0259823856744751	0.489025755879059	24565	Control	48	Mutter_02	sld0005	36	19	0.5278
sam0013	Macrophages	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.495893084271641	0.0299163639906983	0.492217245240762	42157	MBRT_day2	48	Mutter_02	sld0005	36	19	0.5278
sam0014	Macrophages	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.491691723528885	0.0257052930786888	0.487877939529675	23191	SBRT_day2	48	Mutter_02	sld0005	36	19	0.5278
sam0015	Macrophages	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.493399985169784	0.0245923303102239	0.48936170212766	16899	Control	48	Mutter_02	sld0006	36	19	0.5278
sam0016	Macrophages	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.494117547688097	0.0273055477486394	0.48961366181411	17550	MBRT_day2	48	Mutter_02	sld0006	36	19	0.5278
sam0017	Macrophages	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.492357101426348	0.0244726656201659	0.487765957446809	4842	SBRT_day2	48	Mutter_02	sld0006	36	19	0.5278
sam0018	Macrophages	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.488287501638892	0.0282640831045612	0.485106382978723	3647	Control	48	Mutter_02	sld0007	36	19	0.5278
sam0019	Macrophages	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.496034829937032	0.0310014660192494	0.492945128779395	4276	MBRT_day2	48	Mutter_02	sld0007	36	19	0.5278
sam0020	Macrophages	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.494830551266867	0.0280813756471292	0.491349384098544	8048	SBRT_day2	48	Mutter_02	sld0007	36	19	0.5278
sam0021	Macrophages	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.489664826041623	0.0272806789346322	0.486170212765957	2610	Control	48	Mutter_02	sld0008	36	19	0.5278
sam0022	Macrophages	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.493253297770914	0.0273655581833432	0.488997760358343	8722	MBRT_day2	48	Mutter_02	sld0008	36	19	0.5278
sam0023	Macrophages	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.49251026922187	0.0278499762350174	0.488801791713326	26233	SBRT_day2	48	Mutter_02	sld0008	36	19	0.5278
sam0012	Macrophages	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	AMS	-0.0511599076284728	0.155635485063375	-0.0628448637109847	24565	Control	48	Mutter_02	sld0005	199	38	0.191
sam0013	Macrophages	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	AMS	-0.0549122602640124	0.156319471160287	-0.0664371731554658	42157	MBRT_day2	48	Mutter_02	sld0005	199	38	0.191
sam0014	Macrophages	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	AMS	-0.0411240371721683	0.160164786981168	-0.0538352001809058	23191	SBRT_day2	48	Mutter_02	sld0005	199	38	0.191
sam0015	Macrophages	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	AMS	-0.0386943793591919	0.160862101866358	-0.0527262769005072	16899	Control	48	Mutter_02	sld0006	199	38	0.191
sam0016	Macrophages	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	AMS	-0.0486297836376528	0.155390700270958	-0.061811895901079	17550	MBRT_day2	48	Mutter_02	sld0006	199	38	0.191
sam0017	Macrophages	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	AMS	-0.0382643200623082	0.156794029171504	-0.050228515990895	4842	SBRT_day2	48	Mutter_02	sld0006	199	38	0.191
sam0018	Macrophages	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	AMS	-0.0469507282982627	0.174921761894779	-0.0607291350327892	3647	Control	48	Mutter_02	sld0007	199	38	0.191
sam0019	Macrophages	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	AMS	-0.0432471763091372	0.180056347868757	-0.0555353154405702	4276	MBRT_day2	48	Mutter_02	sld0007	199	38	0.191
sam0020	Macrophages	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	AMS	-0.0356663070769197	0.166745851484364	-0.0473224577020926	8048	SBRT_day2	48	Mutter_02	sld0007	199	38	0.191
sam0021	Macrophages	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	AMS	-0.0335940771745921	0.185468204050672	-0.0480410031797507	2610	Control	48	Mutter_02	sld0008	199	38	0.191
sam0022	Macrophages	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	AMS	-0.0248669549643703	0.17288042032389	-0.0362275716672903	8722	MBRT_day2	48	Mutter_02	sld0008	199	38	0.191
sam0023	Macrophages	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	AMS	-0.0241510848744589	0.163712637011862	-0.0371963056846293	26233	SBRT_day2	48	Mutter_02	sld0008	199	38	0.191
sam0012	Macrophages	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	UCell	0.501196042912282	0.018248187463744	0.500056562685596	24565	Control	48	Mutter_02	sld0005	199	38	0.191
sam0013	Macrophages	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	UCell	0.500639181693089	0.0184561520973568	0.49968890522922	42157	MBRT_day2	48	Mutter_02	sld0005	199	38	0.191
sam0014	Macrophages	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	UCell	0.502810755235521	0.0182491594052175	0.501597895868096	23191	SBRT_day2	48	Mutter_02	sld0005	199	38	0.191
sam0015	Macrophages	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	UCell	0.503607374055798	0.0181155563231227	0.502092819367064	16899	Control	48	Mutter_02	sld0006	199	38	0.191
sam0016	Macrophages	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	UCell	0.501985579899262	0.0178332104641832	0.500777736926949	17550	MBRT_day2	48	Mutter_02	sld0006	199	38	0.191
sam0017	Macrophages	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	UCell	0.50335387404574	0.0174602069128201	0.50214938205266	4842	SBRT_day2	48	Mutter_02	sld0006	199	38	0.191
sam0018	Macrophages	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	UCell	0.501826438120434	0.0205867988981325	0.500579767527362	3647	Control	48	Mutter_02	sld0007	199	38	0.191
sam0019	Macrophages	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	UCell	0.502564256652683	0.0211525602420782	0.501173675726124	4276	MBRT_day2	48	Mutter_02	sld0007	199	38	0.191
sam0020	Macrophages	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	UCell	0.503508487171937	0.0191643019398723	0.502361492123646	8048	SBRT_day2	48	Mutter_02	sld0007	199	38	0.191
sam0021	Macrophages	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	UCell	0.505000390629275	0.0209174516661786	0.503598800871065	2610	Control	48	Mutter_02	sld0008	199	38	0.191
sam0022	Macrophages	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	UCell	0.505131985576789	0.0195324790532997	0.503916965977545	8722	MBRT_day2	48	Mutter_02	sld0008	199	38	0.191
sam0023	Macrophages	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	UCell	0.504573519404354	0.0191644706276643	0.503252354421788	26233	SBRT_day2	48	Mutter_02	sld0008	199	38	0.191
sam0012	Macrophages	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	AMS	-0.0280499270211949	0.314744394645385	-0.1282205268743	24565	Control	48	Mutter_02	sld0005	44	10	0.2273
sam0013	Macrophages	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	AMS	-0.0855696566701437	0.304955605619138	-0.16949637702929	42157	MBRT_day2	48	Mutter_02	sld0005	44	10	0.2273
sam0014	Macrophages	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	AMS	-0.101943504046608	0.298849883090927	-0.185123211832433	23191	SBRT_day2	48	Mutter_02	sld0005	44	10	0.2273
sam0015	Macrophages	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	AMS	-0.0559164067520585	0.30410693416171	-0.152227509322673	16899	Control	48	Mutter_02	sld0006	44	10	0.2273
sam0016	Macrophages	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	AMS	-0.0744905593399342	0.298000404636629	-0.164382338851504	17550	MBRT_day2	48	Mutter_02	sld0006	44	10	0.2273
sam0017	Macrophages	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	AMS	-0.0972079601062776	0.288905595310123	-0.179452115839711	4842	SBRT_day2	48	Mutter_02	sld0006	44	10	0.2273
sam0018	Macrophages	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	AMS	-0.0904586559871963	0.346089293601735	-0.17758545059048	3647	Control	48	Mutter_02	sld0007	44	10	0.2273
sam0019	Macrophages	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	AMS	-0.0906218790168908	0.341528914781931	-0.165396195703072	4276	MBRT_day2	48	Mutter_02	sld0007	44	10	0.2273
sam0020	Macrophages	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	AMS	-0.0911699637035154	0.313364774334863	-0.176946830423273	8048	SBRT_day2	48	Mutter_02	sld0007	44	10	0.2273
sam0021	Macrophages	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	AMS	-0.053500070075151	0.368737016404369	-0.152514586927658	2610	Control	48	Mutter_02	sld0008	44	10	0.2273
sam0022	Macrophages	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	AMS	-0.0504982661995624	0.33596680307975	-0.151581144204374	8722	MBRT_day2	48	Mutter_02	sld0008	44	10	0.2273
sam0023	Macrophages	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	AMS	-0.0869860859371199	0.30262406597423	-0.166941320742422	26233	SBRT_day2	48	Mutter_02	sld0008	44	10	0.2273
sam0012	Macrophages	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	UCell	0.492862813484005	0.0368585117705253	0.481206987824246	24565	Control	48	Mutter_02	sld0005	44	10	0.2273
sam0013	Macrophages	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	UCell	0.488518759308222	0.0358554992974161	0.478930651138168	42157	MBRT_day2	48	Mutter_02	sld0005	44	10	0.2273
sam0014	Macrophages	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	UCell	0.487491300350425	0.0337077019941615	0.477501323451562	23191	SBRT_day2	48	Mutter_02	sld0005	44	10	0.2273
sam0015	Macrophages	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	UCell	0.491642439804686	0.033934134999522	0.480148226574907	16899	Control	48	Mutter_02	sld0006	44	10	0.2273
sam0016	Macrophages	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	UCell	0.490307037745894	0.0342816265103084	0.480148226574907	17550	MBRT_day2	48	Mutter_02	sld0006	44	10	0.2273
sam0017	Macrophages	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	UCell	0.488976309943719	0.032122643921473	0.4785600847009	4842	SBRT_day2	48	Mutter_02	sld0006	44	10	0.2273
sam0018	Macrophages	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	UCell	0.489056960745562	0.040399109914362	0.4785600847009	3647	Control	48	Mutter_02	sld0007	44	10	0.2273
sam0019	Macrophages	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	UCell	0.489871930991348	0.0397745456186516	0.480148226574907	4276	MBRT_day2	48	Mutter_02	sld0007	44	10	0.2273
sam0020	Macrophages	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	UCell	0.489455768038673	0.0358829884540876	0.479592376919005	8048	SBRT_day2	48	Mutter_02	sld0007	44	10	0.2273
sam0021	Macrophages	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	UCell	0.494654148133274	0.0407846280737657	0.48223928004235	2610	Control	48	Mutter_02	sld0008	44	10	0.2273
sam0022	Macrophages	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	UCell	0.493156726648166	0.0380855251704167	0.481206987824246	8722	MBRT_day2	48	Mutter_02	sld0008	44	10	0.2273
sam0023	Macrophages	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	UCell	0.487524746924769	0.035652138327588	0.478030704076231	26233	SBRT_day2	48	Mutter_02	sld0008	44	10	0.2273
sam0012	Macrophages	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	AMS	0.15850681003477	0.184043151484666	0.14964011416454	24565	Control	48	Mutter_02	sld0005	160	64	0.4
sam0013	Macrophages	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	AMS	0.143229082191207	0.186116144696508	0.134264911896134	42157	MBRT_day2	48	Mutter_02	sld0005	160	64	0.4
sam0014	Macrophages	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	AMS	0.103754316736975	0.180688825708999	0.0931068154874541	23191	SBRT_day2	48	Mutter_02	sld0005	160	64	0.4
sam0015	Macrophages	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	AMS	0.102422606427918	0.169887271225479	0.093729706194607	16899	Control	48	Mutter_02	sld0006	160	64	0.4
sam0016	Macrophages	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	AMS	0.139621184124085	0.179772010916432	0.128630398108796	17550	MBRT_day2	48	Mutter_02	sld0006	160	64	0.4
sam0017	Macrophages	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	AMS	0.105917917764988	0.179220122429885	0.0964298248510955	4842	SBRT_day2	48	Mutter_02	sld0006	160	64	0.4
sam0018	Macrophages	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	AMS	0.173933404151382	0.186586565659376	0.167827602166636	3647	Control	48	Mutter_02	sld0007	160	64	0.4
sam0019	Macrophages	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	AMS	0.135911230687119	0.183707538348372	0.132021936507166	4276	MBRT_day2	48	Mutter_02	sld0007	160	64	0.4
sam0020	Macrophages	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	AMS	0.0873270090044465	0.181776149127387	0.0757028754355594	8048	SBRT_day2	48	Mutter_02	sld0007	160	64	0.4
sam0021	Macrophages	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	AMS	0.0897581382805261	0.176304064478702	0.0794042868026827	2610	Control	48	Mutter_02	sld0008	160	64	0.4
sam0022	Macrophages	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	AMS	0.119913224528889	0.18454680308425	0.112413968695856	8722	MBRT_day2	48	Mutter_02	sld0008	160	64	0.4
sam0023	Macrophages	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	AMS	0.115400957921647	0.186193538683661	0.107425353848258	26233	SBRT_day2	48	Mutter_02	sld0008	160	64	0.4
sam0012	Macrophages	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	UCell	0.548016807851716	0.0255535829016005	0.544848433242507	24565	Control	48	Mutter_02	sld0005	160	64	0.4
sam0013	Macrophages	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	UCell	0.546331848011508	0.0252622133548501	0.543290190735695	42157	MBRT_day2	48	Mutter_02	sld0005	160	64	0.4
sam0014	Macrophages	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	UCell	0.540297858343056	0.023107391503237	0.537636239782016	23191	SBRT_day2	48	Mutter_02	sld0005	160	64	0.4
sam0015	Macrophages	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	UCell	0.539035186187113	0.0212331138530176	0.536852861035422	16899	Control	48	Mutter_02	sld0006	160	64	0.4
sam0016	Macrophages	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	UCell	0.544494030776214	0.0237451355744624	0.541399863760218	17550	MBRT_day2	48	Mutter_02	sld0006	160	64	0.4
sam0017	Macrophages	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	UCell	0.539620414498706	0.022137340603644	0.537491485013624	4842	SBRT_day2	48	Mutter_02	sld0006	160	64	0.4
