"","a","b","B.cell","Blood.endothelial","BM.Neutrophil","CD8.T.cell","Colon.Treg.Nrplo","Dendritic","DN2a","DN2b","DN3","DN4","Fibroblastic.reticular","GC_centroblasts","GC_centrocyes","gdT","ILC","ISP","Ly6Chi.blood.monocytes","Ly6Clo.blood.monocytes","Lymphatic.endothelial","Macrophage","Memory.B","Microglia","NK","NKT","PerC.macrophage","Pericyte","Plasma","Plasmablast","small.peritoneal.macs","Spleen.CD4Act.48hrs","Spleen.LN.Naive.CD4","Spleen.Naive.CD4","Spleen.Naive.CD8","spleen.red.pulp.macs","Spleen.Treg","Stem.Prog","Thio.induced.Peritoneal.Neutrophil","Thymic.4.8.CD3lo.DP","Thymic.CD4SP","Thymic.CD8SP","Thymic.preT.DN1","tumor_epithelial"
"H2-Q1",0.108299639938454,0.0376816308826719,0.0433164632331051,0.0527988420754539,0.0498281786941581,0.0294432428816696,0.0507701083856246,0.0722012578616352,0.0245700245700246,0.02,0.0246062992125984,0.0174081237911025,0.0333895853423337,0.045016077170418,0.11340206185567,0.0538557295420297,0.0557150092858349,0.0268817204301075,0.0641918020108275,0.0710690176908752,0.0805191080519108,0.0628457347252839,0.0410037723470559,0.0484126984126984,0.0374220374220374,0.0894936627420704,0.0717736369910283,0.0563487717102175,0.095414543770264,0.0861850443599493,0.0679363832711565,0.0586387434554974,0.0396600566572238,0.0313095994914177,0.0390625,0.0687760853280063,0.0480949406620862,0.0758485783557417,0.0372881355932203,0.0405306683030887,0.0451222059745143,0.0601863510450768,0.0742235375003737,0.152626331858683
"H2-Q10",0.0875394752942585,0.034265885924962,0.0505358737719559,0.0621125829898367,0.0591556210112911,0.140627438738879,0.0405019965772961,0.0471949685534591,0.0245700245700246,0.035,0.0541338582677165,0.0193423597678917,0.062047974927676,0.0594855305466238,0.038659793814433,0.0375581471532464,0.0592267432044572,0.010752688172043,0.0297204728759253,0.0621362895716946,0.0448842044884204,0.046666389385684,0.0474003608331967,0.0585978835978836,0.0374220374220374,0.060316541208261,0.0445824706694272,0.0363401658582381,0.0528022232515053,0.0525982256020279,0.0414294129196937,0.056544502617801,0.0084985835694051,0.0383026064844247,0.0078125,0.0581457567866443,0.0799500312304809,0.0573892439938285,0.0570621468926554,0.107302533532042,0.0566116565698767,0.0377738604885419,0.0769138791737662,0.106476000581552
"H2-Q2",0.0502914597983343,0.0364346128822381,0.0277612384638285,0.0384191812718291,0.0482326951399116,0.0361880978394167,0.0242441528807758,0.0530817610062893,0.0122850122850123,0.0075,0.0364173228346457,0.0570599613152805,0.0402905014464802,0.022508038585209,0.038659793814433,0.0453875384917775,0.0393381732230289,0.139784946236559,0.0359076345155231,0.055094855679702,0.0407973040797304,0.0363515368298465,0.0208299163523044,0.0337301587301587,0.00831600831600832,0.0475133500611208,0.0361628709454796,0.0344429666718823,0.0266327003242242,0.0329531051964512,0.0384841939917534,0.0277486910994764,0.0028328611898017,0.0548315321042594,0.015625,0.0447686655013734,0.0224859462835728,0.0397426713687459,0.0333333333333333,0.0572163291546127,0.0609985377062879,0.0397884663812642,0.0412817983439452,0.0679793133528569
"H2-T23",0.25248827782276,0.0445673389720234,0.067281929145579,0.0783801642490796,0.0688512518409426,0.0351735824656068,0.104392470051341,0.150943396226415,0.0122850122850123,0.05,0.0147637795275591,0.0280464216634429,0.0457750723240116,0.0980707395498392,0.155927835051546,0.155179191508878,0.0929258821543137,0.010752688172043,0.197547232350017,0.134354632216015,0.371119237111924,0.246849394834255,0.0795473183532885,0.0671957671957672,0.0748440748440748,0.171974522292994,0.162732919254658,0.153321076513848,0.122742010189903,0.122306717363752,0.129982328686432,0.109947643979058,0.056657223796034,0.0580101716465353,0.09375,0.135447508293797,0.0787008119925047,0.198134780692087,0.0915254237288136,0.0570117763946115,0.115312304157092,0.138504155124654,0.0944608854213374,0.415394520946269
"H2az1",0.294669891512909,0.19128171763175,0.130991366478118,0.102073565967087,0.115611192930781,0.074048473767531,0.188248716486024,0.178616352201258,0.152334152334152,0.1375,0.116141732283465,0.159574468085106,0.0711487463837994,0.136655948553055,0.181701030927835,0.182876891829915,0.115954752659125,0.145161290322581,0.152579825433654,0.161298300744879,0.192873019287302,0.125109179386932,0.0772511071018534,0.0801587301587302,0.079002079002079,0.191726178987325,0.124292615596963,0.157995618838992,0.194534506716072,0.0779467680608365,0.132731199685843,0.212041884816754,0.0453257790368272,0.119993642720915,0.015625,0.131559233760211,0.133041848844472,0.182761185805598,0.0694915254237288,0.091581192834809,0.105911844579068,0.150339964744397,0.203270259767435,0.42925831308285
"Havcr2",0.0275656663221392,0.0109520711342442,0.0131735635605835,0.011170196029074,0.0245459008345606,0.0168454146134808,0.0168282943525385,0.0339622641509434,0,0,0.00688976377952756,0.00580270793036751,0.0123252169720347,0.0192926045016077,0.0154639175257732,0.0152492956823691,0.0189431031571839,0.0161290322580645,0.0226494310020992,0.0383059823091248,0.0149136014913601,0.0134342636110302,0.0178776447433164,0.0112433862433862,0.0197505197505198,0.0389564434150421,0.0238095238095238,0.0174464090126741,0.0166743862899491,0.0196451204055767,0.0159041822108777,0.0267015706806283,0.0169971671388102,0.00842339478703115,0.0078125,0.024934898155745,0.00687070580886946,0.0212833370068327,0.0167608286252354,0.0252184331258584,0.0210988092751201,0.0294636111810627,0.0301019340567363,0.0374582009263298
"Hba-a1/2",0.16273323943442,0.0354586857514639,0.0597648109556416,0.0760517290204839,0.0957290132547865,0.0340364333652924,0.0590416428978893,0.0762767295597484,0.0515970515970516,0.02,0.0393700787401575,0.0174081237911025,0.0500843780135005,0.090032154340836,0.0309278350515464,0.0639618685710542,0.069221678203613,0.0376344086021505,0.0556844547563805,0.0927461592178771,0.0851079085107909,0.0511999334525642,0.0772511071018534,0.0752645502645503,0.0384615384615385,0.0818053142893907,0.0601104209799862,0.0640158034736348,0.0655396016674386,0.0487959442332066,0.0459454152758688,0.0654450261780105,0.0538243626062323,0.0203432930705658,0.1953125,0.0763742731780402,0.075577763897564,0.106595768128719,0.0538606403013183,0.0792788054118816,0.0718612909964487,0.0644673885671116,0.103906973963471,0.204342949716493
"Hbb",0.0844777805837527,0.0275428323574062,0.040711521286097,0.0522324659387684,0.07793323514973,0.0318959174117595,0.0379349686252139,0.0596729559748428,0.027027027027027,0.025,0.0196850393700787,0.02321083172147,0.0365838958534233,0.0739549839228296,0.0270618556701031,0.0456987486077442,0.0459902076650346,0.032258064516129,0.043752071594299,0.0684066573556797,0.0546354054635405,0.0379320384311442,0.0644579301295719,0.0498677248677249,0.0332640332640333,0.0567458019687319,0.0470669427191166,0.0392739790330152,0.0534969893469199,0.0456273764258555,0.0365207147064598,0.0324607329842932,0.0141643059490085,0.0289256198347107,0.140625,0.0538650875753576,0.0618363522798251,0.0633954154727794,0.0508474576271186,0.0594664095146255,0.056193858366409,0.0402921178544447,0.0684243565599498,0.108366045651858
"Hcar2",0.118273579084668,0.0825742788982867,0.0562667460553736,0.0612315534438816,0.0888561610211095,0.0288300742491471,0.0547632629777524,0.106666666666667,0.0737100737100737,0.0275,0.0295275590551181,0.0367504835589942,0.0422492767598843,0.0627009646302251,0.0541237113402062,0.0530531350324314,0.0943778490629748,0.0268817204301075,0.0794387360512651,0.134267341713222,0.0653187065318706,0.0605165744707399,0.0705264884369362,0.0739417989417989,0.0374220374220374,0.0793604838190825,0.109868875086266,0.063565952120169,0.0838351088466883,0.0830164765525982,0.0622422933438052,0.0356020942408377,0.0028328611898017,0.0362364907819453,0.046875,0.134413013234402,0.0805746408494691,0.0999972448754684,0.146892655367232,0.0603430642003448,0.0770837685397953,0.105766809367917,0.119271814187068,0.145336158016076
"Hck",0.0529287869596799,0.0200065061808718,0.0279845192021435,0.0271545892199742,0.0559646539027982,0.0208254364645812,0.0216771249286937,0.0802012578616352,0.0122850122850123,0.0125,0.0196850393700787,0.00967117988394584,0.0252531340405014,0.0257234726688103,0.0373711340206186,0.024503701762432,0.0456525409420902,0.0268817204301075,0.0626450116009281,0.0861702746741155,0.0387897038789704,0.0335648629538743,0.0444480892242086,0.0371693121693122,0.0124740124740125,0.0450363507688348,0.0571428571428571,0.0417188233453294,0.0245484020379805,0.0348542458808618,0.0569408992735127,0.0413612565445026,0.0169971671388102,0.0192307692307692,0.0078125,0.0708094032033675,0.0224859462835728,0.0389987877452061,0.0325800376647834,0.0491803278688525,0.0219344056820556,0.0259380508687988,0.065106268496099,0.0733379026730637
"Hcst",0.0311766957128464,0.0225005421817393,0.0193509973206311,0.0234416789905919,0.0385370643102602,0.0314499765881068,0.0139760410724472,0.0394465408805031,0.0196560196560197,0.0125,0.0078740157480315,0.00967117988394584,0.0237463837994214,0.0482315112540193,0.0167525773195876,0.024683876040097,0.0319095053182509,0.043010752688172,0.0261849519390123,0.0555022113594041,0.0237327023732702,0.0198394543110261,0.0188617352796457,0.0505291005291005,0.0301455301455301,0.073505758219134,0.0330572808833678,0.0255241746205602,0.0264011116257527,0.0247148288973384,0.031612016493226,0.0418848167539267,0.0198300283286119,0.0247933884297521,0.0078125,0.0443762708236721,0.0262336039975016,0.0283226801851444,0.0246704331450094,0.0363519476344934,0.0240233966993942,0.0412994208008058,0.0448988132603952,0.0423287016844248
"Hdac1",0.259715543567968,0.10176751247018,0.107174754391188,0.0963154085774519,0.0983063328424153,0.0494659858636759,0.123787792355961,0.129308176100629,0.0761670761670762,0.0825,0.0728346456692913,0.103481624758221,0.0707569913211186,0.114147909967846,0.17139175257732,0.161960296140995,0.11872361978727,0.0806451612903226,0.151033035023754,0.176370460893855,0.216964221696422,0.116250051990184,0.117434804001968,0.092989417989418,0.0821205821205821,0.192723412468635,0.135265700483092,0.141135972461274,0.151459008800371,0.0849176172370089,0.0967995287649715,0.151832460732984,0.056657223796034,0.0694532739987285,0.046875,0.14415153569008,0.156152404747033,0.183697928146352,0.0772128060263653,0.107477864469186,0.167954877794025,0.183832787710904,0.2015065913371,0.382194113859638
"Hdac11",0.0628220181670967,0.0240186510518326,0.0242631735635606,0.0381674585444133,0.0408689248895434,0.0582733171308167,0.0350827153451226,0.0298364779874214,0.0294840294840295,0.0225,0.0324803149606299,0.0193423597678917,0.0415260366441659,0.0112540192926045,0.0206185567010309,0.0296632378955644,0.027215937869323,0.043010752688172,0.0212131256214783,0.0302607076350093,0.0434502043450204,0.03252505926881,0.0390355912743972,0.0205026455026455,0.00727650727650728,0.0401145210062408,0.0293995859213251,0.0270106399624472,0.0229272811486799,0.0183776932826362,0.0268996662085215,0.0219895287958115,0.0254957507082153,0.0789891926255563,0,0.032996825170335,0.0193628981886321,0.0581744544853427,0.0212806026365348,0.0620379299260688,0.0148318362231042,0.0412994208008058,0.042447613069082,0.0811992439819719
"Hdac3",0.111803926571397,0.0832791151594014,0.0553736231021137,0.0650703250369718,0.0628375061364752,0.0577716337042075,0.0462065031374786,0.062440251572327,0.0221130221130221,0.0175,0.062992125984252,0.0483558994197292,0.0586125843780135,0.0514469453376206,0.0592783505154639,0.0628316844657014,0.0649670774945129,0.032258064516129,0.0594409457518506,0.0789688081936685,0.098372409837241,0.0598095079648962,0.0711825487944891,0.0578042328042328,0.0696465696465697,0.0806794055201698,0.0632850241545894,0.0551556876858082,0.0660027790643817,0.0494296577946768,0.0528175927743962,0.0596858638743456,0.0056657223796034,0.190877304513668,0.0390625,0.0627474761887775,0.0437226733291693,0.0874614282565572,0.0423728813559322,0.0623885918003565,0.0635053269270942,0.0516242760010073,0.0925477535647027,0.163748520157019
"Hdac4",0.0764850911609186,0.0977011494252874,0.0291009228937184,0.0449954375255656,0.0440598919980363,0.0937479096523891,0.0524814603536794,0.0380880503144654,0.0343980343980344,0.025,0.173228346456693,0.011605415860735,0.0745540019286403,0.00803858520900321,0.0115979381443299,0.0398021358841643,0.0434914739152457,0.00537634408602151,0.0380068500718153,0.048155260707635,0.0595110059511006,0.0426735432350372,0.0432999835984911,0.0362433862433862,0.0124740124740125,0.0429132085183041,0.0432712215320911,0.0406039743389141,0.0354330708661417,0.0304182509505703,0.0430001963479285,0.0151832460732984,0.0198300283286119,0.0532422123331214,0.015625,0.0458745050476224,0.0324797001873829,0.0557223936521931,0.0352165725047081,0.0630606937260746,0.0373929392103614,0.0347519516494586,0.0486652916031447,0.107659874966249
"Hdac5",0.0779638688782378,0.0402298850574713,0.023518904435844,0.0378528051351436,0.0309278350515464,0.0434234877031818,0.0151169423844837,0.0355723270440252,0.0221130221130221,0.005,0.0177165354330709,0.00870406189555126,0.040983606557377,0.0273311897106109,0.0115979381443299,0.0275994234423115,0.042377173729529,0.0161290322580645,0.0249696166169484,0.0461184823091248,0.0405822040582204,0.0280331073493324,0.019025750369034,0.0386243386243386,0.00831600831600832,0.0329408737052049,0.0337474120082816,0.0266390236269754,0.0291801760074108,0.014575411913815,0.0363243667779305,0.0392670157068063,0.0028328611898017,0.027972027972028,0,0.0379909392501694,0.0262336039975016,0.0528983910072735,0.0256120527306968,0.0245463312001403,0.0154585335283058,0.0196424074540418,0.0557797506950049,0.100961638315991
"Hey1",0.0788100004946616,0.0413142485361093,0.0462191128311998,0.0645354142412133,0.0679921453117329,0.0401346741287431,0.047062179121506,0.0569559748427673,0.0515970515970516,0.0375,0.0374015748031496,0.0454545454545455,0.0453833172613308,0.045016077170418,0.0283505154639175,0.0479754962982376,0.0652372108728685,0.032258064516129,0.042315766213678,0.0588483472998138,0.0615903061590306,0.0440876762467246,0.0841397408561588,0.0419312169312169,0.0311850311850312,0.0574535160522422,0.0380262249827467,0.0408386793928963,0.0402964335340435,0.0494296577946768,0.0422148046338111,0.0356020942408377,0.0254957507082153,0.0445009535918627,0.0078125,0.0586808404380552,0.0243597751405372,0.0574718977297774,0.0355932203389831,0.0540603722860232,0.0816795487779403,0.053135230420549,0.071204376289122,0.101615884686481
"Hgf",0.0512599550639025,0.019355888093689,0.0231467698719857,0.0342657562694692,0.0609965635738832,0.0445606368034962,0.0279520821448945,0.0422138364779874,0.00245700245700246,0.005,0.00984251968503937,0.0212765957446809,0.0445395371263259,0.0209003215434084,0.0115979381443299,0.0287132280678766,0.0434577072429512,0.00537634408602151,0.0390012153353221,0.0641439711359404,0.0379293037929304,0.0294056482136173,0.0411677874364442,0.0345238095238095,0.0249480249480249,0.0272791610371228,0.0410628019323672,0.0334259114379596,0.0270958777211672,0.0297845373891001,0.0375024543491066,0.0151832460732984,0.0453257790368272,0.0206611570247934,0,0.044554632040809,0.0387257963772642,0.0558601498787745,0.0367231638418079,0.0563688962917507,0.0154585335283058,0.0312263913371947,0.0569455654201417,0.0682908592435666
"Hif1a",0.0372063597855772,0.0711884623725873,0.018085739803513,0.030426984676379,0.0265095729013255,0.0301344511583313,0.031374786081004,0.0307421383647799,0.00737100737100737,0.0225,0.0492125984251969,0.0145067698259188,0.0264886692381871,0.0112540192926045,0.0257731958762887,0.0285821922295748,0.0339692723282121,0.010752688172043,0.0381173351010938,0.0296496741154562,0.0402237040223704,0.0389302499688059,0.0173855994751517,0.0293650793650794,0.0114345114345114,0.0337450942546484,0.0423050379572119,0.0308441558441558,0.0213061602593793,0.014575411913815,0.0433928922049872,0.0507853403141361,0.0028328611898017,0.0314685314685315,0,0.032354724788642,0.0156152404747033,0.031532400264492,0.0291902071563089,0.0189065193886795,0.0357217463964905,0.0284563082347016,0.0290556900726392,0.0585706274534239
"Hilpda",0.126185560568705,0.0300368683582737,0.0515034236379875,0.051666089802083,0.0510554737358861,0.0351066913420589,0.0804335424985739,0.0563018867924528,0.0122850122850123,0.03,0.0196850393700787,0.0154738878143133,0.0433944069431051,0.0192926045016077,0.0244845360824742,0.0551169494856843,0.0827621137936856,0.021505376344086,0.0570102751077229,0.0747206703910615,0.0800172080017208,0.0564821361726906,0.0534689191405609,0.0164021164021164,0.0239085239085239,0.0767548092388857,0.0985507246376812,0.0535714285714286,0.0537285780453914,0.0525982256020279,0.0373061064205773,0.0486910994764398,0.0084985835694051,0.0359186268277177,0.046875,0.063710626761317,0.0124921923797626,0.0901890015428697,0.0681732580037665,0.0675900762689577,0.0568205556716106,0.0725258121380005,0.0925477535647027,0.165212785843355
"Hmgb2",0.835905139533612,0.351604857948384,0.432569217028878,0.151285359176867,0.238217967599411,0.120560101674508,0.422703936109527,0.24,0.164619164619165,1.0625,0.178149606299213,0.876208897485493,0.0671407907425265,0.882636655948553,1.30154639175258,0.875024569219682,0.198446733074456,0.688172043010753,0.534968511766656,0.26050395716946,0.613823761382376,0.466455933119827,0.06741020173856,0.113888888888889,0.211018711018711,0.63176349482082,0.258178053830228,0.562451103113754,0.786706808707735,0.368187579214195,0.187119575888474,0.521989528795812,0.135977337110482,0.0684996821360458,0.0390625,0.211786109228409,0.066208619612742,0.570269451179193,0.135969868173258,0.123754419800707,0.12763735115939,0.542432636615462,0.470630436732132,1.59112717303259
"Hpgds",0.0477738928042364,0.0194101062676209,0.0256772849062221,0.0275636386520248,0.0474963181148748,0.0209369216704943,0.0333713633770679,0.0449308176100629,0.0122850122850123,0.01,0.00590551181102362,0.0270793036750484,0.0228423336547734,0.0594855305466238,0.0270618556701031,0.0252899167922427,0.0382576397096066,0.043010752688172,0.0367915147497514,0.0569861499068901,0.0395784039578404,0.029239279624007,0.0360833196654092,0.0662698412698413,0.0239085239085239,0.0383130669754874,0.0438233264320221,0.0309028321076514,0.0340435386753126,0.0291508238276299,0.0259179265658747,0.0287958115183246,0.0169971671388102,0.0160521296884933,0.0078125,0.0687047408411515,0.0368519675202998,0.0485452942473,0.0271186440677966,0.04149498845738,0.0265301859202005,0.0460841097960212,0.0535079066152512,0.0658296467069599
"Hsd17b2",0.0494921908560509,0.0412058121882455,0.0154063709437333,0.0254554608099179,0.0366961217476681,0.0201788222702847,0.0239589275527667,0.0253081761006289,0.0294840294840295,0.005,0.0226377952755906,0.0106382978723404,0.0213054484088717,0.00643086816720257,0.0219072164948454,0.0273209722859202,0.0305926050987675,0.0268817204301075,0.018671969948072,0.0311918063314711,0.0354198035419804,0.0205049286694672,0.0203378710841397,0.0308201058201058,0.0103950103950104,0.0224538377404619,0.0225672877846791,0.0177006728211547,0.0308012968967114,0.0209125475285171,0.0215982721382289,0.0361256544502618,0.0028328611898017,0.0166878575969485,0,0.0295722898013056,0.0362273579013117,0.036505400044082,0.0225988700564972,0.0304199175944595,0.0204721119699185,0.0350037773860489,0.0281589095148417,0.0637630589652523
"Hsp90aa1",0.278924033001737,0.155660377358491,0.103006847275975,0.0710487398130959,0.0656602847324497,0.0470244598541774,0.209355390758699,0.0777861635220126,0.0982800982800983,0.1425,0.106299212598425,0.321083172147002,0.0532485535197686,0.0610932475884244,0.242268041237113,0.259942344231147,0.0999155833192639,0.0376344086021505,0.180090597724008,0.101795274674115,0.300638130063813,0.186124859626503,0.0459242250287026,0.057010582010582,0.0571725571725572,0.0973428553046388,0.117805383022774,0.163100453763104,0.14983788791107,0.0760456273764259,0.0869821323385038,0.137696335078534,0.0169971671388102,0.0826446280991736,0.0234375,0.0827239325081154,0.0162398500936914,0.197693960767027,0.0890772128060264,0.0570994418631834,0.0649676206392313,0.0692520775623269,0.152034197231937,0.484869254574532
"Hsp90ab1",0.514174657186521,0.801941010626762,0.280663888061923,0.174034800667065,0.0794059891998036,0.31730919307008,0.44124358243012,0.181685534591195,0.319410319410319,0.7875,0.518700787401575,1.36557059961315,0.161824975891996,0.295819935691318,0.810567010309278,0.732162746511171,0.228161404693567,0.279569892473118,0.537178212352226,0.155027932960894,0.96393489639349,0.575676912198977,0.0662620961128424,0.0784391534391534,0.130977130977131,0.186579167470887,0.279365079365079,0.412415897355656,0.3073182028717,0.211660329531052,0.304142941291969,0.436125654450262,0.0934844192634561,0.299904640813732,0.1171875,0.176470588235294,0.0949406620861961,0.513899603262067,0.129566854990584,0.0895648870576547,0.112596615834552,0.145555275749182,0.283263085522973,1.13378819033377
"Hsp90b1",0.153930867141715,0.160160485794838,0.114394164930039,0.0718353733362701,0.04860088365243,0.0600459319048362,0.0921277809469481,0.0817106918238994,0.0417690417690418,0.08,0.122047244094488,0.0531914893617021,0.0895009643201543,0.0562700964630225,0.356958762886598,0.164908602502785,0.0845179807529968,0.010752688172043,0.171914705557397,0.0796816806331471,0.247293324729332,0.167533169737554,0.0815154994259472,0.0466931216931217,0.0446985446985447,0.0833815865662999,0.136576949620428,0.153692692849319,0.572950440018527,0.750316856780735,0.150795209110544,0.0869109947643979,0.0368271954674221,0.314685314685315,0.0234375,0.104162950807976,0.0412242348532167,0.116541767687899,0.0623352165725047,0.0444756143888256,0.0401086275329016,0.0501133215814656,0.0742235375003737,0.293216607472947
"Hspa1a",0.135295143725218,0.0490674474083713,0.0253051503423638,0.0451212988892735,0.0385370643102602,0.0233450021182189,0.0456360524814604,0.0457861635220126,0.00737100737100737,0,0.0285433070866142,0.0125725338491296,0.0328772902603664,0.0160771704180064,0.0231958762886598,0.0380495315468781,0.0615228769204795,0.010752688172043,0.0396641255109933,0.0862284683426443,0.0542052054205205,0.0367674583038722,0.0393636214531737,0.0351851851851852,0.0280665280665281,0.06018786592035,0.0399585921325052,0.0502855578156783,0.0511811023622047,0.0456273764258555,0.0237580993520518,0.0607329842931937,0.0453257790368272,0.02177368086459,0.0234375,0.0565405058324118,0.0368519675202998,0.0634642935860701,0.0295668549905838,0.0402384500745156,0.0279924796323376,0.0198942331906321,0.0722805129584791,0.159501111180344
"Hspa1b",0.171345557548666,0.104098893949252,0.0528431080678773,0.0578962273056229,0.0638193421698576,0.0325536801266472,0.0678836280661723,0.0766289308176101,0.0294840294840295,0.03,0.0403543307086614,0.02321083172147,0.0423396817743491,0.0610932475884244,0.0695876288659794,0.0695800301382428,0.0714840452473409,0.021505376344086,0.060766766103193,0.0981727188081937,0.099376209937621,0.0743251674083933,0.0675742168279482,0.0585978835978836,0.0311850311850312,0.0913594544167793,0.0697032436162871,0.0642113910186199,0.0822139879573877,0.0747782002534854,0.0455527194188101,0.0717277486910995,0.0453257790368272,0.0300381436745073,0.046875,0.080940320336746,0.0555902560899438,0.113607560061715,0.0538606403013183,0.058852751234622,0.0716523918947149,0.0642155628305213,0.105969569246405,0.218912912538684
"Hspb1",0.178140645299023,1.80833875515073,0.0820184578743674,0.131021679619899,0.0956062837506136,0.264866552208522,0.0616086708499715,0.0757232704402516,0.0221130221130221,0.025,0.202755905511811,0.149903288201161,0.114965043394407,0.0176848874598071,0.0631443298969072,0.0591299220336762,0.120715853452642,0.0967741935483871,0.053916694287924,0.098332751396648,0.0846060084606008,0.14790167616354,0.0693783828112186,0.0501322751322751,0.0301455301455301,0.0751785369619764,0.0608005521048999,0.0624902206227507,0.0609078276980083,0.0532319391634981,0.0638130767720401,0.0675392670157068,0.0424929178470255,0.0835982199618563,0.0546875,0.0745906610066707,0.0131168019987508,0.111444787304386,0.0510357815442561,0.110049384880629,0.072905786505118,0.0554016620498615,0.106178818043225,0.222142604939041
"Htt",0.113251462505955,0.0599110821947517,0.0288032152426317,0.0409678738869136,0.0402552773686794,0.0231666257887578,0.0379349686252139,0.0480503144654088,0.0343980343980344,0.0125,0.0127952755905512,0.0135396518375242,0.0329978302796528,0.0369774919614148,0.0347938144329897,0.0480410142173885,0.0533175755529293,0.00537634408602151,0.0429786763893492,0.0553858240223464,0.0686169068616907,0.0435885704778938,0.0226340823355749,0.0342592592592593,0.0135135135135135,0.0414977803512835,0.046031746031746,0.0445744015021123,0.0377489578508569,0.0304182509505703,0.0351462792067544,0.0277486910994764,0.0339943342776204,0.0390972663699936,0.015625,0.0519031141868512,0.0212367270455965,0.0754766365439718,0.0303201506591337,0.0266210806230093,0.0401086275329016,0.0324855200201461,0.0552715750455863,0.153425966311504
"Iapp",0.0316869781645973,0.0130123617436565,0.0174903245013397,0.0156382744407036,0.0344869906725577,0.0173693950812727,0.0225328009127211,0.0203270440251572,0,0.005,0.0177165354330709,0.0183752417794971,0.0177796528447445,0.0209003215434084,0.00644329896907216,0.013431173425932,0.021002870167145,0.00537634408602151,0.0106065628107391,0.0161487430167598,0.0181401018140102,0.0158466081603793,0.0182056749220928,0.0156084656084656,0.00831600831600832,0.0177250209097343,0.0132505175983437,0.0129674542325145,0.0113478462251042,0.00887198986058302,0.0180640094247006,0.00890052356020942,0.0113314447592068,0.0152574698029243,0,0.0186922555559519,0.0112429731417864,0.0232532510469473,0.0193973634651601,0.0297770374915987,0.0233966993941926,0.0176278015613196,0.0238543628374137,0.040386732299001
"Ica1",0.0565111780495234,0.0270548687920191,0.0299196189342066,0.0505962682105661,0.0526509572901325,0.0327432049766996,0.0376497432972048,0.043874213836478,0.0196560196560197,0.01,0.0196850393700787,0.0222437137330754,0.0340826904532305,0.0482315112540193,0.0347938144329897,0.0363133066893795,0.0350160391693399,0.010752688172043,0.0355761794276876,0.0403136638733706,0.0473220047322005,0.0310277419623175,0.0452681646711497,0.0246031746031746,0.0415800415800416,0.0413047674194171,0.0386473429951691,0.0315482710061023,0.0504863362667902,0.0424588086185044,0.0447673277046927,0.0246073298429319,0.0226628895184136,0.299268912905277,0.015625,0.0469803445938715,0.00624609618988132,0.0571826096539564,0.0327683615819209,0.0445048362116829,0.0327971589722164,0.0246789221858474,0.0531491943921322,0.0846366336428022
"Icam1",0.140400571724625,0.0523747560182173,0.0445817207502233,0.0894874295962997,0.0524054982817869,0.034125621530023,0.0730176839703366,0.109685534591195,0.0442260442260442,0.035,0.0354330708661417,0.0193423597678917,0.0643985053037608,0.067524115755627,0.0747422680412371,0.057672148332569,0.0619280769880128,0.00537634408602151,0.080875041431886,0.10963687150838,0.0781530078153008,0.0554007403402238,0.0590454321797605,0.0690476190476191,0.0405405405405405,0.106736151322139,0.0864044168391994,0.0697074010327022,0.0775822139879574,0.0640050697084918,0.0710779501276261,0.0267015706806283,0.0169971671388102,0.019389701207883,0,0.117825420040666,0.0499687695190506,0.0829016971567115,0.0602636534839925,0.0535051576517343,0.0505535826195947,0.0815915386552506,0.088841060592473,0.178588489417825
"Icam2",0.0923845551039961,0.0200065061808718,0.0323012801428997,0.0802051540228438,0.0482326951399116,0.0269459742692145,0.0328009127210496,0.0460377358490566,0.0221130221130221,0.0175,0.015748031496063,0.0145067698259188,0.0249517839922854,0.0466237942122186,0.0412371134020619,0.0423900936906244,0.0420395070065845,0.043010752688172,0.0293890177880897,0.067955656424581,0.0474654047465405,0.0270348958116708,0.0603575528948663,0.0236772486772487,0.0197505197505198,0.0650453580389886,0.0491373360938578,0.0371616335471757,0.0592867068087077,0.0462610899873257,0.0259179265658747,0.0345549738219895,0.0396600566572238,0.0163699936427209,0.1171875,0.0478364784361289,0.0768269831355403,0.0638775622658144,0.0214689265536723,0.0547324742117413,0.0453311050762482,0.042306723747167,0.0695602785998266,0.118252435250379
"Icos",0.0516452703846124,0.0176209065278681,0.0240398928252456,0.0277209653566596,0.0397643593519882,0.0221075163325827,0.0644609241300628,0.0347169811320755,0.00245700245700246,0.0075,0.00590551181102362,0.00870406189555126,0.0289597396335583,0.0192926045016077,0.0154639175257732,0.0325132673786281,0.0262367043727841,0.0268817204301075,0.0229808860899348,0.047616969273743,0.0344160034416003,0.0230004575136214,0.0357552894866328,0.0431216931216931,0.0135135135135135,0.0935791031332433,0.03216011042098,0.0341300265999061,0.0345067160722557,0.0240811153358682,0.0214019242096996,0.0617801047120419,0.028328611898017,0.0190718372536554,0,0.040238290586095,0.0231105559025609,0.0368222393652193,0.0199623352165725,0.0429560796002455,0.0476289951953207,0.0629564341475699,0.048575613547365,0.0673873761605084
