"","a","b","B.cell","Blood.endothelial","BM.Neutrophil","CD8.T.cell","Colon.Treg.Nrplo","Dendritic","DN2a","DN2b","DN3","DN4","Fibroblastic.reticular","GC_centroblasts","GC_centrocyes","gdT","ILC","ISP","Ly6Chi.blood.monocytes","Ly6Clo.blood.monocytes","Lymphatic.endothelial","Macrophage","Memory.B","Microglia","NK","NKT","PerC.macrophage","Pericyte","Plasma","Plasmablast","small.peritoneal.macs","Spleen.CD4Act.48hrs","Spleen.LN.Naive.CD4","Spleen.Naive.CD4","Spleen.Naive.CD8","spleen.red.pulp.macs","Spleen.Treg","Stem.Prog","Thio.induced.Peritoneal.Neutrophil","Thymic.4.8.CD3lo.DP","Thymic.CD4SP","Thymic.CD8SP","Thymic.preT.DN1","tumor_epithelial"
"Efna1",0.197992194761274,0.0734656256777272,0.0495683239059244,0.0733457097007646,0.0541237113402062,0.0332448884033089,0.101825442099258,0.0473459119496855,0.0196560196560197,0.0175,0.015748031496063,0.0164410058027079,0.0355593056894889,0.0434083601286174,0.0541237113402062,0.0782120159863723,0.0569306094884349,0.0268817204301075,0.0568997900784444,0.0702543063314711,0.131928013192801,0.0774861706109886,0.0362473347547974,0.0419312169312169,0.0228690228690229,0.0656887344785434,0.0498274672187716,0.0493467375997496,0.0609078276980083,0.0399239543726236,0.0337718437070489,0.0403141361256545,0.0339943342776204,0.0451366815003179,0.0390625,0.0571826062141048,0.0393504059962523,0.0946247520387922,0.0572504708097928,0.0552584670231729,0.0459578023814498,0.0501133215814656,0.0772725913968852,0.245705859139718
"Efna4",0.176883163542922,0.0815983517675125,0.0427210479309318,0.0443661307070262,0.0393961708394698,0.0194430199112578,0.0658870507701084,0.0546415094339623,0.0245700245700246,0.03,0.046259842519685,0.0522243713733075,0.0343237704918033,0.0209003215434084,0.0257731958762887,0.0763611347703597,0.0644268107378018,0.0268817204301075,0.0501602032924539,0.0597212523277467,0.133075213307521,0.0538202387389261,0.0406757421682795,0.051984126984127,0.0353430353430353,0.0568423084346651,0.0542443064182195,0.0494054138632452,0.0537285780453914,0.0361216730038023,0.034949931278225,0.0392670157068063,0.0169971671388102,0.0292434837889383,0.03125,0.0582884457603539,0.0118675827607745,0.140621556094335,0.0531073446327684,0.0481575640688466,0.110298725715479,0.0377738604885419,0.100319851732281,0.233960579059962
"Efna5",0.039624994467601,0.0300368683582737,0.00841024114319738,0.0113589880746358,0.0203730976926853,0.0107248768088475,0.00884198516828294,0.0138867924528302,0.00245700245700246,0.01,0.0147637795275591,0.00676982591876209,0.0120238669238187,0.00964630225080386,0.00902061855670103,0.0182467404835222,0.0136079689346615,0.0161290322580645,0.0116009280742459,0.0193057495344507,0.0342009034200903,0.0197978621636235,0.00918484500574053,0.0125661375661376,0.00415800415800416,0.0105192047867207,0.0122843340234645,0.0133390705679862,0.0122742010189903,0.0101394169835234,0.0139407029255841,0.00785340314136126,0.0339943342776204,0.0112841703750795,0,0.0158028038383334,0.0149906308557152,0.0275925721842627,0.016195856873823,0.0185558575143917,0.00981825778149154,0.00805842357088894,0.0135712791080023,0.0537312812843999
"Efnb1",0.081189582948235,0.0714595532422468,0.0192021434950878,0.0468833579811837,0.0459008345606284,0.0288077772079645,0.0347974900171135,0.0389433962264151,0.00491400491400491,0.0075,0.047244094488189,0.00483558994197292,0.0340224204435873,0.0755627009646302,0.0244845360824742,0.0447159798204809,0.0509876751646125,0.010752688172043,0.0401060656281074,0.0468459031657356,0.0780813078081308,0.0467495736804891,0.0273905199278334,0.0376984126984127,0.0187110187110187,0.0437495978897253,0.0337474120082816,0.0389023626975434,0.031032885595183,0.0272496831432193,0.0341645395641076,0.0193717277486911,0.0084985835694051,0.0300381436745073,0,0.0469446723504441,0.0293566520924422,0.0699801631033723,0.0342749529190207,0.0467549165716957,0.0384374347190307,0.023419793502896,0.047140764654889,0.114482729972792
"Efnb2",0.0658004014569085,0.0377358490566038,0.0173414706757964,0.0337623108146377,0.0319096710849288,0.0156748199513925,0.0245293782087849,0.0222389937106918,0.00737100737100737,0.0075,0.0246062992125984,0.00773694390715667,0.0184426229508197,0.00803858520900321,0.0115979381443299,0.0242416300858285,0.0211041701840284,0.0268817204301075,0.0152469340404375,0.0221281424581006,0.0462465046246505,0.0237907083142703,0.0121371166147286,0.021031746031746,0.00207900207900208,0.0200733449141092,0.0231193926846101,0.0195978720075106,0.015748031496063,0.0152091254752852,0.015511486353819,0.00680628272251309,0.0396600566572238,0.0143038779402416,0.0546875,0.0220454464381265,0.0156152404747033,0.0373043861582544,0.0145009416195857,0.0253645422401449,0.0229789011907249,0.0173759758247293,0.0325232415627896,0.0854985772737658
"Egf",0.0467377070093543,0.0200065061808718,0.0203185471866627,0.0162990466001699,0.038046146293569,0.0216504269883386,0.0276668568168853,0.0250566037735849,0.0245700245700246,0.0175,0.00688976377952756,0.00676982591876209,0.0185631629701061,0.0241157556270096,0.0154639175257732,0.0263545829784446,0.0258652709775452,0.00537634408602151,0.021765550767871,0.0302025139664804,0.0291819029181903,0.0192987563947927,0.0137772675086108,0.0165343915343915,0.00311850311850312,0.0234510712217719,0.0206349206349206,0.0187959630730715,0.0298749421028254,0.0158428390367554,0.0172786177105832,0.0240837696335079,0.0226628895184136,0.0692943420216147,0.0078125,0.0266114935968323,0.0224859462835728,0.0354033502314305,0.0195856873822976,0.0297478156687414,0.0296636724462085,0.025182573659028,0.0327922757301288,0.0600141234137122
"Egfr",0.0383883405666739,0.0436456300151811,0.0184578743673712,0.0204524716025298,0.0278595974472263,0.042063368191041,0.0162578436965203,0.0218867924528302,0.0122850122850123,0.005,0.0226377952755906,0.00773694390715667,0.0393563162970106,0.00964630225080386,0.0141752577319588,0.0160518901919675,0.0251561708593618,0.00537634408602151,0.0104960777814606,0.0177636173184358,0.0203628020362802,0.0170527804350539,0.0141052976873872,0.026984126984127,0.0280665280665281,0.0188830985009329,0.0135265700483092,0.0182287591926146,0.0113478462251042,0.0133079847908745,0.016100530139407,0.00890052356020942,0.0198300283286119,0.0155753337571519,0.015625,0.0191916669639354,0.00811992504684572,0.0273032841084417,0.0154425612052731,0.0290757137430233,0.0144140380196365,0.0211533618735835,0.0195797088452456,0.0478638336760338
"Eif5a",0.417515184808162,0.740566037735849,0.202738910389997,0.132815204052736,0.10027000490918,0.20265780730897,0.27438676554478,0.168704402515723,0.127764127764128,0.29,0.198818897637795,0.615087040618955,0.128887415621986,0.127009646302251,0.525773195876289,0.470795387538492,0.184703697450616,0.150537634408602,0.380399955805988,0.171656773743017,0.472503047250305,0.307199600715385,0.077743152370018,0.0779100529100529,0.116424116424116,0.218104613009072,0.262732919254658,0.306798623063683,0.248031496062992,0.159062103929024,0.273905360298449,0.256544502617801,0.0424929178470255,0.346630642085188,0.09375,0.168158955516712,0.0712054965646471,0.330780251267357,0.122033898305085,0.0696356038689693,0.105702945477334,0.125409216821959,0.23379069141781,0.805533055019004
"Elane",0.106380873780594,0.0254825417479939,0.139624888359631,0.0454359522985432,0.0625920471281296,0.0308925505585409,0.0442099258414147,0.0632955974842767,0.00737100737100737,0.0225,0.00590551181102362,0.00967117988394584,0.0371564609450337,0.0257234726688103,0.0154639175257732,0.0438642468715194,0.0577072429512072,0.032258064516129,0.0424262512429566,0.092804352886406,0.0564279056427906,0.0383895520525725,0.0441200590454322,0.0592592592592593,0.0135135135135135,0.062278839348903,0.0570738440303658,0.0415427945548427,0.0546549328392774,0.023447401774398,0.0459454152758688,0.0293193717277487,0.0141643059490085,0.0257469802924348,0.03125,0.0728070488353013,0.0574640849469082,0.0680240246859158,0.0461393596986817,0.0471640220916981,0.0459578023814498,0.0503651473180559,0.0718620153648402,0.129115001973124
"Emp3",0.12680258577822,0.0281392322706571,0.0541083655849955,0.0529876341210157,0.0495827196858125,0.0323418582354122,0.0476326297775242,0.0851823899371069,0.027027027027027,0.0275,0.0078740157480315,0.0164410058027079,0.064157425265188,0.0369774919614148,0.0876288659793814,0.0633066893795453,0.0497720749620125,0.032258064516129,0.0803226162854933,0.111499068901304,0.0558543055854306,0.0561909911408726,0.0659340659340659,0.0596560846560847,0.0384615384615385,0.0830277295245448,0.0923395445134576,0.0622555155687686,0.0914775358962483,0.0525982256020279,0.129589632829374,0.0329842931937173,0.0708215297450425,0.0270184361093452,0.109375,0.0902151036278672,0.0899437851342911,0.0827088384394975,0.0435028248587571,0.038105257005932,0.0336327553791519,0.0800805842357089,0.105162466744388,0.165742413857561
"Eng",0.166909224396708,0.0270006506180872,0.0349806490026794,0.189987728517038,0.0509327442317133,0.036656335704252,0.0559041642897889,0.0556981132075472,0.00982800982800983,0.04,0.0118110236220472,0.0212765957446809,0.0608124397299904,0.0144694533762058,0.0257731958762887,0.0765576885278124,0.0450785075130846,0.010752688172043,0.060545796044636,0.0673882681564246,0.108840610884061,0.0690013725408643,0.0482204362801378,0.0433862433862434,0.0374220374220374,0.0522099980698707,0.0652173913043478,0.0581481771240807,0.0493283927744326,0.0475285171102662,0.0581189868446888,0.0151832460732984,0.0169971671388102,0.0246344564526383,0,0.0659579780972425,0.0149906308557152,0.122052016751157,0.0412429378531073,0.0553169106688875,0.0405264257363693,0.0722739864014102,0.0813977819627537,0.222973393980933
"Eno1/b",0.342844720529236,0.351930166991976,0.118264364394165,0.0854913312985746,0.0825969563082965,0.078786595018841,0.304620650313748,0.126138364779874,0.0810810810810811,0.205,0.0905511811023622,0.318181818181818,0.0640670202507232,0.0819935691318328,0.237113402061856,0.445145122190919,0.165051494175249,0.0913978494623656,0.377306374986189,0.115921787709497,0.528859252885925,0.388720209624423,0.0569132360177136,0.062037037037037,0.0925155925155925,0.132117351862575,0.301035196687371,0.253481458300735,0.112088930060213,0.0849176172370089,0.241900647948164,0.13979057591623,0.0509915014164306,0.080737444373808,0.1171875,0.119930082402882,0.0530918176139913,0.272509367423408,0.165913370998117,0.0625347009146431,0.0662210152496344,0.104255854948376,0.127312946521986,0.719182918977299
"Entpd1",0.0612469116196001,0.0504229017566688,0.0337898183983328,0.0663918693559045,0.0492145311732941,0.0255635577158911,0.0370792926411865,0.0479496855345912,0,0.01,0.0206692913385827,0.0174081237911025,0.0370057859209257,0.00964630225080386,0.029639175257732,0.0266657930944113,0.0397771399628567,0.00537634408602151,0.0382278201303723,0.0587174115456238,0.0374274037427404,0.027783554464917,0.0311628669837625,0.035978835978836,0.0415800415800416,0.0633404104741684,0.051207729468599,0.0325848849945235,0.0421491431218157,0.0544993662864385,0.0461417632043982,0.037696335078534,0.0198300283286119,0.0286077558804832,0.0234375,0.0603574358791424,0.0499687695190506,0.0471264051135111,0.0401129943502825,0.0461412582916922,0.0444955086693127,0.0511206245278267,0.0524616626311542,0.081739256859202
"Eomes",0.044766871213561,0.0178377792235957,0.0189788627567728,0.0209244517164343,0.0327687776141384,0.0242034382037504,0.0231032515687393,0.0217861635220126,0.0515970515970516,0,0.0187007874015748,0.00773694390715667,0.0254942140790743,0.0128617363344051,0.0283505154639175,0.0290899561029942,0.0308965051494175,0.010752688172043,0.0212131256214783,0.0315991620111732,0.0295404029540403,0.0222517988603752,0.0354272593078563,0.0141534391534392,0.0457380457380457,0.0408865727337065,0.0211870255348516,0.0219253637928337,0.0180639184807781,0.0126742712294043,0.0178676614961712,0.025130890052356,0.0084985835694051,0.0184361093452003,0.03125,0.0322833803017872,0.0168644597126796,0.0326482256998016,0.0156308851224105,0.0327576634230443,0.0409442239398371,0.038781163434903,0.0408633007503064,0.0583110058778325
"Epcam",0.0735041043892101,0.0296031229668185,0.0224025007442691,0.0131839778484,0.0186548846342661,0.0151285424424179,0.0675984027381631,0.0195723270440252,0.00491400491400491,0.135,0.0570866141732283,0.0357833655705996,0.0121142719382835,0.0112540192926045,0.00257731958762887,0.0800465177225971,0.0212392368732061,0,0.0479505027068832,0.0190147811918063,0.224421022442102,0.0625961818408684,0.0180416598327046,0.0133597883597884,0.0155925155925156,0.0107765553625426,0.0240165631469979,0.0324088562040369,0.0145900880037054,0.0120405576679341,0.019438444924406,0.0136125654450262,0.0028328611898017,0.0843928798474253,0.015625,0.0138051582063996,0.00687070580886946,0.0508733744765263,0.0205273069679849,0.0167733263200958,0.0083559640693545,0.00956937799043062,0.0200579918094042,0.246256256879972
"Epha2",0.116906751088906,0.0794296248102364,0.0424977671926169,0.0429816557062396,0.0276141384388807,0.0177595933019688,0.0370792926411865,0.0301383647798742,0.00491400491400491,0.015,0.015748031496063,0.0174081237911025,0.0205219382835101,0.00643086816720257,0.00644329896907216,0.0488763676865623,0.0322134053689009,0.00537634408602151,0.0350237542812949,0.0444745111731844,0.095002509500251,0.0468327579752943,0.0137772675086108,0.0373015873015873,0.0228690228690229,0.0275365116129447,0.0323671497584541,0.0366335471757158,0.0208429828624363,0.0114068441064639,0.0184567052817593,0.0104712041884817,0.0311614730878187,0.0282898919262556,0.015625,0.0375628723290408,0.0274828232354778,0.0668530967599736,0.0188323917137476,0.0274685134858712,0.028828076039273,0.0256862251322085,0.0396377006546498,0.16281388248489
"Epha3",0.0507574830578416,0.0192474517458252,0.0182345936290563,0.0285075988798339,0.0520373097692685,0.036199246360008,0.0222475755847119,0.0292830188679245,0.0147420147420147,0.0025,0.0334645669291339,0.0270793036750484,0.0445696721311475,0.0160771704180064,0.0128865979381443,0.0283201205529712,0.0379537396589566,0.0161290322580645,0.0182300298309579,0.0336795856610801,0.0442389044238904,0.0205465208168698,0.0178776447433164,0.0226190476190476,0.0384615384615385,0.0250273434986811,0.0236714975845411,0.0254459396025661,0.0192218619731357,0.0253485424588086,0.0231690555664638,0.00628272251308901,0.0623229461756374,0.0163699936427209,0.03125,0.0277886776299361,0.0181136789506558,0.0359819263830725,0.0301318267419962,0.0625931445603577,0.0139962398161688,0.0332409972299169,0.0326727049890892,0.0643238415685297
"Epha4",0.0349829862458051,0.034320104098894,0.0130991366478118,0.0241024511500582,0.038659793814433,0.016432919351602,0.0145464917284655,0.0199245283018868,0.0171990171990172,0,0.0078740157480315,0.00580270793036751,0.0225409836065574,0.00643086816720257,0.0154639175257732,0.0178863919281924,0.0237379706229951,0.00537634408602151,0.0128162633963098,0.0259834729981378,0.0275328027532803,0.015971384602587,0.0239462030506807,0.0357142857142857,0.0197505197505198,0.0173389950460014,0.0146307798481712,0.0160186199342826,0.0187586845761927,0.00697084917617237,0.012762615354408,0.0141361256544503,0.0056657223796034,0.0171646535282899,0.0078125,0.0205115399707488,0.0168644597126796,0.0266007273528764,0.0156308851224105,0.0244878875544256,0.00856486317108836,0.0146058927222362,0.0243625384868323,0.0467422684694789
"Epha7",0.0434416989281465,0.0244523964432878,0.026570407859482,0.0306787074037947,0.0443053510063819,0.0301901937612879,0.0228180262407302,0.0383899371069182,0.027027027027027,0.02,0.0196850393700787,0.0251450676982592,0.0367345708775313,0.0273311897106109,0.0167525773195876,0.0303675555264365,0.0328549721424954,0.032258064516129,0.0274002872610761,0.0412011173184358,0.0377142037714204,0.0225013517447906,0.0413318025258324,0.0375661375661376,0.0457380457380457,0.0333590683909155,0.03567977915804,0.0273626975434204,0.0294117647058824,0.0139416983523447,0.0310229727076379,0.0298429319371728,0.0084985835694051,0.0932930705657978,0.015625,0.0453037491527842,0.0162398500936914,0.0612050914701344,0.0365348399246704,0.0455276000116887,0.0217255065803217,0.025182573659028,0.0275909484949033,0.0611045340311961
"Ephb2",0.0806688865688972,0.0177835610496638,0.0394462637689789,0.0288851829709575,0.0353460972017673,0.0190974157729269,0.0282373074729036,0.0312452830188679,0.0245700245700246,0.0225,0.0206692913385827,0.0222437137330754,0.0325458052073288,0.0128617363344051,0.0270618556701031,0.0365098604468322,0.0357251392875232,0.0161290322580645,0.0301624129930394,0.0294896415270019,0.0542052054205205,0.0259119078318014,0.0436280137772675,0.0317460317460317,0.0145530145530146,0.034034613652448,0.0241545893719807,0.0336019402284463,0.023853635942566,0.0158428390367554,0.0192420969958767,0.0361256544502618,0.0084985835694051,0.0146217418944692,0.03125,0.0327114472229159,0.00562148657089319,0.0527055322900595,0.0207156308851224,0.0324362233716139,0.0156674326300397,0.012591286829514,0.0655247660897378,0.104741728456602
"Ephb3",0.0610907027057987,0.0777488614183474,0.0154063709437333,0.0249205500141594,0.0298232695139912,0.0198109210907713,0.0211066742726754,0.0277735849056604,0.00245700245700246,0.025,0.0147637795275591,0.011605415860735,0.0338717454194793,0.00643086816720257,0.0103092783505155,0.0231933433794143,0.0281614046935674,0.00537634408602151,0.0190034250359076,0.0296496741154562,0.0359217035921704,0.0229588653662189,0.0242742332294571,0.0273809523809524,0.0124740124740125,0.0226468506723284,0.0198757763975155,0.0236660929432014,0.0280222325150533,0.0202788339670469,0.0202238366385235,0.0178010471204188,0.0368271954674221,0.0456134774316592,0,0.0279670388470731,0.00874453466583385,0.0423738152964514,0.0199623352165725,0.0269132988515824,0.0165030290369751,0.0186351045076807,0.0327922757301288,0.0764222069910898
"Ephb4",0.211873960234418,0.0396334851442203,0.0352039297409943,0.0855542619804286,0.0401325478645066,0.0324533434413253,0.0727324586423274,0.0360251572327044,0.00737100737100737,0.0325,0.0265748031496063,0.0241779497098646,0.0408027965284474,0.0257234726688103,0.0283505154639175,0.0838301775535609,0.0437616072936012,0.010752688172043,0.0565683349906088,0.0531744646182495,0.185846418584642,0.0826020047415048,0.0321469575200918,0.0363756613756614,0.0114345114345114,0.0452293637007013,0.0391994478951001,0.0507940854326396,0.0437702640111163,0.032319391634981,0.0290594934223444,0.0230366492146597,0.0339943342776204,0.0429116338207247,0.015625,0.0433774480077052,0.042473454091193,0.1322735287635,0.0370998116760829,0.0405306683030887,0.0286191769375392,0.0324855200201461,0.060443009595552,0.283620994039089
"Ephb6",0.0639779641292264,0.147148124051182,0.0207651086632926,0.0235675403542997,0.0424644084437899,0.0215723873441994,0.0347974900171135,0.0324528301886792,0,0.005,0.0295275590551181,0.0125725338491296,0.0334197203471553,0.0128617363344051,0.0219072164948454,0.0457642665268951,0.0299848049974675,0.0591397849462366,0.0307148381394321,0.0374185288640596,0.0458163045816305,0.0380152227259493,0.0395276365425619,0.0392857142857143,0.0239085239085239,0.0402431962941517,0.0265700483091787,0.0264043185729933,0.0259379342288096,0.0278833967046895,0.0280777537796976,0.0162303664921466,0.0056657223796034,0.0332167832167832,0,0.0422716084614561,0.0256089943785134,0.0541795239144809,0.024105461393597,0.057157885508898,0.120116983496971,0.059430873835306,0.0454966669655935,0.0882090265229402
"Epor",0.0768730099635252,0.0180004337453915,0.0186067281929146,0.035429973883767,0.0348551791850761,0.0163883252692368,0.0205362236166572,0.0309433962264151,0.027027027027027,0.01,0.00885826771653543,0.00386847195357834,0.0190453230472517,0.0128617363344051,0.0128865979381443,0.0295485815370504,0.0317406719567787,0.0161290322580645,0.0249696166169484,0.0367638500931099,0.0403671040367104,0.0225429438921932,0.0242742332294571,0.0165343915343915,0.0114345114345114,0.0475455188830985,0.0240855762594893,0.0252699108120795,0.0342751273737842,0.0215462610899873,0.0182603573532299,0.0293193717277487,0.0056657223796034,0.0136681500317864,0,0.0450540434487925,0.0231105559025609,0.0356513114392771,0.0182674199623352,0.0328453288916163,0.0396908293294339,0.0274490052883405,0.0537470480973306,0.0927368268012545
"Erbb2",0.124618264466898,0.149262632834526,0.0306638880619232,0.0396148642270539,0.0382916053019146,0.03012330263774,0.0367940673131774,0.0313962264150943,0.0122850122850123,0.0325,0.0324803149606299,0.0183752417794971,0.0374879459980714,0.0112540192926045,0.0244845360824742,0.0430125139225578,0.036771906128651,0.032258064516129,0.0291680477295326,0.0435434124767225,0.0848211084821108,0.0424655824980244,0.0518287682466787,0.0161375661375661,0.0228690228690229,0.0469343112655215,0.0296066252587992,0.0349710530433422,0.040064844835572,0.0513307984790875,0.0196347928529354,0.0392670157068063,0.0226628895184136,0.0356007628734901,0,0.0408447187243606,0.0318550905683948,0.0803394313422967,0.0258003766478343,0.0404430028345168,0.0419887194485064,0.0307227398640141,0.0615789316354288,0.164485845431699
