dataset	n_cells	false_frac_q0.5	false_frac_q0.75	false_frac_q0.9	false_frac_q0.95	false_frac_q0.99	false_per_code_q0.5	false_per_code_q0.75	false_per_code_q0.9	false_per_code_q0.95	false_per_code_q0.99	neg_per_code_q0.5	neg_per_code_q0.75	neg_per_code_q0.9	neg_per_code_q0.95	neg_per_code_q0.99
Mutter_01	1432028	0	0.00520833333330621	0.0270270270262966	0.0495049504945594	0.111111111104938	0	0.00543478260869565	0.00543478260869565	0.0108695652173913	0.016304347826087	0	0	0.1	0.1	0.2
Mutter_02	2792836	0	0.0128205128203485	0.023706896551673	0.0340425531913445	0.0793650793638196	0	0.0108695652173913	0.0217391304347826	0.0326086956521739	0.0543478260869565	0	0	0	0.1	0.2
